treedepth,sentences
7,പേരുകേട്ട കള്ളന്മാരുടെ കുടുംബത്തില്‍ അംഗം ആയ ദക്ഷിൺ വഴി മാറി സഞ്ചരിച്ചത് മോഷ്ടാവായ അച്ഛന്റെ തീരുമാനപ്രകാരം ആണ് .
6,ദക്ഷിണിന്റെ നേട്ടങ്ങളുടെ വില അറിയണം എങ്കില്‍ അദ്ദേഹം പിറന്ന് വീണ ഛാരാ സമുദായത്തെ കുറിച്ച് മനസ്സിലാക്കണം .
4,രണ്ട്‌ വര്‍ഷം മുമ്പ് ഛാര സമുദായത്തിലെ കുറ്റവാളികളുടെ പട്ടിക ഒരു പുസ്തകരൂപത്തില്‍ അഹമ്മദാബാദ് പോലീസ് പുറത്തിറക്കിയിരുന്നു .
5,"മോഷണം , ഭവനഭേദന കേസുകള്‍ അന്വേഷിക്കുന്ന പോലീസ് ഉദ്യോഗസ്ഥര്ക്ക് വേണ്ടി ആയിരുന്നു ഈ പുസ്തകം ഇറക്കിയത് ."
6,നഗരത്തില്‍ എവിടെ മോഷണം നടന്നാലും പ്രതികളെ അന്വേഷിച്ച് ഛാരനഗറില്‍ പോലീസ് എത്തും .
4,ജന്മനാ കുറ്റവാളികള്‍ ആണ് ഇവര് എന്ന് ആണ് പോലീസിന്റെ ഭാഷ്യം .
4,ഇരകളെ ആക്രമിക്കുകയോ മുറിവേല്‍പ്പിക്കുകയോ ചെയ്യില്ല .
2,തികഞ്ഞ അഹിംസാവാദികള്‍ ആണ് അവര്‍ .
5,ആളുകളെ കബളിപ്പിച്ച് അവരുടെ കൺമുമ്പില്‍ വെച്ച് മോഷണം നടത്തും .
5,മോഷണത്തെ കല ആയി കാണുന്നവര് എന്ന് ആണ് ഗുജറാത്ത് പോലീസ് അവര്‍ക്ക്‌ നല്‍കിയിരിക്കുന്ന വിശേഷണം .
4,തന്റെ സമുദായത്തേയും മാതാപിതാക്കളേയും സ്വന്തം ജീവിതത്തേയും കുറിച്ച് ദക്ഷിൺ സംസാരിക്കുന്നു .
3,അച്ഛന്‍ കള്ളന് ആയിരുന്നു എന്ന് ചെറുപ്പത്തില്‍ ദക്ഷിണിന് അറിയാമായിരുന്നോ ?
6,അന്ന് ഒക്കെ വീട്ടില്‍ നിന്ന് പോയാല്‍ ആറ് മാസം മുതല്‍ ഒരു വര്‍ഷം വരെ കഴിഞ്ഞേ പലപ്പോഴും തിരിച്ച്വരാറ് ഉള്ളു .
4,സാധാരണ കള്ളന്മാരെ പോലെ ആയിരുന്നില്ല ഞങ്ങളുടെ സമുദായത്തില്‍ പെട്ടവര്‍ .
2,ബുദ്ധിമാന്മാരായ കള്ളന്മാര് ആയിരുന്നു .
6,ആളുകളെ കബളിപ്പിച്ച് പിടിക്കപ്പെടാതെ മോഷ്ടിക്കാന് അറിയുന്നവര്‍ .
3,എന്നാല്‍ ചിലപ്പോള് പോലീസിന്റെ വലയില്‍ വീഴും .
3,മാസങ്ങളോളം ജയിലില്‍ കഴിയേണ്ടി വരും .
3,കന്യാകുമാരിയും മംഗലാപുരവും എല്ലാം അവരുടെ ഇഷ്ട മോഷണ കേന്ദ്രങ്ങള് ആയിരുന്നു .
4,വിദഗ്ധനായ കള്ളന് ആയിരുന്നു എങ്കിലും ഞങ്ങള്‍ മോഷ്ടാക്കള് ആവരുത് എന്ന് അച്ഛന്‍ തീരുമാനിച്ചിരുന്നു .
2,അച്ഛന് ഞങ്ങള്‍ എട്ട്‌ മക്കള് ആയിരുന്നു .
2,എല്ലാവര്‍ക്കും നല്ല വിദ്യാഭ്യാസം നല്‍കി .
3,സ്വപ്നം കാണാന്‍ പ്രേരിപ്പിച്ചു .
7,ഞങ്ങള് ആഗ്രഹിക്കുന്ന വഴിയിലൂടെ പോവാന് ഉള്ള സ്വാതന്ത്ര്യം തന്നു .
3,എന്റെ സഹോദരന്മാര് എല്ലാം ഇന്ന് നല്ല നിലയില് ആണ് .
2,ഒരാള്‍ അമേരിക്കയില്‍ ജോലി ചെയ്യുന്നു .
2,മറ്റൊരാള്‍ അഡ്വക്കേറ്റ് ആണ് .
6,ഞങ്ങളുടെ വളര്‍ച്ചയിലും രൂപപ്പെടലിലും എല്ലാം കള്ളന് ആയിരുന്ന അച്ഛനോട് കടപ്പെട്ടിരിക്കുന്നു .
3,രണ്ട്‌ വര്‍ഷം മുമ്പ് ആണ് അദ്ദേഹം മരിച്ചത് .
5,ദക്ഷിണേന്ത്യയിലെ പല സ്ഥലങ്ങളിലും അച്ഛനും അപ്പൂപ്പനും സംഘവും മോഷണത്തിന് ആയി വരാറുണ്ടായിരുന്നു .
2,പിന്നാക്ക സമുദായം ആണ് ഞങ്ങളുടേത് .
5,ബിരുദവും ബിരുദാനന്തര ബിരുദവും ഉള്ളവര്‍ ഒട്ടേറെ പേര് ഉണ്ട് ഇന്ന് .
4,ഛാരാനഗര്‍ ആയിരിക്കും രാജ്യത്ത് ഇന്ന് ഏറ്റവും അധികം വക്കീലന്മാര് ഉള്ള പ്രദേശം .
2,വക്കീലന്മാര്‍ അവിടെ ഉണ്ട് .
6,എത്ര വിദ്യാഭ്യാസം നേടിയാലും ഞങ്ങളുടെ സമുദായത്തില്‍ പെട്ടവര്‍ക്ക് ജോലി നല്‍കാന്‍ മറ്റുള്ളവര്‍ മടിക്കുന്നു .
4,കള്ളന്മാര് എന്ന ഭയം ആണ് കാരണം .
2,മിക്കവാറും സമ്പൂര്‍ണ സാക്ഷരത ഉണ്ട് .
4,ജോലി ഉള്ളവര്‍ തീരെ കുറവും .
3,പലരേയും കുലത്തൊഴിലിലേക്ക് തിരിച്ചുവിടാന്‍ ഈ അവസ്ഥ പ്രേരിപ്പിക്കും .
5,പോലീസിന്റേയും സര്‍ക്കാറിന്റേയും സമീപനം എങ്ങിനെ ആണ് അത്രത്തോളം നിയമത്തിന്‌ മുന്നില്‍ നിസ്സഹായര് ആണ് ഞങ്ങള്‍ .
5,എന്റെ ജീവിതത്തില്‍ സംഭവിച്ച ഒരു കാര്യം പറയാം .
6,ബുധാന്‍ തീയറ്ററിന്റെ വക്താവ് എന്ന നിലയില്‍ ഐക്യരാഷ്ട്ര സഭയില്‍ സംസാരിക്കാന്‍ എനിക്ക് അവസരം കിട്ടി .
3,അവിടെ നിന്ന് തിരിച്ച് അഹമ്മദാബാദില്‍ എത്തി വിമാനത്താവളത്തില്‍ നിന്ന് ടാക്‌സിയില്‍ വീട്ടിലേക്ക് പോവുന്നു .
4,വഴിയില്‍ വെച്ച് പതിവ്‌ പരിശോധനക്ക് ആയി പോലീസ് വണ്ടി തടഞ്ഞു .
4,സമുദായത്തില്പെട്ട ആള് ആണ് എന്ന് പറഞ്ഞതോടെ അവരുടെ രീതി മാറി .
5,എന്റെ പെട്ടിയും മറ്റും കാറില്‍ നിന്ന് പുറത്തിറക്കി റോഡില്‍ വെച്ച് തുറന്ന് പരിശോധിക്കാന്‍ തുടങ്ങി .
3,അപ്പോള്‍ ഞാന്‍ ചിന്തിച്ച് പോയി .
4,മണിക്കൂറുകള്‍ക്ക് മുമ്പ് ഐക്യരാഷ്ട്ര സഭയെ അഭിസംബോധന ചെയ്ത മനുഷ്യന് ആണ് ഞാന്‍ .
5,"അതേ വ്യക്തിയെ സ്വന്തം നാട്ടില്‍ പോലീസ് ഒരു കള്ളനെ പോലെ റോഡില് ഇറക്കി ചോദ്യം ചെയ്യുന്നു , മാനം കെടുത്തുന്നു ."
5,ഒരു ഛാരാ വിമാനത്തില്‍ വന്നിറങ്ങുക എന്നത് തന്നെ അവര്‍ക്ക് വിശ്വസിക്കാന് ആവില്ല .
9,ഐക്യരാഷ്ട്ര സഭയുടെ അതിഥി ആയി ജനീവയില്‍ പോയി മടങ്ങി വരിക ആണ് എന്ന് പറഞ്ഞപ്പോള്‍ ഞാന്‍ കള്ളം പറയുക ആണ് എന്ന് അവര്‍ ഉറപ്പിച്ചു .
4,അരുതാത്തത് സംഭവിച്ചതിന്റെ ഞെട്ടല് ആയിരുന്നു അവരുടെ മുഖത്ത് .
3,ഒരു മണിക്കൂര്‍ ചോദ്യം ചെയ്ത ശേഷം ആണ് അവര് എന്നെ വിട്ടയച്ചത് .
4,അത് ആണ് ഇന്നും ഞങ്ങളുടെ സമുദായത്തിന്റെ അവസ്ഥ .
2,ഒരു രാമായണ മാസം കൂടി പുലരുന്നു .
2,ഇത് ഒരു മഹാ സൗഭാഗ്യം .
3,ഹരിയെയും ശ്രീയെയും ഗണനായകനെയും ഗുരുപരമ്പരയെയും നന്ദിപൂര്‍വം നമിക്കാം .
2,നാം സുകൃതികള് ആണ്‌ .
7,"കേരളീയതയെ അനന്യമാക്കുന്ന കാര്യങ്ങളില്‍ പ്രമുഖം ആയ ഒന്ന്‌ , നരകത്തെ സ്വര്‍ഗമാക്കാന്‍ പണ്ടേ ശീലിച്ചു എന്നത് ആണ്‌ ."
3,ഇന്ത്യയില്‍ തന്നെ ഭക്തിപ്രസ്ഥാനം എല്ലായിടത്തും ഉണ്ടായി എങ്കിലും ഇങ്ങനെ ഒരു പതിവ്‌ ഇല്ല .
6,എല്ലാ ദുഃഖങ്ങളും ശമിപ്പിക്കുന്നതും എല്ലാ അഭീഷ്ടങ്ങളും സാധിപ്പിക്കുന്നതും ആണ്‌ വായന എന്ന് ആണ് ഫലശ്രുതി .
3,സംശയം വേണ്ട ഇത് സാധ്യം ആണ്‌ .
3,"എങ്ങനെ എന്നാല്‍ , മോഹങ്ങളും ഭയാശങ്കകളും ആണ്‌ രോഗദുഃഖ കാരണങ്ങളില്‍ മുഖ്യം ."
2,നിരുപാധികമായ പരമപ്രേമം കൊണ്ട്‌ ദുഃഖം ശമിക്കും .
4,ഫലപ്രതീക്ഷ ഇല്ലാത്ത പ്രേമം മോഹം നീക്കും .
3,അഭിന്നതാബോധം ഭയത്തിന്റെ വേര് അറുക്കും .
8,"അഹങ്കാരം എന്ന അറിവില്ലായ്മ , എല്ലാം ഞാന് എന്ന തോന്നലിലൂടെ പൊലിഞ്ഞ് പോകൂ ."
5,അതിനാല്‍ വിഭജനത്തിനു പകരം ഭജനവും വിഭക്തിയെക്കാള്‍ ഏറെ ഭക്തിയും വിയോഗം വരാതിരിക്കാന്‍ യോഗവും പ്രമാണമാക്കുക .
5,തൂവെള്ള നിറം തൂകി കൂട്ടമായി കാണുന്ന തുമ്പപ്പൂവ് ഓണപ്പൂക്കളങ്ങളില്‍ മധ്യത്തില്‍ ആണ് ഇടുക .
8,എത്ര വലിയ പൂക്കളം ആണ് എങ്കിലും ഏതു നിറത്തില്‍ ഉള്ള പൂക്കള്‍ ആണ് എങ്കിലും നടുവില്‍ തുമ്പ തന്നെ ആകും സ്ഥലം പിടിക്കുക .
6,ലോബിഏറ്റ കുടുംബത്തില് പെടുന്ന തുമ്പയുടെ ശാസ്ത്രീയനാമം ല്യൂകാസ് ആസ്പെറ എന്ന് ആണ് .
3,തുമ്പയുടെ എല്ലാ ഭാഗങ്ങളും ഔഷധം ഉള്ളത് ആണ് .
3,ആയുര്വേദ മരുന്നുകള്‍ തയാറ് ആക്കാന്‍ ആണ് തുമ്പ പ്രധാനമായും ഉപയോഗിക്കുന്നത് .
2,ഉത്തരകേരളത്തില്‍ മുത്തപ്പന്‍ തെയ്യക്കോലത്തിന് തുമ്പപ്പൂ പ്രധാനമായും ആവശ്യം ആണ് .
7,നീലയും വെള്ളയും കലര്ന്ന നിറത്തില്‍ കാണപ്പെടുന്ന കാക്കപ്പൂവ് ഓണക്കാലത്തെ പ്രധാന കാഴ്ച ആണ് .
3,കുന്നിന്‍ ചരിവുകളിലും പാറപ്രദേശങ്ങളിലും ആണ് ഇവ ധാരാളമായി വളരുക .
3,പണ്ട് വീട്ടുപറമ്പിലെ മണ്‍ കൈയാലകളിലും കാക്കപ്പൂവ് സ്ഥാനം പിടിച്ചിരുന്നു .
4,കണ്ണൂര്‍ ജില്ലയിലെ മാടായിപ്പാറയില്‍ ആണ് കാക്കപ്പൂവ് അതിന്റെ ഏറ്റവും സൌന്ദര്യത്തില്‍ കാണുന്നത് .
2,ഓണപ്പൂക്കളങ്ങളില്‍ പ്രധാനസ്ഥാനം തന്നെ ആയിരുന്നു പഴയ കാലത്ത് കാക്കപ്പൂവിന് .
5,"എന്നാല്‍ , ഇവ അരിയാന്‍ ഉള്ള ക്ഷമയില്ലാത്തത് മൂലം ഇന്ന് പൂക്കളങ്ങളില്‍ നിന്ന് അപ്രത്യക്ഷം ആയി ."
6,ചിങ്ങമാസത്തില്‍ കണ്തുമറക്കുന്ന നീലവര്ണം ഉള്ള പൂക്കള്‍ ആണ് കൃഷ്ണപ്പൂവ് .
5,തോട്ടിന്വക്കിലും പാടവരമ്പത്തും കൊയ്ത്തു കഴിഞ്ഞ വയലിലും ആണ് കൃഷ്ണപ്പൂവ് ധാരാളമായി ഉണ്ടാകുന്നത് .
6,പ്ളാവിന്‍ കൊട്ടാള ഉണ്ടാക്കി കൃഷ്ണപ്പൂ ഇറുക്കാന്‍ ഓണക്കാലത്തെ വൈകുന്നേരങ്ങളില്‍ കുട്ടി സംഘങ്ങള്‍ പാടത്തേക്ക് നടത്തുന്ന യാത്ര ഒരു കാലത്ത് ഗ്രാമങ്ങളുടെ സൌന്ദര്യങ്ങളില്‍ ഒന്ന് ആയിരുന്നു .
3,കാക്കപ്പൂവിന്‍ ഒപ്പം കൃഷ്ണപ്പൂവും ഓണപ്പൂക്കളങ്ങളില്‍ നിന്ന് അപ്രത്യക്ഷം ആയി തുടങ്ങി .
4,എല്ലാ കാലത്തും ഉണ്ടാകുന്ന പൂ ആണ് ചെത്തിപ്പൂവ് .
4,എന്നാലും ഇടവപ്പാതി കഴിഞ്ഞെത്തുന്ന ഓണക്കാലത്ത് ആണ് ചെത്തിപ്പൂവ് ധാരാളമായി ഉണ്ടാവുക .
3,അനേകം പൂക്കള്‍ ഒരു ശാഖയില്‍ ഒന്നിച്ചുചേര്ന്ന് വലിയ പൂക്കള്‍ ആയാണ് ചെത്തിപ്പൂവ് കാണുക .
4,ചുവന്ന നിറത്തില്‍ ഏവര്ക്കും ആകര്ഷണീയമായി തോന്നുന്ന ചെത്തിപ്പൂവ് ‘ തെച്ചി ‘ എന്ന പേരിലും അറിയപ്പെടുന്നു .
7,റൂബിയേസിയേ എന്ന കുടുംബത്തില് പെടുന്ന ചെത്തിയുടെ ശാസ്ത്രീയനാമം ഇക്സോറ കോക്സിനിയം എന്ന് ആണ് .
5,മനോഹരമായ സൌന്ദര്യവും ആകര്ഷരണീയമായ നിറവും ചൊരിഞ്ഞുനല്കിയ പൂക്കള്‍ ആണ് മുല്ലയുടേത് .
4,മുല്ലപ്പൂവ് ഇഷ്ടപ്പെടാത്തവര്‍ ആയി ആരും ഉണ്ടാവില്ല .
7,‘ മുല്ലപ്പൂമ്പൊടി ഏറ്റുകിടക്കും കല്ലിനും ഉണ്ടാം ഒരു സൌരഭ്യം ‘ എന്ന് കവി പാടിയത് തന്നെ ഈ പൂവിന്റെ സുഗന്ധം തിരിച്ചറിഞ്ഞുകൊണ്ടാണ് .
3,വെള്ള നിറത്തില്‍ ആണ് മുല്ലപ്പൂവ് കാണുക .
2,"എങ്കിലും , ഇവ പല തരത്തില്‍ ഉണ്ട് ."
4,"കുറ്റിമുല്ല , മണമില്ലാമുല്ല , സാധാരണ മുല്ല , കട്ടമുല്ല എന്നിവ ഇതില്‍ ചിലതു മാത്രം ."
5,"മുല്ലപ്പൂവില്‍ നിന്ന് വികസിപ്പിച്ചെടുത്ത സുഗന്ധദ്രവ്യം ഉപയോഗിച്ച് സോപ്പ് , പെര്ഫ്യൂമുകള്‍ എന്നിവ തയാറ് ആക്കുന്നു ."
3,പാകിസ്താന്റെ ദേശീയ പുഷ്പം ആണ് മുല്ല .
5,പല നിറത്തിലും ആയി കാണപ്പെടുന്ന കുറ്റിച്ചെടി ആണ് ചെമ്പരത്തി .
3,കേരളത്തിലെ എല്ലാ വീട്ടുപറമ്പുകളിലും സര്വമായി ഈ ചെടി കാണുന്നു .
4,എല്ലാ കാലത്തും ഒരുപോലെ പുഷ്പിക്കുന്ന ഇവക്ക് ചുവപ്പ് പുഷ്പങ്ങള്‍ ആണ് സാധാരണ ഉണ്ടാവുക .
4,"വെള്ള , മഞ്ഞ , റോസ് , ഓറഞ്ച് തുടങ്ങി പല പല നിറത്തിലും ചെമ്പരത്തിയില്‍ നിന്ന് സങ്കരയിനങ്ങള്‍ ഉണ്ടാക്കിയിട്ടുണ്ട് ."
3,ഹിബിസ്കസ് റോസ് സൈനന്സിസസ് എന്നത് ആണ് ചെമ്പരത്തിയുടെ ശാസ്ത്രീയനാമം .
2,ഓണപ്പൂക്കളത്തില്‍ ചെമ്പരത്തിക്ക് പ്രധാന സ്ഥാനം തന്നെ ആണ് ഉള്ളത് .
7,ചെറിയ ജലാശയങ്ങളിലും വെള്ളം കെട്ടിനില്ക്കുന്ന വയലിലും ധാരാളമായി കാണുന്ന ഒരു പൂ ആണ് ആമ്പലിന്റേത് .
3,മനോഹരമായ ഈ പൂവ് ഓണക്കാലത്തെ പ്രധാന കാഴ്ച ആണ് .
3,മിക്ക ഓണമത്സരങ്ങളിലും പൂക്കളങ്ങളിലും വിധികര്ത്താക്കളെ ആകര്ഷിക്കാന്‍ സ്ഥാനം പിടിക്കുന്നതില്‍ പ്രധാനി ആയി ആമ്പലും ഉണ്ട് .
7,ചുവപ്പും വെളുപ്പും കലര്ന്ന നിറത്തിലും വെളുപ്പും മഞ്ഞയും കലര്ന്ന നിറത്തിലും ആയി ആമ്പല്പൂവ് കാണുന്നു .
3,ഇതിന്റെ തണ്ട് നീളം കൂടിയത് ആണ് .
3,കുട്ടികള്‍ കളിക്കിടെ മാല ആക്കാനും ആമ്പലിനെ ഉപയോഗിക്കുന്നു .
7,ധാരാളം സൂര്യപ്രകാശം ലഭിക്കുന്ന ജലാശയങ്ങളിലും പൂന്തോട്ടങ്ങളിലെ കൃത്രിമ കുളങ്ങളിലും വളരുന്ന താമര ഏറ്റവും ആകര്ഷുണീയമായ പുഷ്പം ആണ് .
3,നമ്മുടെ ദേശീയ പുഷ്പം കൂടി ആണ് താമര .
3,വേനല്ക്കാലത്ത് ആണ് ഇവ ധാരാളമായി ഉണ്ടാകാറുള്ളത് .
4,ഇളം പിങ്കു നിറത്തില്‍ ഉള്ള താമര ആണ് നമ്മുടെ നാട്ടില്‍ പൊതുവെ കാണുന്നത് .
5,"ഇന്ത്യക്ക് ഒപ്പം ഈജിപ്ത് , വിയറ്റ്നാം എന്നീ രാജ്യങ്ങളുടെയും ദേശീയ പുഷ്പം ആണ് താമര ."
5,ഒരു കാലത്ത് നമ്മുടെ നാട്ടില്‍ സര്വസാധാരണം ആയിരുന്ന ഒരു പുഷ്പം ആണ് ജമന്തി .
5,"എന്നാല്‍ , ഇന്ന് ഇതിന്‍ ആയി നാം കര്ണാടക , തമിഴ്നാട് എന്നീ സംസ്ഥാനങ്ങളെ ആശ്രയിക്കുക ആണ് ."
5,ജപ്പാന്റെ ദേശീയ പുഷ്പം കൂടി ആയ ജമന്തി പല നിറങ്ങളിലും ആയി കാണപ്പെടുന്നു .
4,"തങ്കനിറം , ഇളം മഞ്ഞ , വെള്ള എന്നീ നിറങ്ങളില്‍ ആണ് പ്രധാനമായും ജമന്തി കാണുന്നത് ."
10,ക്രസാന്തമം എന്ന ഗ്രീക്ക് പദത്തില്‍ നിന്ന് ആണ് സ്വര്ണണ നിറത്തില്‍ ഉള്ള പുഷ്പം എന്ന് അര്ഥം ഉള്ള ജമന്തി എന്ന പേര് വന്നത് .
4,ജമന്തിയുടെ ഗന്ധം ഏവരെയും ആകര്ഷിക്കുന്നത് ആണ് .
5,നമ്മുടെ വീട്ടിലും പറമ്പിലും പൂന്തോട്ടത്തിലും കാട്ടിലും ഒക്കെ ആയി ധാരാളം വളരുന്ന ചെറു പുഷ്പം ആണ് മന്ദാരം .
4,"ഇതിന്റെ പൂക്കള്‍ വെള്ള , ചുവപ്പ് , കാഞ്ചനം എന്നീ വര്ണങ്ങളില്‍ കാണുന്നു ."
5,വീടിന് മനോഹാരിത നല്കാന്‍ പൂന്തോട്ടങ്ങളില്‍ മന്ദാരം വെച്ചുപിടിപ്പിക്കുക എന്നത് ശീലവും ആണ് .
5,ഇലയിടുക്കുകളില്‍ കുലകള്‍ ആയി കാണപ്പെടുന്ന മന്ദാരപ്പൂക്കള്‍ എല്ലാ കാലത്തും സമൃദ്ധമായി വളരുന്നു .
6,ബൊഹിനീയ അക്യുമിനേറ്റ എന്ന ശാസ്ത്രീയ നാമത്തില്‍ അറിയപ്പെടുന്ന മന്ദാരം ധാരാളം ഔഷധ ഗുണങ്ങള്‍ നിറഞ്ഞ ഒരു സസ്യം കൂടി ആണ് .
7,വിദേശി ആണ് എങ്കിലും ഇന്ന് നമ്മുടെ നാട്ടില്‍ ധാരാളമായി കാണുന്ന ഓര്ക്കിയഡ് പുഷ്പങ്ങള്‍ പൂക്കളങ്ങളിലെ ഒരു സ്ഥിരം സാന്നിധ്യം ആയി മാറിയിട്ടുണ്ട് .
6,വലുതും ചെറുതും ആയി വ്യത്യസ്തങ്ങളായ ആകൃതികളില്‍ കാണുന്ന ഓര്ക്കിഡിന് മനോഹരമായ നിറം ആണ് ഉള്ളത് .
6,"20000തോളം തരം ഓര്ക്കിഡുകള്‍ ഉണ്ട് എന്ന് ആണ് ശാസ്ത്രലോകത്തിന്റെ കണ്ടെത്തല്‍ , വെനിസ്വേല എന്ന രാജ്യത്തിന്റെ ഔദ്യോഗിക പുഷ്പം കൂടി ആണ് ഓര്ക്കി്ഡ് ."
5,അന്യസംസ്ഥാനങ്ങളില്‍ നിന്ന് ഓണക്കാലത്ത് ധാരാളമായി ഇറക്കുമതി ചെയ്യുന്ന പൂക്കളിലെ മുഖ്യ ആകര്ഷളണീയം ആണ് കോസ്മോസ് പൂക്കള്‍ .
5,"ഇതിന്റെ ഇല , തണ്ട് , പൂക്കള്‍ എന്നിവ എല്ലാം മനോഹരങ്ങള്‍ ആണ് ."
5,"വെള്ള , മഞ്ഞ , കടുംചുവപ്പ് , ഇളം ചുവപ്പ് എന്നീ നിറങ്ങളില്‍ എല്ലാം കോസ്മോസ് പൂക്കള്‍ കാണപ്പെടുന്നു ."
4,ഏതു കാലാവസ്ഥയിലും ധാരാളം വളരുന്ന പൂക്കള്‍ ആണ് കോസ്മോസിന്റെത് .
2,നാട്ടുപൂക്കളില്‍ പ്രധാനി ആണ് കാശിത്തുമ്പ .
2,ഓണക്കാലത്ത് ഇവ ധാരാളമായി കണ്ടുവരുന്നു .
4,പറിച്ചെടുത്താല്‍ ഉടന്‍ വാടിപ്പോകും എന്നതിനാല്‍ പൂക്കളങ്ങള്‍ ഒരുക്കുമ്പോള്‍ മാത്രമേ കാശിത്തുമ്പ പറിച്ചെടുക്കാറുള്ളൂ .
5,പൂക്കളുടെ പ്രത്യേക രീതിയില്‍ ഉള്ള ആകൃതി ആകര്ഷണീയം ആണ് .
3,പല നിറത്തിലും ഇതിന്റെ പൂക്കള്‍ കാണപ്പെടുന്നു .
5,നമ്മുടെ പൂന്തോട്ടങ്ങളില്‍ നിത്യ സൌന്ദര്യം നിലനിര്ത്തുന്ന പൂ ആണ് സീനിയയുടേത് .
3,എല്ലാ കാലത്തും ഇവ പുഷ്പിക്കാറുണ്ട് എങ്കിലും ഓണക്കാലത്ത് ധാരാളമായി ഉണ്ടാകുന്നു .
6,"മഞ്ഞ , ഇളം മഞ്ഞ , വെള്ള , ചുവപ്പ് കൂടാതെ വയലറ്റ് നിറങ്ങളില്‍ എല്ലാം സീനിയയുടെ പൂക്കള്‍ കാണുന്നു ."
4,വെയില്‍ നല്ലപോലെ ഏല്ക്കാത്ത സ്ഥലങ്ങളില്‍ സീനിയ നന്നായി വളരുകയും ഇല്ല .
7,തണ്ടിന്റെ വശങ്ങളില്‍ നിന്ന് ശാഖകള്‍ ഉണ്ടാവുകയും അതില്‍ പൂക്കള്‍ നിറയുകയും ചെയ്യുന്ന സീനിയ ഏവര്ക്കും മനോഹാരിത നല്കുന്നു .
4,ഓണക്കാലത്ത് നാട്ടുതൊടിയില്‍ ധാരാളമായി വളരുന്ന പൂ ആണ് വാടാര്മയല്ലി .
2,ഓണപ്പൂക്കളങ്ങളില്‍ ഇവക്ക് പ്രധാനമായ സ്ഥാനം ആണ് ഉള്ളത് .
5,ഇതിന്റെ പിങ്ക് നിറത്തില്‍ ഉള്ള പൂക്കള്‍ ആണ് ഏറെ ആകര്ഷണീയം .
5,പറിച്ചെടുത്താലും കുറച്ചു ദിവസത്തേക്ക് വാടാതെ നില്ക്കുന്നതു കൊണ്ട് ആണ് വാടാര്മ്ല്ലി എന്ന പേരു വന്നത് .
5,മണ്കൈയാലകളിലും തോട്ടിന്‍ കരയിലും ധാരാളമായി വളര്ന്ന് വിളഞ്ഞ് നില്ക്കുന്ന ചെടി ആണ് കൈതപ്പൂവിന്റേത് .
4,സുഗന്ധം ഉള്ള ഇതിന്റെ പൂക്കള്ക്ക് മഞ്ഞ നിറം ആണ് .
3,മുമ്പ് പൂക്കളങ്ങള്‍ ഒരുക്കുമ്പോള്‍ കൈതപ്പൂവും ഉപയോഗിച്ചിരുന്നു .
4,"എന്നാല്‍ , ഇറക്കുമതി പൂക്കളില്‍ മത്സരപ്പൂക്കളം ഒരുക്കുന്ന ഇടത്ത് കൈതപ്പൂ എന്ന നാട്ടുപൂവ് അപ്രത്യക്ഷമായി ."
4,എല്ലാ കാലത്തും ധാരാളമായി പുഷ്പിക്കുന്ന കുറ്റിച്ചെടി സസ്യം ആണ് ബോഗന്വില്ല .
3,പൂക്കളം ഒരുക്കുമ്പോള്‍ ഇവയ്ക്കും ഇന്ന് സ്ഥാനം നല്കുന്നുണ്ട് .
4,"ഓറഞ്ച് , വെള്ള , മഞ്ഞ , പിങ്ക് , കടും ചുവപ്പ് എന്നീ നിറങ്ങളില്‍ എല്ലാം ഇതിന്റെ പൂക്കള്‍ കാണുന്നു ."
5,പേരു പോലെ തന്നെ സൂര്യനെ ഇഷ്ടപ്പെടുന്ന ഈ ചെടി നല്ല വെയില്‍ ഉള്ള പ്രദേശത്തു മാത്രമേ സമൃദ്ധമായി വളരുക ഉള്ളൂ .
6,മഞ്ഞയും ഇളം മഞ്ഞയും നിറം ഉള്ള സൂര്യകാന്തി എല്ലാ പ്രദേശങ്ങളിലും ധാരാളമായി വളരുന്നു .
5,കേരളത്തിന്റെ ഔദ്യോഗിക പുഷ്പം ആയ കണിക്കൊന്ന ജനുവരി മുതല്‍ മേയ് മാസം വരെ ധാരാളമായി കാണുന്നു .
6,എല്ലാ കാലത്തും പുഷ്പിക്കാറുണ്ട് എങ്കിലും ചൂടൂ കൂടുതല്‍ ആയി വേണ്ട ചെടി ആണ് ഇത് .
3,വിഷുക്കാലത്ത് കണി ഒരുക്കാന്‍ ഈ പൂവ് നിര്ബന്ധം ആണ് .
4,കുലകളില്‍ മഞ്ഞ വസന്തം നിറച്ചുള്ള കണിക്കൊന്ന പൂക്കള്‍ ആരെയും ആകര്ഷിക്കുന്നത് കൂടി ആണ് .
5,മെക്സികോയുടെ ദേശീയ പുഷ്പം ആയ ഡാലിയ ഏറെ സൌന്ദര്യം ഉള്ള ഒരു പൂ ആണ് .
4,ഉദ്യാനങ്ങളില്‍ നയനമനോഹരമായ വര്ണങ്ങള്‍ നിറക്കുന്ന ഈ പൂക്കള്‍ ഓണക്കാലത്തെ പ്രധാന ഇറക്കുമതി കൂടി ആണ് .
2,ആകര്ഷണീയമായ പല നിറത്തിലും ഡാലിയ കാണുന്നു .
