wordcontent,sentences,index
ಅನುಗುಣವಾಗಿ,"ಪದಾರ್ಥಗಳ ಗಾತ್ರ , ತೂಕ , ಮೌಲ್ಯ , ಪದಾರ್ಥ ರವಾನೆಯ ಶೀಘ್ರತೆ ಮತ್ತು ತಯಾರಿಕಾ ಘಟಕದ ಅವಶ್ಯಕತೆಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ದಾಸ್ತಾನು ವಿಭಾಗವನ್ನು ಕೇಂದ್ರೀಕರಿಸಬಹುದು ಅಥವಾ ವಿಕೇಂದ್ರೀಕರಿಸಬಹುದು .",2393
ಅನುಗುಣವಾಗಿ,ಪದಾರ್ಥಗಳನ್ನು ಅವುಗಳ ಪ್ರಕೃತಿಗೆ ಅನುಗುಣವಾಗಿ ವರ್ಗೀಕರಣ ಅಥವಾ ವಿಂಗಡಣೆ ಮಾಡಬೇಕು .,2432
ಬಾ,ಬಾ ತೋರ್ಸ್ತೀನಿ .,6639
ಬಾ,ಪಕ್ಕದ್ಮನೇಲಿ ಎತ್ತಿನ ಗಾಡಿಗೆ ಹೇಳಿ ಬಾ .,6696
ಬಾ,"ಪ್ರಭು , ಕೊಳದಿಂದ ಸ್ವಲ್ಪ ನೀರು ತಕೊಂಡು ಬಾ ಅಪ್ಪ .",6734
ಬಾ,"ಆಗಲಿ , ಬೇಗ ಬಾ .",6766
ಬಾ,ತೋರಿಸ್ತೀನಿ ಬಾ .,6801
ಬಾ,ಅದೇ ದಾರೀಲಿ ನೀನು ಬಾ .,6809
ಇವು,ಆದರೆ ಇವು ಕೇವಲ ಅಪವಾದಗಳು .,482
ಇವು,"ವಯಸ್ಕರನ್ನು ಶಿಕ್ಷಣದ ಕಡೆಗೆ ಆಕರ್ಷಿಸುವುದು ಶಿಕ್ಷಣ ಮುಗಿದ ಮೇಲೆ ಅದು ಅಲ್ಲೇ ನಿಲ್ಲದೆ ಮುಂದುವರಿದುಕೊಂಡು ಹೋಗುವುದು ಎಂದರೆ ವಯಸ್ಕರ ಶಾಲೆಯಲ್ಲಿ ಕಲಿತ ಶಿಕ್ಷಣ ಜೀವನದಲ್ಲಿ ಉಪಯೋಗಕ್ಕೆ ಬರುವಂತೆ ನೋಡಿಕೊಳ್ಳುವುದು , ಇವು ಎರಡೂ ವಯಸ್ಕರ ಶಿಕ್ಷಣದ ಪ್ರಧಾನ ಸಮಸ್ಯೆಗಳು ಎಂದು ನಾನು ಭಾವಿಸುತ್ತೇನೆ .",539
ಇವು,ಎಷ್ಟರಮಟ್ಟಿಗೆ ಇವು ನಮ್ಮಲ್ಲಿ ಭಾವನಾತ್ಮಕ ಸಂಗತಿಗಳನ್ನು ಪ್ರಚೋದಿಸುತ್ತವೆ ?,564
ಇವು,ಇವು ಯೂನೆಸ್ಕೊ ಗಮನವನ್ನು ಸೆಳೆದವು .,716
ಇವು,"ವಿಶಿಷ್ಟವಾದ ಗೊಂಬೆಗಳಲ್ಲಿ ತೊಗಲು ಗೊಂಬೆಗಳು , ಸೂತ್ರದ ಗೊಂಬೆಗಳು , ಕೀಲು ಗೊಂಬೆಗಳು ಇವು ಮುಖ್ಯ ಆದುವು .",1071
ಇವು,"ಆದಿಕೇಶವ , ಲಕ್ಷ್ಮೀನರಸಿಂಹ , ಕಾಳಹಸ್ತೀಶ್ವರ , ವೀರಭದ್ರ , ಸೋಮೇಶ್ವರ , ಬ್ರಹ್ಮೇಶ್ವರ , ಸಂಗಮೇಶ್ವರ , ಬಸವಣ್ಣ , ಆದಿಶಕ್ತಿ ಇವು ಇಲ್ಲಿ ಇರುವ ಮುಖ್ಯ ದೇವಾಲಯಗಳು .",1702
ಸಂಸ್ಥೆಗಳು,"ಯುದ್ಧದಲ್ಲಿ ಜಯ ಗಳಿಸಲು ಇಡೀ ರಾಷ್ಟ್ರ ಒಂದಾಗಿ ಟೊಂಕಕಟ್ಟಿ ಕೆಲಸ ಮಾಡುವಂತೆ ನಿರಕ್ಷರತಾ ಶತ್ರುವನ್ನು ನಿರ್ಮೂಲಗೊಳಿಸಲು ಎಲ್ಲ ಇಲಾಖೆಗಳು ಅಂದರೆ ರೆವಿನ್ಯೂ , ವ್ಯವಸಾಯ , ಆರೋಗ್ಯ ಮತ್ತು ನೈರ್ಮಲ್ಯ , ಸಹಕಾರ , ಸಮಾಜ ಕಲ್ಯಾಣ ಮತ್ತು ಸಂಸ್ಥೆಗಳು ಒಂದಾಗಿ ದುಡಿಯಬೇಕು .",199
ಸಂಸ್ಥೆಗಳು,"ಈ ಪುಸ್ತಕದಲ್ಲಿ ಭಾರತದ ಬೇರೆಬೇರೆ ಸ್ವಯಂಸೇವಾ ಸಂಸ್ಥೆಗಳು ವಯಸ್ಕರ ಶಿಕ್ಷಣಕ್ಕೆ ಬುನಾದಿ ಹಾಕಿದ , ಬೆಳವಣಿಗೆಗೆ ಕಾರಣ ಆದ ಬಗೆಗಳನ್ನು ನಿರೂಪಿಸಲಾಗಿದೆ .",600
ಸಂಸ್ಥೆಗಳು,"ಹಲವಾರು ವರದಿಗಳ ಸಾರಾಂಶ ಆಗಿ , ವಯಸ್ಕರ ಶಿಕ್ಷಣವನ್ನು ಸ್ವಯಂಸೇವಾ ಸಂಸ್ಥೆಗಳು ಹೇಗೆ ಬೆಳೆಸಿಕೊಂಡು ಬಂದವು ಎಂಬುದು ಈ ಲೇಖನಗಳಲ್ಲಿ ಸ್ಪಷ್ಟ ಆಗುತ್ತದೆ .",604
ಸಂಸ್ಥೆಗಳು,' ವಯಸ್ಕರ ಶಿಕ್ಷಣ ಮತ್ತು ಸ್ವಯಂಸೇವೆ ' ಎಂಬ ಈ ಹೊಸ ಪುಸ್ತಕದಲ್ಲಿ ಅವರು ವಯಸ್ಕರ ಶಿಕ್ಷಣದಲ್ಲಿ ಸ್ವಯಂಸೇವೆಯ ಸಂಸ್ಥೆಗಳು ವಹಿಸಿದ ಪಾತ್ರದ ಸ್ವರೂಪವನ್ನು ಸ್ಥೂಲವಾಗಿ ನಿರೂಪಿಸಿದ್ದಾರೆ .,642
ಸಂಸ್ಥೆಗಳು,ರಾಜ್ಯ ಮತ್ತು ಕೇಂದ್ರ ಸರಕಾರಗಳ ನೆರವಿನಿಂದ ಕರ್ನಾಟಕ ರಾಜ್ಯ ವಯಸ್ಕರ ಶಿಕ್ಷಣ ಸಮಿತಿ ಮುಂಬಯಿ ನಗರ ಸಮಾಜ ಶಿಕ್ಷಣ ಸಮಿತಿ ಸಾಕ್ಷರತಾ ನಿಕೇತನ ಲಕ್ನೋ ಬೆಂಗಾಲ್ ಸೋಶಿಯಲ್ ಸರ್ವೀಸ್ ಲೀಗ್ ಮುಂತಾದ ಹೆಸರಾಂತ ಸಂಸ್ಥೆಗಳು ವಯಸ್ಕರ ಶಿಕ್ಷಣ ಕ್ಷೇತ್ರಕ್ಕೆ ತಮ್ಮದೇ ಆದ ಕಾಣಿಕೆಯನ್ನು ಸಲ್ಲಿಸಿವೆ .,658
ಸಂಸ್ಥೆಗಳು,ಅಂತಹ ಪ್ರೋತ್ಸಾಹದಾಯಕ ಹಾಗೂ ಪ್ರಯೋಗಾತ್ಮಕ ಕಾರ್ಯಕ್ರಮವನ್ನು ಕೈಕೊಂಡ ಸಂಸ್ಥೆಗಳು ಕೇವಲ ಕೈಬೆರಳಿನಲ್ಲಿ ಎಣಿಸುವಷ್ಟು ಮಾತ್ರ .,713
ಕರೆಯುತ್ತಾರೆ,ರಾಷ್ಟ್ರದಲ್ಲಿ ಅವಶ್ಯಕತೆಗಿಂತ ಕಡಿಮೆ ಹಣ ಚಲಾವಣೆಯಲ್ಲಿ ಇದ್ದರೆ ಅಂತಹ ಪರಿಸ್ಥಿತಿಯನ್ನು ಕುಗ್ಗು ಪ್ರಸರಣ ಎಂದು ಕರೆಯುತ್ತಾರೆ .,1338
ಕರೆಯುತ್ತಾರೆ,ಇಂತಹ ಕ್ರಮ ಕೈಗೊಂಡಾಗ ಅದನ್ನು ಪ್ರತಿ ಪ್ರಸರಣ ಎಂದು ಕರೆಯುತ್ತಾರೆ .,1341
ಕರೆಯುತ್ತಾರೆ,ಹುಲಿಗೊಂದಿ ಸಿದ್ಧೇಶ್ವರ ಎಂತಲೂ ಕರೆಯುತ್ತಾರೆ .,1412
ಕರೆಯುತ್ತಾರೆ,ಇದನ್ನು ದಕ್ಷಿಣ ಕಾಶಿ ಎಂತಲೂ ಕರೆಯುತ್ತಾರೆ .,1439
ಕರೆಯುತ್ತಾರೆ,ಇದನ್ನು ಅಮೃತಲಿಂಗ ಮಾಣಿಕೇಶ್ವರ ದೇವಾಲಯ ಎಂದು ಕರೆಯುತ್ತಾರೆ .,1446
ಕರೆಯುತ್ತಾರೆ,ಈ ಗುಹೆಯ ಒಳಗೆ ಇರುವ ಶಿಲೆಗಳು ಆಕಳಿನ ಕೆಚ್ಚಲಿನ ರೂಪದಲ್ಲಿ ಇರುವುದರಿಂದ ಇದಕ್ಕೆ ಆಕಳ ಗುಹೆ ಎಂದು ಕರೆಯುತ್ತಾರೆ .,1777
ಮೀಟರ್,ಈ ಗ್ರಾಮದ ಶಾಲೆ ಓದಿ ಮುಗಿಸಿದ ನಂತರ ಮುಂದಕ್ಕೆ ಓದಲು ಆ ಗ್ರಾಮದಿಂದ ನಾಲ್ಕು ಕಿಲೋ ಮೀಟರ್ ದೂರದಲ್ಲಿ ಇರುವ ಅರ್ಜುನಗಂಜ ಶಾಲೆಗೆ ಕಳುಹಿಸಬೇಕಿತ್ತು .,377
ಮೀಟರ್,ಟಂಕಶಾಲೆಯ ಸ್ಥಳವು ಮಂಟಪದ ಪಶ್ಚಿಮಕ್ಕೆ ಕೆಲವು ಮೀಟರ್ ದೂರದಲ್ಲಿ ಇದೆ .,1528
ಮೀಟರ್,ಇಲ್ಲಿಂದ ನದಿ ಬೆಟ್ಟದ ಇಳಿಜಾರಿನಲ್ಲಿ ಮುಂದುವರಿದು ಸುಮಾರು 60 ಮೀಟರ್ ಕೆಳಕ್ಕೆ ಹಂತ ಹಂತವಾಗಿ ಧುಮುಕಿ ಕೊಳದಂತೆ ಸೇರಿ ಮತ್ತೆ ಅಲ್ಲಿಂದ ಮುಂದೆ 184 ಮೀಟರ್ ಧುಮುಕುವುದು .,1838
ಮೀಟರ್,ಇಲ್ಲಿ ಸುಮಾರು 10 ಮೀಟರ್ ಎತ್ತರದಿಂದ ಧುಮುಕುವ ತೊರೆ ಒಂದರಿಂದ ಒಂದು ನೀರಿನ ಕೊಂಡ ಸೃಷ್ಟಿ ಆಗಿದೆ .,1900
ಮೀಟರ್,ಉತ್ತರ ಕನ್ನಡ ಜಿಲ್ಲೆಯು ಕಾರವಾರದಿಂದ 4 ಕಿ. ಮೀ. ಅಂತರದಲ್ಲಿ ಅರಬೀ ಸಮುದ್ರದಲ್ಲಿ ಇರುವ ಸುಮಾರು 02 ಚದರ ಮೀಟರ್ ವಿಸ್ತೀರ್ಣದ್ದು .,1939
ಮೀಟರ್,ಇಲ್ಲಿ ಇದೇ ನದಿ ಸುಮಾರು 300 ಮೀಟರ್ ಎತ್ತರದಿಂದ ಧುಮುಕಿ ಸ್ವಲ್ಪ ದೂರ ಹರಿದು ಇನ್ನೊಂದು ಜಲಪಾತವನ್ನು ಉಂಟು ಮಾಡಿದೆ .,1959
ಸಾಕಷ್ಟು,ವಿದ್ಯಾರ್ಥಿಗಳನ್ನು ಸಾಕಷ್ಟು ಸಂಖ್ಯೆಯಲ್ಲಿ ಕೇಂದ್ರಗಳಿಗೆ ಕೂಡಿಸುವುದು .,33
ಸಾಕಷ್ಟು,ಓದು ಬರೆಹದ ಅವಶ್ಯಕತೆ ಅವರಿಗೆ ಅಷ್ಟಾಗಿ ಕಾಣಬರಲಿಲ್ಲ ಜೊತೆಗೆ ಅವರಿಗೆ ವಯಸ್ಕರ ಶಿಕ್ಷಣ ಕೇಂದ್ರಗಳಿಗೆ ಹಾಜರು ಆಗಲು ಸಾಕಷ್ಟು ಸಮಯ ಇಲ್ಲ .,172
ಸಾಕಷ್ಟು,ಪ್ರಾರಂಭದಲ್ಲಿ ಇದ್ದ ತೊಡಕುಗಳು ನಿವಾರಣೆ ಆದ ನಂತರ ಕೆಲವು ಕಡೆಗಳಲ್ಲಿ ಕಲಿಯುವವರಲ್ಲಿ ಸಾಕಷ್ಟು ಉತ್ಸಾಹ ಕಂಡುಬಂತು .,179
ಸಾಕಷ್ಟು,ಬಹು ಮಂದಿ ವಿದ್ಯಾರ್ಥಿಗಳು ಸಾಕಷ್ಟು ವಿರಾಮ ಮತ್ತು ಪ್ರೋತ್ಸಾಹ ಇಲ್ಲದೆ ಪುಸ್ತಕಗಳನ್ನು ಓದಿಲ್ಲ .,243
ಸಾಕಷ್ಟು,"ಸ್ಥಿರೀಕರಣ ಕಾರ್ಯಕ್ರಮ ಯಶಸ್ವಿಯಾಗಿ ನಡೆಯಲು ವಿದ್ಯಾಇಲಾಖೆ , ಜಿಲ್ಲಾಪರಿಷತ್ತು ಮತ್ತು ತಾಲೂಕು ಮಟ್ಟದಲ್ಲಿ ಸಾಕಷ್ಟು ಸಿಬ್ಬಂದಿಯ ಕೊರತೆ ಇರುವುದು .",264
ಸಾಕಷ್ಟು,"ಪುಸ್ತಕ ಭಂಡಾರಗಳ ವ್ಯವಸ್ಥೆ , ಪುಸ್ತಕ ವಿತರಣೆ ಮತ್ತು ಸಮಾಜ ಶಿಕ್ಷಣ ಕೇಂದ್ರಗಳನ್ನು ಸಾಕಷ್ಟು ಸಂಖ್ಯೆಯಲ್ಲಿ ತೆರೆಯುವುದು ಅನಿವಾರ್ಯ .",274
ತಯಾರಿಕಾ,ದಾಸ್ತಾನು ವಿಭಾಗವು ತಯಾರಿಕಾ ವಿಭಾಗಕ್ಕೆ ಹತ್ತಿರದಲ್ಲಿ ಇರುವುದು ಎಲ್ಲ ದೃಷ್ಟಿಯಿಂದಲೂ ಉತ್ತಮ .,2376
ತಯಾರಿಕಾ,1 ) ದಿನನಿತ್ಯ ಪದಾರ್ಥ ರವಾನೆ ಆಗಬೇಕು ಆದುದರಿಂದ ದಾಸ್ತಾನು ವಿಭಾಗವು ತಯಾರಿಕಾ ವಿಭಾಗಕ್ಕೆ ಹತ್ತಿರ ಇರಬೇಕು .,2387
ತಯಾರಿಕಾ,"ಪದಾರ್ಥಗಳ ಗಾತ್ರ , ತೂಕ , ಮೌಲ್ಯ , ಪದಾರ್ಥ ರವಾನೆಯ ಶೀಘ್ರತೆ ಮತ್ತು ತಯಾರಿಕಾ ಘಟಕದ ಅವಶ್ಯಕತೆಗಳಿಗೆ ಅನುಗುಣವಾಗಿ ದಾಸ್ತಾನು ವಿಭಾಗವನ್ನು ಕೇಂದ್ರೀಕರಿಸಬಹುದು ಅಥವಾ ವಿಕೇಂದ್ರೀಕರಿಸಬಹುದು .",2393
ತಯಾರಿಕಾ,ಇಡೀ ತಯಾರಿಕಾ ಘಟಕಕ್ಕೆ ಒಂದೇ ಸ್ಥಳದಲ್ಲಿ ಪದಾರ್ಥ ದಾಸ್ತಾನು ಮಾಡಿದ್ದರೆ ಕೇಂದ್ರೀಕೃತ ದಾಸ್ತಾನು ಎಂದು ಕರೆಯಬಹುದು .,2394
ತಯಾರಿಕಾ,"ದಾಸ್ತಾನು ಅಧಿಕಾರಿಯು ತಯಾರಿಕಾ ಅಧಿಕಾರಿ ಮತ್ತು ವೆಚ್ಚಾಧಿಕಾರಿಯೊಡನೆ ಸಮಾಲೋಚಿಸಿ , ಪದಾರ್ಥ ರವಾನಿಸುವ ಸಮಸ್ಯೆಗಳನ್ನು ಬಗೆಹರಿಸಿಕೊಳ್ಳಬೇಕಾಗುತ್ತದೆ .",2398
ತಯಾರಿಕಾ,"ಇದಕ್ಕಾಗಿ ತಯಾರಿಕಾ ಘಟಕದ ವಿವಿಧ ವಿಭಾಗಗಳಿಗೆ ಬೇಕಾಗುವ ಪದಾರ್ಥಗಳನ್ನು ನೇರವಾಗಿ ದಾಸ್ತಾನು ವಿಭಾಗದಿಂದ ಕಳುಹಿಸಬಹುದೇ ಮತ್ತು ಇದರಿಂದ ತಗುಲುವ ಸಮಯ ಮತ್ತು ಸಾರಿಗೆ ಖರ್ಚುಗಳು ಕಡಿಮೆಯೇ ಅಥವಾ ಜಾಸ್ತಿಯೇ ಎನ್ನುವುದರ ವಿವರಗಳನ್ನು ಪರಿಶೀಲಿಸಿ , ದಾಸ್ತಾನು ವಿಭಾಗವನ್ನು ಕೇಂದ್ರೀಕರಿಸಬಹುದೇ ಅಥವಾ ವಿಕೇಂದ್ರೀಕರಿಸಬಹುದೇ ಎನ್ನುವುದನ್ನು ನಿರ್ಧರಿಸಿಕೊಳ್ಳಬೇಕಾಗುತ್ತದೆ .",2399
ಅಡಿ,ಇದು 40ರಿಂದ 60 ಅಡಿ ಅಥವಾ ಸ್ಥಳೀಯ ಮಣ್ಣು ಮತ್ತು ಹವಾಗುಣಕ್ಕೆ ಅನುಗುಣವಾಗಿ ಇನ್ನೂ ಹೆಚ್ಚು ಉದ್ದ ಬೆಳೆಯುತ್ತದೆ .,868
ಅಡಿ,ಎರಡು ಅಡಿ ಎತ್ತರದ 10ನೇ ಗೇಜ್ ಕಂಬಿಯನ್ನು ಒಂದು ಹಲಗೆಯ ಮಧ್ಯಭಾಗಕ್ಕೆ ಸಿಕ್ಕಿಸಬೇಕು ಅಥವಾ ಬೈಸಿಕಲ್ ಸ್ಟೋಕ್ಸ್ .,1032
ಅಡಿ,ಚಿತ್ರದುರ್ಗದಿಂದ ಸುಮಾರು 30 ಕಿ. ಮೀ ದೂರ ಇರುವ ಹೊಳಲ್ಕೆರೆ ಸುಮಾರು 450 ವರ್ಷದ ಹಿಂದಿನ 9 ಅಡಿ ಎತ್ತರದ ಬಯಲು ಗಣಪತಿ ದೇವಾಲಯದಿಂದ ಪ್ರಸಿದ್ಧ ಆಗಿದೆ .,1434
ಅಡಿ,ಈ ದೇವಾಲಯದ ಎದುರಿನಲ್ಲಿ 50 ಅಡಿ ಎತ್ತರದ ದೀಪ ಸ್ತಂಭ ಇದೆ .,1487
ಅಡಿ,"ಪೂರ್ವಕ್ಕೆ ಮುಖ ಮಾಡಿರುವ ಈ ದೇವಾಲಯ ಸುಮಾರು 500 ಅಡಿ ಉದ್ದ , 310 ಅಡಿ ಅಗಲ ಅಂಗಳದ ಮಧ್ಯದಲ್ಲಿ ಇದೆ .",1596
ಅಡಿ,ಈ ಮಂಟಪವು ಸುಮಾರು 53 ಅಡಿ ಉದ್ದ ಅಗಲ ಉಳ್ಳ ಚಚ್ಚೌಕ ಆಕೃತಿಯಲ್ಲಿ ಇದೆ .,1613
ಇರುತ್ತವೆ,ಕರ್ನಾಟಕದಂಥ ವಿಸ್ತಾರವಾದ ಪ್ರದೇಶದಲ್ಲಿ ಆಡಲ್ಪಡುವ ಕನ್ನಡ ಭಾಷೆಯಲ್ಲಿ ತೀರ ಸಹಜವಾಗಿಯೇ ಪ್ರಾದೇಶಿಕ ವ್ಯತ್ಯಾಸಗಳು ಇರುತ್ತವೆ .,550
ಇರುತ್ತವೆ,ಸ್ಥಾಪಿತ ಉಪಭಾಷೆಗಳೂ ಇರುತ್ತವೆ .,551
ಇರುತ್ತವೆ,ಮರದ ತಿರಿಯಲ್ಲಿ ವಿವಿಧ ಘಟ್ಟಗಳ ಬೆಳವಣಿಗೆಯಲ್ಲಿ ಇರುವ ಎಲೆಗಳು ಇರುತ್ತವೆ .,875
ಇರುತ್ತವೆ,"ಒಂದು ವರ್ಷದ ಸಸಿಯಲ್ಲಿ 4 - 5 ಎಲೆಗಳು , ಎರಡು ವರ್ಷದ ಸಸಿಯಲ್ಲಿ 6 - 7 ಎಲೆಗಳು , ಮೂರು ವರ್ಷದ ಸಸಿಯಲ್ಲಿ 7 - 8 ಎಲೆಗಳು ಇರುತ್ತವೆ .",877
ಇರುತ್ತವೆ,ಕಾಯಿ ಬಿಡುವ ಮರದಲ್ಲಿ 7 - 12 ಎಲೆಗಳು ಇರುತ್ತವೆ .,878
ಇರುತ್ತವೆ,ಒಂದೊಂದು ಪುಷ್ಪಗುಚ್ಛದಲ್ಲೂ ಅನೇಕ ಕವಲುಗಳು ಇರುವ ನಡುಕಾಂಡಗಳು ಇದ್ದು ಇದರಲ್ಲಿ ಗಂಡು ಹೆಣ್ಣು ಹೂವುಗಳು ಇರುತ್ತವೆ .,893
ಅಭಿವೃದ್ಧಿ,ತಮ್ಮ ಸುತ್ತಮುತ್ತ ಆಗುತ್ತಿದ್ದ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯಕ್ರಮಗಳ ಅರಿವು ಆಗಿದೆ .,128
ಅಭಿವೃದ್ಧಿ,ಗ್ರಾಮಗಳಲ್ಲಿ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯಗಳು ಸ್ಪರ್ಧಾ ಮನೋಭಾವನೆಯಿಂದ ನಡೆದವು .,143
ಅಭಿವೃದ್ಧಿ,ಇದರಿಂದ ಆ ಹಳ್ಳಿಯವರಿಗೂ ಮತ್ತು ನೆರೆಯ ಗ್ರಾಮಗಳಿಗೂ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯದ ಯಶಸ್ಸು ಮನವರಿಕೆ ಆಗುವುದು ಜೊತೆಗೆ ಮುಂದುವರಿಯಲು ಪ್ರೋತ್ಸಾಹ ದೊರೆತಂತೆ ಆಗುವುದು .,145
ಅಭಿವೃದ್ಧಿ,ಗ್ರಾಮ ಗೌರವ ಸಮಾರಂಭ ಏರ್ಪಡಿಸುವ ಮುನ್ನ ಗ್ರಾಮದಲ್ಲಿ ಆಗಬೇಕಾದ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯಗಳನ್ನು ಗ್ರಾಮಸ್ಥರೇ ಮಾಡಿಕೊಳ್ಳುತ್ತಿದ್ದರು .,150
ಅಭಿವೃದ್ಧಿ,5 ಸಾಕ್ಷರತಾ ಕಾರ್ಯಕ್ರಮಗಳನ್ನು ಇತರ ಅಭಿವೃದ್ಧಿ ಕಾರ್ಯಕ್ರಮಗಳೊಂದಿಗೆ ಹೆಣೆಯತಕ್ಕದ್ದು .,192
ಅಭಿವೃದ್ಧಿ,"ಕೆಲವು ಕಡೆಗಳಲ್ಲಿ ವಿವಿಧ ಇಲಾಖೆಯ ಅಧಿಕಾರಿಗಳು , ಸಮಾಜ ಕಾರ್ಯಕರ್ತರು , ಮಹಿಳಾಮಂಡಳಿ , ಯುವಕಮಂಡಳಿ , ಪಂಚಾಯತಿ ಸಮಿತಿ ಮತ್ತು ಪಂಚಾಯತಿ ಸದಸ್ಯರು ಗ್ರಾಮೀಣರಲ್ಲಿ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯ ವಿಚಾರದಲ್ಲಿ ಜಾಗೃತಿ ಮೂಡಿಸಿರುವರು .",201
ಮೌಲ್ಯ,ಭಾರತ ಸರಕಾರದ ಯೋಜನಾ ವಿಭಾಗವು ಮಹಾರಾಷ್ಟ್ರದ ಗ್ರಾಮ ಶಿಕ್ಷಣ ಚಳವಳಿಯ ಮೌಲ್ಯ ಮಾಪನ ಮಾಡಿದೆ .,91
ಮೌಲ್ಯ,ಅವರು ಕಲಿತಿದ್ದನ್ನು ಎಷ್ಟರಮಟ್ಟಿಗೆ ಉಳಿಸಿಕೊಂಡಿರುವರು ಎಂಬ ಅಂಶ ತಿಳಿಯುವುದು ಮೌಲ್ಯ ಮಾಪನೆಯ ಉದ್ದೇಶ .,99
ಮೌಲ್ಯ,ಮೌಲ್ಯ ಮಾಪನೆಯಿಂದ ಈ ಮೂರು ಅಂಶಗಳ ಬಗ್ಗೆ ವಿವರಗಳು ಬೆಳಕಿಗೆ ಬಂದಿವೆ .,166
ಮೌಲ್ಯ,ಮೌಲ್ಯ ಮಾಪನೆಯ ಪ್ರಕಾರ ಶೇಕಡ 44 ಮಂದಿ ನವಸಾಕ್ಷರರು ತಾವು ಕಲಿತಿದ್ದನ್ನು ಉಳಿಸಿಕೊಂಡಿರುವರು .,235
ಮೌಲ್ಯ,"ಮಹಾರಾಷ್ಟ್ರದ ಸತಾರ , ಸಾಂಗ್ಲಿ , ಪೂನ ಜಿಲ್ಲೆಗಳ ಕೆಲವು ಹಳ್ಳಿಗಳಿಗೆ ಭೇಟಿ ಕೊಟ್ಟು ಮೌಲ್ಯ ಮಾಪನ ಮಾಡುವ ಕಾರ್ಯ ನಡೆದಿದ್ದು ಕೇವಲ 12 ದಿನಗಳು .",267
ಮೌಲ್ಯ,ಆದರೆ ಇದು ನಿಜವಾಗಿಯೂ ಗ್ರಾಮೀಣ ಜನರ ಚಳವಳಿ ಎಂಬ ಮುಖ್ಯಾಂಶ ಮೌಲ್ಯ ಮಾಪನದಿಂದ ವ್ಯಕ್ತ ಆಗಿದೆ .,269
ಆಧಾರದ,ಒಟ್ಟಾರೆ ವಯಸ್ಕರ ಶಿಕ್ಷಣದ ಕಾರ್ಯಕ್ರಮಗಳು ಮೂರ್ತಗೊಂಡದ್ದೇ ಸ್ವಯಂಸೇವೆಯ ಆಧಾರದ ಮೇಲೆ .,592
ಆಧಾರದ,ಇದು ಸಂಸ್ಥೆಯ ಲೆಕ್ಕಗಳನ್ನು ಆಖೈರು ಮಾಡಲು ಮತ್ತು ಲಾಭವೇ ಅಥವಾ ನಷ್ಟವೇ ಎನ್ನುವುದನ್ನು ತನ್ನಲ್ಲಿ ಇರುವ ದಾಸ್ತಾನಿನ ಮೌಲ್ಯದ ಆಧಾರದ ಮೇಲೆ ಸಾಲಗಳನ್ನು ಎತ್ತಲು ಯೋಜಿಸಿರುತ್ತಾರೆ .,2560
ಆಧಾರದ,ದಾಸ್ತಾನು ಅಧಿಕಾರಿಯು ದಾಖಲೆಯ ಆಧಾರದ ಮೇಲೆ ಪದಾರ್ಥ ಕೋರಿಕೆ ಪತ್ರವನ್ನು ಸಲ್ಲಿಸುತ್ತ ಇರಬಹುದು .,2585
ಆಧಾರದ,ಉತ್ಪಾದನಾ ವಿಭಾಗವು ಪದಾರ್ಥ ಹಿಂತಿರುಗಿಸುವಾಗ ದಾಖಲೆಯ ಆಧಾರದ ಮೇಲೆ ಹಿಂತಿರುಗಿಸಬೇಕಾಗುತ್ತದೆ .,2659
ಆಧಾರದ,ಈ ದಾಖಲೆಯ ಆಧಾರದ ಮೇಲೆ ಸ್ಟೋರ್ಸ್ ಖಾತಾಧಿಕಾರಿ ಸ್ಟೋರ್ಸ್ ಖಾತೆಯಲ್ಲಿ ಪದಾರ್ಥ ಹಿಂದಿರುಗಿಸಿದ ವಿವರಗಳನ್ನು ' ಕೊಂಡಿದ್ದು ' ಕಲಮುಗಳ ಮೂಲಕ ದಾಖಲು ಮಾಡಿ ಶಿಲ್ಕು ಬರೆಯಬೇಕಾಗುತ್ತದೆ .,2663
ಆಧಾರದ,ಪ್ರಯೋಗಗಳನ್ನು ನಡೆಸದೆ ಕೇವಲ ಊಹೆಯಿಂದಲೂ ಆದರ್ಶಗಳ ಆಧಾರದ ಮೇಲೂ ನಿರ್ಮಿತ ಆದ ಅವನ ಸಿದ್ಧಾಂತದಲ್ಲೂ ಬಗೆಬಗೆಯ ದೋಷಗಳು ಇದ್ದವು .,2729
ಪ್ರಮಿತಿಯನ್ನು,ಈ ಪ್ರಮಿತಿಯನ್ನು ಪ್ರಥಮ ಬಾರಿಗೆ ಇಂಗ್ಲೆಂಡ್ 1816ರಲ್ಲಿ ಅಳವಡಿಸಿಕೊಂಡಿತು .,3447
ಪ್ರಮಿತಿಯನ್ನು,ಈ ಪ್ರಮಿತಿಯನ್ನು ಪ್ರಥಮ ಬಾರಿಗೆ ಇಂಗ್ಲೆಂಡ್ 1816ರಲ್ಲಿ ಅಳವಡಿಸಿಕೊಂಡಿತು .,3449
