senlen,sentences
26,"ಭಾರತದಲ್ಲಿ ತಯಾರಾದ ಗಾಜಿನ ಸೀಸೆಗಳಿಗೆ ಶ್ರೀಲಂಕಾ , ಪರ್ಷಿಯಾ , ಸೌದಿ ಅರೇಬಿಯ , ಬರ್ಮಾ , ಥಾಯ್ , ಪೂರ್ವ ಆಫ್ರಿಕ , ಕುವೈತ್ ಮತ್ತು ನೇಪಾಳದಿಂದ ಹೆಚ್ಚು ಹೆಚ್ಚು ಬೇಡಿಕೆ ಇತ್ತು ."
9,ನಮ್ಮ ನಿತ್ಯ ಬಳಕೆಯಲ್ಲಿ ವಿವಿಧ ಬಗೆಯ ಗಾಜಿನ ಸಲಕರಣೆಗಳನ್ನು ಉಪಯೋಗಿಸುತ್ತೇವೆ .
16,"ಅಕಸ್ಮಾತ್ ಈ ಸಲಕರಣೆಗಳು ಕೈತಪ್ಪಿ ಮೇಲಿಂದ ಬಿದ್ದರೆ , ಇಲ್ಲ ಯಾವುದಾದರು ಒಂದಕ್ಕೆ ತಗುಲಿದರೆ ಒಡೆದು ಹಾಳಾಗುವ ಸಂಭವ ಹೆಚ್ಚು ."
5,ಆದ್ದರಿಂದ ಗಾಜನ್ನು ಎಚ್ಚರಿಕೆಯಿಂದ ಬಳಸಬೇಕು .
8,ಗಾಜು ದ್ರವರೂಪದಲ್ಲಿ ಇದ್ದಾಗಲೇ ಅವನ್ನು ಯಾವ ರೂಪಕ್ಕಾದರೂ ಪರಿವರ್ತಿಸಬಹುದು .
13,ಆದರೆ ಗಟ್ಟಿಯಾದ ಮೇಲೆ ಅವುಗಳ ಮೇಲೆ ರಂಧ್ರ ಕೊರೆಯುವುದಾಗಲೀ ಅಥವಾ ಕೆತ್ತನೆ ಕೆಲಸ ಆಗಲೀ ಸುಲಭವಲ್ಲ .
5,ಗಾಜನ್ನು ಡೈಮಂಡ್ ಸಲಕರಣೆಯಿಂದ ತುಂಡರಿಸಬಹುದು .
10,1/4 ಅಂಗುಲದಿಂದ 6 ಅಂಗುಲಗಳ ವ್ಯಾಸದ ರಂಧ್ರಗಳನ್ನು ಗಾಜು ಒಡೆಯದೆ ಕೊರೆಯಬಹುದು .
9,ಕೊರೆಯುವ ಸಾಧನದ ಬೆಲೆಯೂ ಕೂಡ ಅಂಥ ದುಬಾರಿ ವೆಚ್ಚದ್ದೇನೂ ಅಲ್ಲ .
6,ಸಾಧನವನ್ನು ಹಳೆಯ ಮುಮ್ಮೂಲೆ ಅರದಿಂದಲೇ ಮಾಡಿಕೊಳ್ಳಬಹುದು .
6,ಸಾಧನವನ್ನು ಸಿದ್ಧಪಡಿಸುವುದರಲ್ಲೂ ಕೆಲವು ತಂತ್ರಗಳು ಇವೆ .
7,ರಂಧ್ರಗಳನ್ನು ಕೊರೆಯಲು ಹಂತಹಂತವಾಗಿ ಅವುಗಳ ವ್ಯಾಸವನ್ನು ಹೆಚ್ಚಿಸಿಕೊಳ್ಳಬೇಕು .
11,ಒಮ್ಮೆಲೇ ಹೆಚ್ಚು ವ್ಯಾಸದ ರಂಧ್ರವನ್ನು ಕೊರೆಯಲು ಹೋದರೆ ಗಾಜೇ ಹಾಳಾಗುವ ಸಂಭವ ಉಂಟು .
15,ಸಣ್ಣ ರಂಧ್ರಗಳನ್ನು ಎಂದರೆ 1/16 ಅಂಗುಲದಿಂದ 1/2 ಅಂಗುಲ ವ್ಯಾಸ ಇರುವ ರಂಧ್ರಗಳವರೆಗೆ ಕೊರೆಯುವ ಸಾಧನದ ವಿಧಾನ ಹೀಗೆ .
14,ಮುಮ್ಮೂಲೆಯ ಅರವನ್ನು ಸಾಣೆ ಕಲ್ಲಿನಿಂದ ಚೂಪು ಮಾಡುವಾಗ ನಾವು ಗಮನದಲ್ಲಿ ಇಡಬೇಕಾದುದು ಅವುಗಳ ಚೂಪುತುದಿಗಳು ನಶಿಸಿಹೋಗದಂತೆ ನೋಡಿಕೊಳ್ಳಬೇಕು .
17,ವಿದ್ಯುತ್ ಸಾಣೆಚಕ್ರವನ್ನು ಒದ್ದೆ ಆಗಿರುವ ಸ್ಪಂಜಿನ ಮೇಲೆ ತಿರುಗುವಂತೆ ಮಾಡಿ ಅದರ ಸಂಸ್ಪರ್ಶದಲ್ಲಿ ಇರುವ ಅರ ಸದಾ ತಣ್ಣಗೆ ಇರುವಂತೆ ಮಾಡಬಹುದು .
6,ಏಕೆಂದರೆ ಘರ್ಷಣೆಯಿಂದ ಅದರ ಉಷ್ಣತೆ ಹೆಚ್ಚುತ್ತದೆ .
7,ಹೀಗಾಗಿ ಅದರ ಚೂಪುತುದಿಗಳಿಗೆ ಯಾವುದೇ ಆಘಾತ ಆಗುವುದಿಲ್ಲ .
4,ಸಾಣೆಹಿಡಿಯುವ ಕ್ರಮ : .
6,ಅದರ ಮೇಲೆ ಹೆಚ್ಚಿನ ಒತ್ತಡ ಬೀಳಬಾರದು .
8,ಪ್ರತಿಸಲ ಉಜ್ಜುವಾಗಲೂ ಅರವನ್ನು ಮೇಲಿಂದ ಕೆಳಕ್ಕೆ ಮಾತ್ರ ಜರುಗಿಸಬೇಕು .
6,ಇದರಿಂದ ಮುಂದಿನ ಮೊನೆಯು ಸೂಜಿಯಂತೆ ಚೂಪಾಗುವುದು .
12,"ಈ ಮೊನೆಯು 1/32 ಅಂಗುಲಕ್ಕೆ ಕಡಿಮೆ , 3/64 ಅಂಗುಲಕ್ಕೆ ಹೆಚ್ಚು ದಪ್ಪ ಇರಕೂಡದು ."
28,"1/4 ಅಂಗುಲ ದಪ್ಪ ಗಾಜನ್ನು ಕೊರೆಯಲು ಗಾಜನ್ನು ಚಪ್ಪಟೆ ಹಲಗೆಯ ಮೇಲೆ ಇರಿಸಿ , ವಿದ್ಯುತ್ ಅಥವಾ ಕೈಯಿಂದ ತಿರುಗಿಸುವ ಭೈರಿಗೆಗೆ ಸಿದ್ಧಪಡಿಸಿರುವ ಅರವನ್ನು ಸೇರಿಸಿ 10 ಅಥವಾ 15 ಪೌಂಡು ಒತ್ತಡದಿಂದ ಗಾಜನ್ನು ಸುಲಭವಾಗಿ ಕೊರೆಯಬಹುದು ."
12,"ಗಾಜಿನ ಮೇಲೆ ಕೊರೆಯುವಾಗ , ಅರದ ಮೊನೆಯು ತನ್ನ ಸಾಮರ್ಥ್ಯ ಕಳೆದುಕೊಳ್ಳದಿದ್ದರೆ ಮೊನೆಯು ಬಾಗುವುದಿಲ್ಲ ."
10,ಕೊರೆಯುವಾಗ ಕರಕರ ಸದ್ದು ಬಂದರೆ ಕೆಲಸ ಸುಗಮವಾಗಿ ನಡೆಯುತ್ತಿದೆ ಎಂಬುದು ಗೊತ್ತಾಗುತ್ತದೆ .
8,ಅದರ ಮೊನೆಯು ಸ್ವಭಾವ ಕಳೆದುಕೊಂಡಿದ್ದರೆ ಮಾತ್ರ ತುದಿ ಮೊಂಡಾಗುವುದು .
6,ಆಗ ಪುನಃ ಅದನ್ನು ಸಾಣೆ ಹಿಡಿಯಬೇಕಾಗುತ್ತದೆ .
11,ಅದರ ತುದಿ ಸರಿ ಇದ್ದರೆ ಸುಮಾರು 15ರಿಂದ 20 ರಂಧ್ರಗಳನ್ನು ಸುಲಭವಾಗಿ ಕೊರೆಯಬಹುದು .
6,ಆಗ ಪುನಃ ಅದನ್ನು ಸಾಣೆ ಹಿಡಿಯಬೇಕಾಗುತ್ತದೆ .
8,ಕ್ರಿಯೆ ನಡೆಯುತ್ತಿರುವಾಗ ಮೃದುಚಾಲನೆಗಾಗಿ ಕರ್ಪೂರ ತೈಲವನ್ನು ಬಳಸುವುದು ಒಳ್ಳೆಯದು .
9,ಕರ್ಪೂರದ ತೈಲ ಗಾಜಿನ ಮೇಲೆ ನಿಲ್ಲಲು ಮಣ್ಣಿನ ತಡೆಯನ್ನು ಹಾಕಿಕೊಳ್ಳಬೇಕು .
20,ಇಲ್ಲಿ ಇಡಬೇಕಾದ ಮತ್ತೊಂದು ಅಂಶ ಅರದ ತುದಿಯು ಗಾಜಿನ ತಳವನ್ನು ಇನ್ನೇನು ಮುಟ್ಟುತ್ತದೆ ಎನ್ನುವಾಗ ಗಾಜು ಮುರಿಯದಿರಲು ಗಾಜನ್ನು ಹಿಂತಿರುಗಿಸಿ ಕೊರೆದಾಗ ಅದು ಬಿರಿಯುವುದು ತಪ್ಪುತ್ತದೆ .
15,ದೊಡ್ಡ ರಂಧ್ರಗಳನ್ನು ಎಂದರೆ 3/4 ಅಂಗುಲದಿಂದ 6 ಅಂಗುಲ ವ್ಯಾಸ ಇರುವ ರಂಧ್ರಗಳನ್ನು ಕೊರೆಯಲು ಹಿತ್ತಾಳೆಯ ಕೊಳವೆಯನ್ನು ಉಪಯೋಗಿಸಿಕೊಳ್ಳಬಹುದು .
14,ಅಗಲವಾದ ರಂಧ್ರಗಳನ್ನು ಕೊರೆಯುವಾಗ ಗಾಜನ್ನು ಚಿತ್ರದಲ್ಲಿ ತೋರಿಸಿರುವಂತೆ ಎರಡು ಹಲಗೆಯ ಮಧ್ಯಕ್ಕೆ ಬಿಗಿದು ವಿದ್ಯುತ್ ಬೈರಿಗೆಯಿಂದ ಕೊರೆಯಬಹುದು .
7,ಸುಮಾರು 5 ಪೌಂಡುಗಳಷ್ಟು ಒತ್ತಡ ಹೇರಿದರೆ ಸಾಕು .
17,ರಂಧ್ರವನ್ನು ಕೊರೆಯಲು ಮೃದುಚಲನೆಗಾಗಿ ಕರ್ಪೂರದ ತೈಲದೊಡನೆ ಎರಡು ಚಮಚ ಸಿಲಿಕಾನ್ ಕಾರ್ ಅಥವಾ ಸಾಣೇಕಲ್ಲು ಪುಡಿಯನ್ನು ಬಳಸುವಾಗ ನೀರನ್ನು ಜೊತೆಜೊತೆಯಲ್ಲೇ ಹಾಕಬೇಕು .
9,ಕೊರೆಯುವ ಕಾರ್ಯ ಸುಗಮವಾಗಿ ನಡೆಯಲು ಬೈರಿಗೆಯನ್ನು ಆಗಿಂದಾಗ್ಯೆ ಮೇಲಕ್ಕೆ ಎತ್ತುತ್ತಿರಬೇಕು .
9,ಇದರಿಂದ ಸಾಣೆಪುಡಿಯು ರಂಧ್ರದಲ್ಲಿ ಇಳಿದು ಕೊರೆಯುವ ಕಾರ್ಯ ಸುಲಭ ಆಗುತ್ತದೆ .
8,ಕೊರೆದಂತೆಲ್ಲಾ ಬೈರಿಗೆ ಮೇಲಿನ ಒತ್ತಡವನ್ನು ಕಡಿಮೆ ಮಾಡುತ್ತಾ ಹೋಗಬೇಕು .
13,"ಈ ಕಾರ್ಯಕ್ಕೆ ಪ್ರತಿ 1,500 ಪರಿಭ್ರಮಣೆಗಳು ಇರುವಂಥ ಬೈರಿಗೆಯನ್ನು ಬಳಸಿ 2 ಅಂಗುಲದ ರಂಧ್ರವನ್ನು ಕೊರೆಯಬಹುದು ."
13,2ರಿಂದ 6 ಅಂಗುಲ ವ್ಯಾಸದ ರಂಧ್ರಕ್ಕೆ ಈ ವೇಗ ಪ್ರತಿ ಮಿನಿಟಿಗೆ 500-1000 ಪರಿಭ್ರಮಣೆಗಳಷ್ಟು ಇರಬೇಕು .
11,ಗಾಜಿಗೆ ರಂಧ್ರ ಕೊರೆಯುವ ತಂತ್ರವನ್ನು ಕೈಗೂಡಿಸಿಕೊಂಡರೆ ಇದು ಒಂದು ಲಾಭದಾಯಕ ಹವ್ಯಾಸ ಆಗಲೂಬಹುದು .
18,ನೀವೇ ತಯಾರಿಸಬಲ್ಲ ' ಸೂಕ್ಷ್ಮದರ್ಶಕ ' ಮನುಷ್ಯ ತನ್ನ ಕಣ್ಣುಗಳಿಂದ 30 ಮೈಕ್ರಾನ್ ಚಿಕ್ಕದು ಆಗಿರುವ ವಸ್ತುಗಳನ್ನು ನಿರ್ದಿಷ್ಟವಾಗಿ ನೋಡಲು ಸಾಧ್ಯ ಆಗುವುದಿಲ್ಲ .
16,"ತನ್ನ ಕಣ್ಣುಗಳಿಂದ ಸಹಜವಾಗಿ ನೋಡಲಾಗದ ವಸ್ತುಗಳನ್ನು ಭೂತಕನ್ನಡಿಗಳ ಸಹಾಯದಿಂದ ಆಗಲೀ , ಇಲ್ಲವೇ ಸೂಕ್ಷ್ಮದರ್ಶಕಗಳ ಮುಖಾಂತರ ಆಗಲೀ ಸುಲಭವಾಗಿ ನೋಡಬಹುದು ."
17,ಅದ್ಭುತ ಶಕ್ತಿ ಉಳ್ಳ ಇತ್ತೀಚಿನ ಸೂಕ್ಷ್ಮದರ್ಶಕಗಳ ಸಹಾಯದಿಂದ 500ರಿಂದ 1500ರ ವರೆಗೆ ವಿಸ್ತಾರವಾಗಿ ಕಾಣಿಸುವಂತೆ ಮಾಡಿದರೆ ಸೂಕ್ಷ್ಮ ವಸ್ತುಗಳನ್ನು ಚೆನ್ನಾಗಿ ನೋಡಬಹುದು .
14,"ಎಲೆಕ್ಟ್ರಾನ್ ಸೂಕ್ಷ್ಮದರ್ಶಕದ ಸಹಾಯದಿಂದ ಅತಿ ಸೂಕ್ಷ್ಮ ಜೀವಿಗಳನ್ನೂ , ಪದಾರ್ಥಗಳನ್ನೂ 1000000ಕ್ಕಿಂತ ಹೆಚ್ಚು ವಿಸ್ತಾರಕ್ಕೆ ನಾವು ನೋಡಬಹುದು ."
11,ಈ ಸೂಕ್ಷ್ಮದರ್ಶಕದ ಯಂತ್ರವನ್ನು 1665ರಲ್ಲಿ ಆಂಟೋನಿ ವಾನ್ ಲಿವನಹಾಕ್ ಎಂಬಾತ ಮೊತ್ತಮೊದಲಿಗೆ ಸಿದ್ಧಗೊಳಿಸಿದ .
21,"ಅನಂತರ ಮಾಲ್ಪಿಜಿ , ಅದೇ ವರ್ಷದಲ್ಲಿ ಎ. ಅಬ್ಬೆ ಮುಂತಾದವರ ಪ್ರಯತ್ನಗಳಿಂದಲೂ ಈ ಶತಮಾನದ ಭೌತ ವಿಜ್ಞಾನಿಗಳ ಸತತ ಸುಧಾರಣೆಗಳಿಂದಲೂ ಸೂಕ್ಷ್ಮದರ್ಶಕಗಳು ಇಂದು ಬಹಳಷ್ಟು ಸುಧಾರಿತ ಆಗಿವೆ ."
7,ಸೂಕ್ಷ್ಮದರ್ಶಕಗಳಿಂದ ನಮಗೆ ಆಗಿರುವ ಉಪಯೋಗ ಕೇವಲ ಒಂದೆರಡಲ್ಲ .
18,"ಬ್ಯಾಕ್ಟೀರಿಯಾ , ವೈರಸ್ ಮತ್ತು ಇತರ ಹಾನಿಕರ ವಿಷ ಜೀವಿಗಳಿಂದ ಉಂಟಾಗುವ ಕಾಯಿಲೆಗಳು ಹೇಗೆ ಇರುತ್ತವೆ ಎಂಬುದರ ಕಲ್ಪನೆಯೂ ನಮ್ಮ ಪೂರ್ವಜರಿಗೆ ಇರಲಿಲ್ಲ ."
17,"ಸಿಡುಬು ದಡಾರಗಳು ಬಂದರೆ ಮಾರಮ್ಮನಿಗೆ ಮೊಸರನ್ನ ಇನ್ನು ಬೆಂಕಿ ಕಾಯಿಲೆ ಎಂದು ಕರೆದು ಅದರ ಶಮನಾರ್ಥ ಅಗ್ನಿ ದೇವನಿಗೆ ಪೂಜೆ , ."
15,ಕ್ಷಯ ಬಂದರೆ ಪೂರ್ವಾರ್ಜಿತ ಕರ್ಮ ಎಂದು ತಿಳಿದಿದ್ದ ಅವರಿಗೆ ಈ ಕಾಯಿಲೆಗಳು ಉಂಟಾಗಲು ಸೂಕ್ಷ್ಮಜೀವಿಗಳೇ ಕಾರಣ ಎಂಬುದು ತಿಳಿದಿರಲಿಲ್ಲ .
10,ಆಧುನಿಕ ಕೋಶಶಾಸ್ತ್ರ ಮತ್ತು ಭ್ರೂಣಶಾಸ್ತ್ರಗಳ ಮುನ್ನಡೆಗೆ ಸೂಕ್ಷ್ಮದರ್ಶಕ ಮಾಡಿರುವ ಸಹಾಯ ಅಷ್ಟಿಷ್ಟಲ್ಲ .
10,ಪ್ರತಿ ಜೀವಿಯ ಜೀವಕಣಗಳಲ್ಲೂ ಸಂಖ್ಯೆಯಲ್ಲಿ ಇರುವ ವರ್ಣ ತಂತುಗಳು ಎಷ್ಟು ಇವೆ ?
6,ಅವುಗಳಲ್ಲಿ ಕೋಶ ವಿಭಜನೆ ಹೇಗೆ ಉಂಟಾಗುತ್ತದೆ ?
12,ಎಂಬುದನ್ನು ಎಲ್ಲಾ ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳಲು ಮತ್ತು ವರ್ಣತಂತುಗಳು ಅನುವಂಶೀಯತೆಯಲ್ಲಿ ಯಾವ ಮಹತ್ವದ ಪಾತ್ರ ವಹಿಸುತ್ತವೆ ?
10,ಲೈಂಗಿಕ ವರ್ಣತಂತುಗಳಿಂದ ಕೆಲವು ಅನುವಂಶೀಯವಾಗಿ ಬರುವ ಕಾಯಿಲೆಗಳಲ್ಲಿ ಯಾವುವು ಪಾತ್ರ ವಹಿಸುತ್ತವೆ ?
6,ಎಂಬುದರ ಬಗ್ಗೆ ಅಧ್ಯಯನ ನಡೆಸಲು ಸಾಧ್ಯ .
8,ಸಸ್ಯ ಪ್ರಪಂಚದಲ್ಲಿ ಅನೇಕ ಅದ್ಭುತ ವಿಷಯಗಳು ಅಡಕ ಆಗಿವೆ .
6,ಅವುಗಳ ಪೈಕಿ ಸಸ್ಯಗಳ ಆಯಸ್ಸಿಗೆ ಸಂಬಂಧಪಟ್ಟದ್ದು .
10,ಕಾಯಕಲ್ಪಗಳ ಜಾತಿಗೆ ಸೇರಿದ ವೃಕ್ಷಗಳು ಸುಮಾರು 3000 ವರ್ಷಗಳು ಬದುಕುತ್ತವೆ ಎನ್ನಲಾಗಿದೆ .
10,"ಅರಳಿ ಮರವು ಸಾವಿರಾರು ವರ್ಷ ಬದುಕಿದರೆ , ಆಲಕ್ಕೆ ಆಯಸ್ಸು ಇಲ್ಲ ."
7,ಸಿಕೋಯ ಗಗನ ಚುಂಬಿಯೂ ಚಿರಾಯು ಎಂದೆಲ್ಲಾ ಹೇಳುವುದಿದೆ .
6,ಆದರೆ ಇದಕ್ಕೆ ವೈಜ್ಞಾನಿಕ ಆಧಾರಗಳೂ ಇಲ್ಲದಿಲ್ಲ .
17,ಯಾವುದೇ ದ್ವಿದಳ ಸಸ್ಯವೊಂದರ ಅಡ್ಡ ಸೀಳನ್ನು ತೆಗೆದುಕೊಂಡು ನಾವು ಸೂಕ್ಷ್ಮದರ್ಶಕದಲ್ಲಿ ನೋಡಿದಾಗ ಅಲ್ಲಿ ನಾವು ಆ ಸಸ್ಯದ ಅಡ್ಡ ಬೆಳವಣಿಗೆಯನ್ನು ಗುರುತಿಸಬಹುದು .
8,ಈ ಅಡ್ಡ ಬೆಳವಣಿಗೆಗಳು ಏಕಕೇಂದ್ರಿತ ವರ್ತುಲಗಳ ರೂಪದಲ್ಲಿ ಇರುತ್ತವೆ .
8,ದೊಡ್ಡ ಮರಗಳಲ್ಲಾದರೆ ಈ ವಾರ್ಷಿಕ ವರ್ತುಲಗಳು ಕಣ್ಣಿಗೇ ಕಾಣುತ್ತಿರುತ್ತವೆ .
13,ಗತಕಾಲದಲ್ಲಿ ಜೀವಿಸಿದ್ದ ಕೆಲವು ಸಸ್ಯಗಳ ಮತ್ತು ಪ್ರಾಣಿಗಳ ಪಳೆಯುಳಿಕೆಗಳ ಅಧ್ಯಯನದಲ್ಲೂ ಸೂಕ್ಷ್ಮದರ್ಶಕದ ಉಪಯೋಗ ಬಹಳ ಹೆಚ್ಚು .
6,ಭಾರತದಲ್ಲಿ ಈಗೀಗ ಸೂಕ್ಷ್ಮದರ್ಶಕ ಯಂತ್ರಗಳನ್ನು ತಯಾರಿಸಲಾಗುತ್ತಿದೆ .
8,ಆದರೂ ಅವುಗಳಿಗೆ ಹೊಂದಿಸಿರುವ ಮಸೂರಗಳನ್ನು ಹೆಚ್ಚಾಗಿ ವಿದೇಶಗಳಿಂದಲೇ ತರಿಸಲಾಗುವುದು .
6,ಇದರಿಂದಾಗಿ ಮಸೂರಗಳಿಗೆ ಹೆಚ್ಚಿನ ಬೇಡಿಕೆ ಇದೆ .
11,ಈ ಕಾರಣದಿಂದಾಗಿ ನಮ್ಮ ಶಾಲಾ ಕಾಲೇಜುಗಳಲ್ಲಿ ಇರುವ ಸೂಕ್ಷ್ಮದರ್ಶಕದ ಸಂಖ್ಯೆ ಬಹಳ ಕಡಿಮೆ .
6,ಹೆಚ್ಚು ಎಂದರೆ ಒಂದೋ ಎರಡೋ ಅಷ್ಟೇ .
12,ಈ ಲೇಖಕ ತಯಾರಿಸಿರುವ ಸೂಕ್ಷ್ಮದರ್ಶಕ ಯಂತ್ರವು ಕೇವಲ ಹತ್ತು ರೂಪಾಯಿ ವೆಚ್ಚದಲ್ಲಿ ನಿರ್ಮಿತ ಆದದ್ದು .
11,ಸೂಕ್ಷ್ಮ ವಸ್ತುಗಳನ್ನು ಅವುಗಳ ನೈಜ ಗಾತ್ರದ 100 ಪಟ್ಟು ವಿಸ್ತರಿಸಿ ವೀಕ್ಷಿಸುವುದು ಸಾಧ್ಯ .
5,ಜೊತೆಗೆ ಛಾಯಾ ಚಿತ್ರವನ್ನೂ ತೆಗೆಯಬಹುದು .
4,ಸೂಕ್ಷ್ಮದರ್ಶಕ ನಿರ್ಮಿಸಲು : .
27,"ಮರದ ಹಿಡಿ 2 ' 4 ' 1 ' , 4 ' ಉದ್ದ ಮತ್ತು 3/4 ' ಅಗಲದ ಲೋಹದ ಪಟ್ಟಿ 1/2 ' ಅಗಲದ 2 ' ಉದ್ದದ ಲೋಹದ ಹಿಡಿಕೆಗಳು ."
28,"1/4 ' ಉದ್ದದ ನಾಲ್ಕು ತಿರುಪುಗಳು , 2 ' ಉದ್ದದ 1/8 ' ದಪ್ಪ ತಿರುಪು ಮತ್ತು ಸ್ಪ್ರಿಂಗ್ , ಒಂದು ಮೀಟರ್ ವಿದ್ಯುತ್ ತಂತಿ , ಪೆನ್ , ಬಲ್ಬು , ಎರಡು ವಿದ್ಯುತ್ಕೋಶಗಳು ."
4,ಸೂಕ್ಷ್ಮದರ್ಶಕದ ಜೋಡಣೆ : .
18,ಮರದ ಹಿಡಿಯ ಮೇಲುಭಾಗದ ಮಧ್ಯಕ್ಕೆ ಸರಿಯಾಗಿ ಗೆರೆ ಎಳೆದು ವ್ಯಾಸಕ್ಕೆ ಎರಡು ರಂಧ್ರಗಳನ್ನು 1 ' ಅಗಲ ಅಂತರಕ್ಕೆ ಇರುವ ಹಾಗೆ ಕೊರೆಯಬೇಕು .
11,ಹಲಗೆಯ ಒಂದು ಪಾರ್ಶ್ವದಿಂದ ಮತ್ತೊಂದಕ್ಕೆ ರಂಧ್ರ ಕೊರೆದು ಮೊದಲನೆ ರಂಧ್ರಕ್ಕೆ ಸೇರುವವರೆಗೂ ಕೊರೆಯಬೇಕು .
12,ಲೋಹದ ಪಟ್ಟಿಯ ಮೇಲೆ 1 ' ಅಂತರಕ್ಕೆ 1/8 ' ವ್ಯಾಸದ ರಂಧ್ರವನ್ನು ಕೊರೆಯಬೇಕು .
6,ಮೊದಲನೆ ರಂಧ್ರಕ್ಕೆ ಮಸೂರವನ್ನು ಅಂಟಿನಿಂದ ಸೇರಿಸಬೇಕು .
8,ಈ ಸಾಧನಕ್ಕೆ ಅಗತ್ಯ ಇರುವ ಮಸೂರವನ್ನು ಪಡೆಯುವುದು ಸುಲಭ .
18,ಹಳೆಯ ಪೆನ್ ಟಾರ್ಚ್ ಬಲ್ಬಿನ ಮುಂಭಾಗದ ಗಾಜನ್ನು ಚಾಕು ಅಥವಾ ಸ್ಕ್ರೂ ಡ್ರೈವರಿನಿಂದ ಹೊಡೆದಾಗ ಅದರ ಮೇಲೆ ಇರುವ ಚಿಕ್ಕ ಮಸೂರ ಹೊರಬರುತ್ತದೆ .
7,ನಮ್ಮ ಈ ಸೂಕ್ಷ್ಮದರ್ಶಕಕ್ಕೆ ಬೇಕಿರುವುದು ಈ ಮಸೂರವೇ .
8,ಈ ಮಸೂರಕ್ಕೆ ತಗಲುವ ಖರ್ಚು ಎಂದರೆ ರೂಪಾಯಿ ಆಗಬಹುದಷ್ಟೆ .
7,ಹಳೆಯ ಬಲ್ಬು ಸಿಕ್ಕಿದರೆ ಮಸೂರ ಪುಕ್ಕಟೆ ಸಿಕ್ಕಿದಂತೆಯೇ .
23,"ಎರಡನೆ ರಂಧ್ರದ ಮೂಲಕ ಹಲಗೆಯ ಮಧ್ಯದ ರಂಧ್ರದಿಂದ ತಿರುಪು ಮತ್ತು ಸ್ಪ್ರಿಂಗ್ ಜೋಡಿಸಿ ಒಂದೇ ನೇರದಲ್ಲಿ ಇರುವಂತೆ ಹೊಂದಿಸಿ , ಮೂರನೆಯ ರಂಧ್ರವನ್ನು ತಿರುಪಿನಿಂದ ಕೆಳಗಡೆಯ ಮರದ ಪಟ್ಟಿಗೆ ಬಿಗಿಯಬೇಕು ."
19,ಪೆನ್ ಬಲ್ಬಿಗೆ ವಿದ್ಯುತ್ ತಂತಿಯನ್ನು ಬೆಸುಗೆ ಹಾಕಿ ಆ ತಂತಿಯನ್ನು ಮೊದಲನೆಯ ರಂಧ್ರಕ್ಕೆ ಸೇರಿಸಿ ಮರದ ಹಿಡಿಯ ಮುಂದೆ ಇರುವ ರಂಧ್ರದ ಮೂಲಕ ಎಳೆದುಕೊಳ್ಳಬೇಕು .
11,ಲೋಹದ ಹಿಡಿಗಳನ್ನು ಮೊದಲನೆ ರಂಧ್ರದ ಅಕ್ಕಪಕ್ಕಕ್ಕೆ 1 ' ಅಂತರಕ್ಕೆ ತಿರುಪಿನಿಂದ ಸೇರಿಸಬೇಕು .
21,ಎಲ್ಲಾ ಭಾಗವೂ ಹೇಳಿದ ರೀತಿ ಜೋಡಿಸಿದ ಮೇಲೆ ಗಮನದಲ್ಲಿ ಇಡಬೇಕಾದ ವಿಷಯ ಎಂದರೆ ತಳಭಾಗದ ಪ್ರಕಾಶದ ಬಿಂಬ ಮತ್ತು ಮಸೂರ ಇವು ಎರಡೂ ಒಂದೇ ನೇರದಲ್ಲಿ ಇರಬೇಕು .
13,ಪರೀಕ್ಷೆಗೆ ಒಳಪಡಿಸಬೇಕಾದ ಸ್ಲೈಡನ್ನು ಪ್ರಕಾಶದ ಬಿಂಬ ಮತ್ತು ಮಸೂರದ ಮಧ್ಯೆ ಇಟ್ಟು ಮಧ್ಯದ ತಿರುಪಿನಿಂದ ಸ್ಫುಟಗೊಳಿಸಬಹುದು .
11,ಈ ರೀತಿ ಕಾಣುವ ನೋಟ ವಸ್ತುವಿನ ಮೂಲ ಗಾತ್ರದ 100ರಷ್ಟು ದೊಡ್ಡದು ಆಗಿರುತ್ತದೆ .
7,ಕೋಳಿ ಮರಿಗಳ ಮೇವಿಗೆ ಸುಲಭ ಸಾಧನ : .
11,ಕೋಳಿಯು ಏವಿಸ್ ವರ್ಗಕ್ಕೆ ಸೇರಿದ ಪಕ್ಷಿ ಮತ್ತು ಫೇಸಿಯಂ ನಿಡೀ ಕುಟುಂಬಕ್ಕೆ ಸೇರಿದುದು .
11,ನಾವು ಸಾಕುವ ವಿವಿಧ ಜಾತಿಯ ಕೋಳಿಗಳೆಲ್ಲಾ ಗ್ಯಾಲಸ್ ಎಂಬ ಹೆಸರಿನ ಕಾಡುಕೋಳಿಗಳಿಂದ ಜನಿಸಿರುವುದು .
7,ಕೋಳಿಗಳು ಸಾಮಾನ್ಯವಾಗಿ ನೆಲದ ಮೇಲೆ ಮಾತ್ರ ವಾಸಿಸಬಲ್ಲವು .
