treedepth,sentences
8,सिंदरी धनबाद से 30 कि.मी. दक्षिण लगभग बंगाल की सीमा पर स्थित है जहाँ देश का प्रसिद्ध खाद कारखाना है तथा बिरला इंस्टीट्यूट ऑफ टेक्नोलॉजी नामक संस्थान भी है ।
4,पंचेत धनबाद से 54 कि.मी. दक्षिण - पूर्व तथा चिरकुण्डा से 9 कि.मी. दक्षिण में स्थित है ।
5,पंचेत एक पहाड़ी भूभाग है जहाँ से होकर दामोदर नदी प्रवाहित होती है ।
6,दामोदर नदी पर 60 मीटर ऊँचे और 2250 मीटर लंबे बाँध का निर्माण किया गया है जो पंचेत बाँध के नाम से जाना जाता है ।
3,पंचेत बाँध के जलाशय में 15000 लाख घनमीटर जल एकत्र होता है ।
5,अपने सुन्दर दृश्य के कारण आकर्षण का केन्द्र बने पंचेत डैम में 12.7 मेगावाट जलविद्युत उत्पादन होता है ।
3,पंचेत डैम के जल से लगभग 2.7 लाख हेक्टेयर भूमि की सिंचाई भी होती है ।
2,बोकारो जिले के पर्यटन स्थल -
2,बोकारो स्टील सिटी को इस्पातनगर भी कहा जाता है ।
5,पहले बोकारो माराफारी नामक एक गाँव था किन्तु भारत सरकार और रूस के सहयोग से भारतीय इस्पात प्राधिकरण के अन्तर्गत बोकारो इस्पात कारखाने का निर्माण इस स्थान पर किया गया ।
4,बोकारो इस्पात कारखाने की स्थापना 1964 में की गयी किन्तु दस वर्षों के बाद 1974 से उत्पादन आरंभ किया गया है ।
5,तेनुघाट डैम बोकारो जिला अन्तर्गत पेटरवार से उत्तर दामोदर नदी पर निर्मित एक बड़ा बाँध है ।
6,तेनुघाट डैम की ऊँचाई 166 फीट है तथा 30 वर्ग कि.मी. में विस्तृत बाँध की जलराशि अगाध प्रतीत होती है ।
4,तेनुघाट डैम का पानी 29 कि.मी. लंबी नहर के द्वारा बोकारो इस्पात संयंत्र के उपयोग के लिए प्रयुक्त होता है ।
6,बोकारो और कोनार नदी के संगम पर स्थित बोकारो थर्मल स्टेशन पश्चिमी बोकारो के नाम से भी जाना जाता है ।
3,पश्चिमी बोकारो में दामोदर घाटी निगम के द्वारा ताप विद्युत गृह की स्थापना 1953 में की गयी थी ।
3,इस ताप विद्युत गृह में लगभग 2.25 लाख किलोवाट विद्युत का उत्पादन होता है ।
2,चतरा जिले के पर्यटन स्थल -
5,चतरा जिले के इटाखोरी प्रखंड में भदुली ग्राम है जहाँ माँ भद्रकाली का प्राचीन मंदिर स्थित है ।
4,"एक ही शिलाखंड में तराशी मूर्ति साढ़े चार फीट ऊँची , ढाई फीट चौड़ी और 30 मन भारी है ।"
3,"संभवतः यह मूर्ति पाल काल में ( 5वीं , 6वीं शताब्दी ) स्थापित की गयी हो ।"
5,भद्रकाली मंदिर का प्रांगण 196 एकड़ में विस्तृत है जिसमें एक विशाल यज्ञशाला का निर्माण किया गया है ।
4,"1980 में निर्मित यह यज्ञशाला 52 फीट ऊँची , 70 फीट लंबी और 50 फीट चौड़ी है ।"
8,यज्ञशाला के पूरब में एक संग्रहालय है जिसमें मंदिर परिसर के उत्खनन से प्राप्त 418 मूर्तियाँ एवं भग्नावशेष सुरक्षित हैं ।
5,भद्रकाली मंदिर परिसर में ही कोठेश्वरनाथ स्तूप है जिसके चारों ओर भगवान बुद्ध की मूर्तियाँ अंकित हैं ।
5,"कोठेश्वरनाथ स्तूप के ऊपर चार इंच लंबा , चौड़ा और गहरा एक गड्डा है जिसमें चमत्कारिक रूप में सदैव तीन इंच पानी बना रहता है ।"
4,भद्रकाली मंदिर परिसर में सहस्रलिंगी शिवलिंग भी है जिसमें 1008 छोटे - छोटे शिवलिंग उकेरे गए हैं ।
4,चतरा जिले के हंटरगंज प्रखंड मुख्यालय से 10 कि.मी. दक्षिण - पश्चिम में कोल्हुआ पहाड़ पर माँ कुलेश्वरी मंदिर स्थित है ।
3,कोल्हुआ पहाड़ 1575 फीट ऊँचा है ।
5,पत्थर निर्मित मंदिरों का यह स्थान हिन्दू बौद्ध और जैन धर्म का अनूठा संगम स्थल है ।
3,माँ कुलेश्वरी देवी दुर्गा का ही एक स्वरूप है ।
7,जैन विद्वानों का कहना है कि कोल्हुआ पर्वत शिखर पर दसवें तीर्थकार शीतलनाथ जी तथा महापुराण रचयिता आचार्य जिनसेन ने भी अपना साधना स्थल बनाया था ।
4,कोल्हुआ पर्वत शिखर के कई स्थानों पर बुद्ध की प्रतिमाएँ भी उकेरी हुई दिखाई पड़ती हैं ।
4,निर्माण शैली के अनुसार से प्रतिमाएँ हर्षवर्द्धन काल की अर्थात सातवीं शताब्दी की होगी ।
5,माँ कुलेश्वरी देवी के मुख्य मंदिर की लम्बाई - चौड़ाई साढ़े छः फीट तथा ऊँचाई साढ़े चार फीट ही है ।
6,माँ कुलेश्वरी देवी की मूर्ति काले पत्थर की है जो ढाई फीट ऊँची और सवा फुट चौड़ी है ।
3,यह चतुर्भुजी मूर्ति दिगम्बरी महिषासुर के मस्तक पर पदारूढ़ आभूषणों से युक्त है ।
5,कोल्हुआ पर्वत क्षेत्र में एक स्थान पर एक पदचिह्न है जिसे हिन्दु लोग विष्णु का पदचिह्न मानते हैं ।
3,जैन धर्मावलंबी इसे पार्श्वनाथ का पदचिह्न मानते हैं ।
4,कोल्हुआ पर्वत चोटी पर 80*40 फीट का एक तालाब भी है जो आश्चर्यजनक है ।
2,इस तालाब के पास एक दिगम्बरी जैन मंदिर भी है ।
5,"एक स्थान है नकटी भवानी , जहाँ पत्थर के छिद्र से सतत् जल प्रवाहित होता रहता है ।"
3,लोग इसे अर्जुन वाण के नाम से भी जानते हैं ।
4,"दामोदर घाटी के मोहुण्डी , जिसे महादेव श्रेणी के रूप में जाना जाता है , में नौटंगवा गुफा प्रगैतिहासिक मानव सभ्यता के गवाह के रूप में आज भी उपस्थित हैं ।"
3,नौटंगवा गुफा के अंदर चित्रकारी के अद्‌भुत सौन्दर्य से साक्षात्कार होता है ।
5,"नौटंगवा गुफा के अंदर किसी दीवार पर जानवरों की विभिन्न मुद्राओं की कलाकृतियाँ हैं , तो किसी चित्र में बच्चे के पीछे भागती माँ को दर्शाया गया है ।"
4,उत्तरी सतह पर अवस्थित रहम गुफा 19वीं सदी के अंतिम वर्षों में टाना भगतों की शरण स्थली हुआ करती थी ।
4,"रहम गुफा को लाल हेमेटाइट से सुसज्जित किया गया था , जो आज भी मौजूद है ।"
4,कॉटेज चीज के डेढ़ - डेढ़ इंच के टुकड़े काट लें ।
4,"इन टुकड़ों पर नमक , पीली मिर्च पावडर व अदरक - लहसुन पेस्ट डाल कर पैंतालीस मिनट के लिए रख दें ।"
3,ताकि इसमें से अतिरिक्त पानी बाहर निकल आए ।
2,अब एक बड़ा बाउल लें ।
2,उसमें पनीर डालें ।
2,हाथ से मसलें ।
4,"उसमें भूना बेसन , जीरा , धनिया पावडर , नमक व जावित्री पावडर मिला लें ।"
4,गीले पानी में भीगी सौंफ को उसमें मिला दें ।
2,अब उसमें क्रीम मिला दें ।
4,इस मिश्रण में कॉटेज चीज के टुकड़े मिला दें और एक - दो घंटे के लिए मेरीनेट होने के लिए रख दें ।
5,तत्पश्चात इनकी छोटी - छोटी टिकिया बनाकर डीप फ्राई अथवा तवे पर तेल लगाकर दोनों तरफ से कुरकुरी होने तक सेंक लें ।
6,तत्पश्चात हरी और मीठी चटनी तथा दही मिलाकर गरमा - गरम तिल - पनीर की टिकिया पेश करें ।
3,सबसे पहले क्रीम को एक बड़े बर्तन में लेकर गाढ़ा होने तक खूब फेंटें ।
3,अब दही को फेंटें और दोनों को मिला दें ।
5,अब इसमें उपरोक्त सभी फल तथा चीनी मिला कर फ्रिज में रखकर ठंडा कर लें ।
3,4 - 5 घंटे बाद फ्रिज से बाहर निकाल कर कोल्ड क्रीमी फ्रूट्स रायता बाउल में भरकर पेश करें ।
3,सबसे पहले क्रीम को एक बड़े बर्तन में लेकर गाढ़ा होने तक खूब फेंटें ।
3,अब दही को फेंटें और दोनों को मिला दें ।
5,अब इसमें उपरोक्त सभी फल तथा चीनी मिला कर फ्रिज में रखकर ठंडा कर लें ।
3,4 - 5 घंटे बाद फ्रिज से बाहर निकाल कर कोल्ड क्रीमी फ्रूट्स रायता बाउल में भरकर पेश करें ।
3,सबसे पहले नारियल को फोड़कर पानी निकाल लें ।
3,"आम , स्ट्रॉबेरी व रसभरी को चीनी के साथ मिक्स करके मिक्सी में चला लें ।"
4,अब गिलासों में कुटी हुई बर्फ डालें ।
3,तैयार मिश्रण बराबरी से डालकर आइसक्रीम स्कूप जमाएं ।
3,अब नारियल पानी डालकर पुदीने से सजा कर पेश करें ।
3,गिलास में चम्मच डालना न भूलें ।
4,फटाफट तैयार होने वाला यह मिक्स ठंडा पेय पीने में बहुत आनंद देगा ।
2,मक्का आटा छान लें ।
2,अब मैथी को अच्छी तरह से धो लें ।
4,"आटे में मैथी , लाल मिर्च पावडर , हरी मिर्च और नमक डालकर आटे को मिला लें ।"
2,अब गुनगुने गरम पानी से नरम आटा गूंथें ।
4,गूंथे हुए आटे से आवश्यतानुसार लोई बनाएं और हाथ की सहायता से थपथपाकर बेल लें ।
4,अगर ज्यादा जरूरत हो तो बेलन का प्रयोग करें ।
4,तवा गरम करके रोटी डालें और दोनों तरफ से सेकें ।
4,"सेंकते समय दोनों तरफ से घी या तेल लगाएं और कुरकुरी होने तक सेंक लें ,"
3,"तत्पश्चात साग , कढ़ी या चटनी के साथ गरमागरम मैथी - मक्की की मिस्सी रोटी पेश करें ।"
3,एक कटोरी में दही लेकर उसे जमकर फेंटें ।
4,"अब इसमें चिकन करी कट , मक्खन , बारीक कटा लहसुन , हरी मिर्च , टमाटर और स्वादानुसार नमक मिला लें ।"
4,इस पूरी सामग्री को एक साथ डालें और 30 मिनट तक मेरीनेट होने के लिए छोड़ दें ।
3,अब इसे धीमी आंच पर पकाएं और इसमें जरूरत के मुताबिक पानी मिला लें ।
5,"जब चिकन पक जाए , तो उसमें क्रीम भी मिला दें और 1 - 2 मिनट पकने दें ।"
5,"आप चाहें , तो इसमें अपनी पसंद और स्वाद के मुताबिक सीजनिंग भी डाल सकते हैं ।"
2,मुर्ग हांडी तैयार है ।
4,बस हरा धनिया डालकर सजाएं और स्टीम्ड राइस के साथ गर्मागर्म सर्व करें ।
5,पहले घी डालकर कद्दूकस की हुई लौकी को हल्का - सा भून लें और अलग रख दें ।
4,"अब कड़ाही में थोड़ा - सा पानी डालें , साथ में चीनी भी डालें और गर्म करने के लिए चढ़ा दें ।"
5,"जब चीनी बिल्कुल घुल जाए , तब इसमें लौकी डालकर चलाएं ।"
5,"जब पानी बिल्कुल न रहे और चाशनी बनने लगे , तब इसमें खोया या मावा डालें ।"
3,साथ में इलायची डालें और अच्छी तरह चलाएं ।
4,ऊपर से कटे मेवे डालकर गरमा - गरम लौकी का हलवा व्रतधारियों को पेश करें ।
4,सबसे पहले केले के दो टुकड़े करके छिलके सहित उबाल लीजिए ।
4,नॉन - इन्वेसिव वेन्टिलेशन गहन देखभाल इकाई में भर्ती लोगों के लिये लाभकारी हो सकता है ।
6,काउंटर पर बेची जाने वाली खांसी की दवा को प्रभावी नहीं पाया गया है और बच्चों में ज़िंक का उपयोग भी प्रभावी नहीं है ।
2,म्यूकोलिक्टस के लिये भी अपर्याप्त साक्ष्य ही उपलब्ध हैं ।
5,एंटीबायोटिक उन लोगों में परिणाम को बेहतर करती है जो बैक्टीरिया जनित निमोनिया से पीड़ित होते हैं ।
5,"एंटीबायोटिक का चुनाव आरंभिक रूप से प्रभावित व्यक्तियों की उम्र , अंतर्निहित स्वास्थ्य , अर्जित संक्रमण का स्थान आदि जैसी विशेषताओं पर निर्भर करता है ।"
4,"यूके में समुदाय - अर्जित निमोनिया के लिये अनुभव उपचार के रूप में प्राथमिक रूप से एमॉक्सिसिलीन की अनुशंसा की जाती है , जबकि डॉक्सीसाइक्लीन या क्लैरिथ्रोमाइसीन विकल्प के रूप में अनुशंसित की जाती हैं ।"
5,"उत्तरी अमरीका में जहां पर समुदाय - अर्जित निमोनिया के “ असामान्य ” प्रारूप आम हैं , वयस्कों में मैक्रोलाइड ( जैसे कि एज़ीथ्रोमाइसीन या एरीथ्रोमाइसीन ) और डॉक्सीसाइक्लीन ने एमॉक्सीसिलीन को प्रथम पंक्ति वाह्यरोगियों के उपचार में प्रतिस्थापित कर दिया है ।"
5,हल्के या मध्यम लक्षणों वाले बच्चों में एमॉक्सिसिलीन अभी भी प्रथम पंक्ति उपचार है ।
8,गैरजटिल मामलों में फ्लूरोक्विनोलोन्स का उपयोग हतोत्साहित किया जाता है क्योंकि इसके पश्च प्रभावों और प्रतिरोध उत्पन्न करने को लेकर चिंतायें होती हैं और इनका कोई खास चिकित्सीय लाभ भी नहीं दिखता है ।
8,पारंपरिक रूप से उपचार की अवधि सात से दस दिन की रही है लेकिन बढ़ते हुये साक्ष्य यह बताते हैं कि छोटा कोर्स ( तीन से पांच दिन ) समान रूप से प्रभावी होता है ।
6,"अस्पताल से अर्जित निमोनिया के लिये अनुशंसा में तीसरी और चौथी पीढ़ी के सिफाल्सोपोरिन्स , कार्बापेनम , फ्लोरोक्विनालोन , एमीनोग्लाइकोसाइड और वैन्कोमिसिन शामिल हैं ।"
4,इन एंटीबायोटिक्स को अमूमन अंतःशिरीय रूप से दिया जाता है और संयोजनो में इनका उपयोग किया जाता है ।
5,वे जिनको अस्पताल में उपचार दिया जाता है उनमें से 90 % आरंभिक एंटीबायोटिक से बेहतर हो जाते हैं ।
8,इन्फ्लुएंज़ा वायरसों ( इन्फ्लुएंज़ा ए और इन्फ्लुएंज़ा बी ) से हुये वायरस जनित निमोनिया का उपचार करने के लिये न्यूरामिनिडेस इन्हिबिटर्स का उपयोग किया जा सकता है ।
2,"अन्य प्रकार के समुदाय अर्जित निमोनिया वायरस , जिनमें सार्स कोरोनावायरस , एडेनोवायरस , हंटावायरस और पैराइन्फ्लुएंज़ा वायरस शामिल हैं , विशिष्ट एंटीवायरस दवायें अनुशंसित की जाती हैं ।"
5,"इन्फ्लुएंज़ा ए का उपचार रिमैन्टाडाइन या एमैन्टाडाइन द्वारा किया जाता है जबकि इन्फ्लुएंज़ा ए या बी का उपचार ओसेल्टावमिविर , ज़ानामिविर या पेरामिविर द्वारा किया जाता है ।"
6,ये सबसे अधिक लाभ तब देती हैं जब इनको लक्षणों की शुरुआत के 48 घंटों के भीतर दिया जाये ।
5,"H5N1 इन्फ्लुएंज़ा ए के अनेक चिह्न हैं जिनको एविएन इन्फ्लुएंज़ा या "" बर्ड फ्लू "" भी कहा जाता है , रिमैन्टाडाइन और ऐमन्टाडाइन के प्रति प्रतिरोध दिखाते हैं ।"
6,कुछ विशेषज्ञों द्वारा वायरस जनित निमोनिया में एंटीबायोटिक के उपयोग की अनुशंसा की जाती है क्योंकि जटिलता पैदा करने वाले बैक्टीरिया संक्रमण से इंकार नहीं किया जा सकता है ।
8,ब्रिटिश थोराकिक सोसाइटी इस बात की अनुशंसा करती है कि उन लोगों के साथ एंटीबायोटिक का उपयोग नहीं किया जाना चाहिये जिनको रोग का हल्का प्रभाव हो ।
3,कॉर्टिकॉस्टरॉएड का उपयोग विवादित है ।
3,सामान्यतः रुढिवादी रूप से एस्पिरेशन न्यूमोनिटिस को एंटीबायोटिक द्वारा उपचारित किया जाना केवल एस्पिरेशन निमोनिया के साथ देखा गया है ।
8,एंटीबायोटिक का चुनाव कई सारे कारकों पर निर्भर करेगा जिनमें संदिग्ध कारक जीवाणु और समुदाय में अर्जित निमोनिया या अस्पताल में अर्जित निमोनिया शामिल हैं ।
4,"सामान्य विकल्पों में क्लिन्डामाइसिन , बीटा - लेक्टम एंटीबायोटिक और मेटरोनिडाज़ोल का संयोजन या एमिनोग्लाइकोसाइड शामिल हैं ।"
5,"कॉर्टिकॉस्टेरॉएड कभी - कभार एस्पिरेशन निमोनिया मे उपयोग किया जाता है , लेकिन इनकी प्रभावशीलता के समर्थन पर सीमित साक्ष्य उपलब्ध हैं ।"
3,"उपचार के साथ , अधिकतर प्रकार के बैक्टीरिया जनित निमोनिया 3 – 6 दिनों में स्थिर हो जाते हैं ।"
3,अधिकतर लक्षणों के समाधान में कुछ सप्ताह लग जाते हैं ।
5,एक्स - रे परिणाम आम तौर पर चार सप्ताहों में स्पष्ट हो जाते हैं और मृत्युदर ( 1 % से कम ) कम होती है ।
7,बज़ुर्गों और फेफड़ों की अन्य समस्याओं से ग्रसित लोगों के ठीक होने में 12 सप्ताह लग सकते हैं ।
6,वे व्यक्ति जिनको अस्पताल में भर्ती होना पड़ता है उनमें मृत्युदर 10 % तक उच्च हो सकती है और वे जिनको गहन देखभाल की जरूरत पड़ती है उनमें मृत्युदर 30 – 50 % तक हो सकती है ।
4,निमोनिया वह सबसे आम अस्पताल - अर्जित संक्रमण है जिसके कारण मृत्यु हो सकती है ।
4,एंटीबायोटिक के आविर्भाव के पहले अस्पताल में भर्ती होने वालों में मृत्युदर आमतौर पर 30 % हुआ करती थी ।
5,जटिलतायें विशेष रूप से उन लोगों में हो सकती हैं जो बुज़ुर्ग हैं और जिनको अंतर्निहित स्वास्थ्य समस्यायें हैं ।
6,"इन समस्याओं में अन्य समस्याओं के साथ एम्पाइयेमा , फेफड़ा एब्सेस , ब्रॉन्कियोलिटिस ऑब्लिटरान्स , गंभीर श्वसन समस्या सिन्ड्रोम , सेप्सिस और अंतर्निहित स्वास्थ्य समस्याओं की स्थितियों का जटिल होना शामिल है ।"
3,"चिकित्सीय भविष्यवाणी नियमों को , निमोनिया में परिणामों को अधिक वस्तुगत रूप से पूर्वलक्षित करने के लिये विकसित किया गया है ।"
8,ये नियम अक्सर इस बात का निश्चय करने के लिये उपयोग किये जाते हैं कि व्यक्ति को अस्पताल में भर्ती करने की ज़रूरत है या नहीं ।
4,"निमोनिया में तरल का रिसाव , फेफड़े के चारों ओर के स्थान में बन सकता है ।"
4,"कभी - कभार , सूक्ष्म जीव इस तरल को संक्रमित कर देते हैं जिसके कारण एम्पाइयेमा हो जाता है ।"
6,यदि यह एम्पायेमा के साक्ष्य दर्शाता है तो तरल को पूरी तरह से निकालना बहुत जरूरी है जिसके लिये अक्सर निकासी कैथेटर की जरूरत पड़ती है ।
3,एम्पायेमा के गंभीर मामलो में शल्यक्रिया की जरूरत पड़ सकती है ।
6,यदि संक्रमित तरल निकाला नहीं जाता है तो संक्रमण बना रह सकता है क्योंकि फेफड़े की कैविटी में एंटीबायोटिक ठीक से भेदन नहीं कर पाती है ।
6,यदि तरल निष्क्रिय है तो इसको निकालने की ज़रूरत केवल तब पड़ सकती है जब इससे लक्षण पैदा हो रहे हों या ये अस्पष्ट हों ।
5,कभी - कभार फेफड़े में बैक्टीरिया संक्रमित तरल की एक थैली बनायेंगे जिसको फेफड़े का फोड़ा कहते हैं ।
5,फेफड़े के फोड़े को आम तौर पर छाती के एक्स - रे द्वारा देखा जा सकता है लेकिन निदान की पुष्टि के लिये अक्सर छाती के सीटी स्कैन की जरूरत पड़ती है ।
4,फोड़े आम तौर पर एस्पिरेशन निमोनिया में होते हैं और अक्सर इनमें कई तरह के बैक्टीरिया शामिल होते हैं ।
5,किसी फेफड़े के फोड़े के उपचार के लिये दीर्घ अवधि के एंटीबायोटिक पर्याप्त होते हैं लेकिन कभी - कभार फोड़ों को शल्यचिकित्सक या रेडियोलॉजिस्ट द्वारा निकाला जाना जरूरी हो जाता है ।
8,निमोनिया गंभीर श्वसन respiratory distress सिन्ड्रोम ( एआरडीएस ) को शुरु करके श्वसन विफलता पैदा कर सकता है जो संक्रमण और सूजन के संयोजन की प्रतिक्रिया का परिणाम होता है ।
3,फेफड़ों में तरल भर जाता है और वे सख्त हो जाते हैं ।
3,इस सख्ती के साथ एल्वियोलर तरल के कारण ऑक्सीजन निष्कर्षण में गंभीर कठिनाइयों के संयोजन के चलते उत्तरजीविता हेतु लंबी अवधि के लिये यांत्रिक श्वसन की आवश्यकता पड़ सकती है ।
6,"सेप्सिस , निमोनिया की एक संभावित जटिलता है लेकिन आम तौर पर केवल उन लोगों में होती है जिनमें खराब प्रतिरक्षा या हाइपोस्पलेनिस्म होती है ।"
2,देवघर शहर के करीब है ।
4,बाबा मंदिर से इसकी दूरी दो कि.मी. है ।
4,देवघर को एक लैंडस्केप में देखना हो तो नंदन पहाड़ जायें ।
3,नंदन पहाड़ बाबा मंदिर से तीन कि.मी. की दूरी पर है ।
2,यह एक अच्छा पार्क है ।
4,यहाँ का ब्यूट हाउस देखना लोग पसंद करते हैं ।
3,सत्संग नगर चार कि.मी. की दूरी पर है ।
3,इतिहास का प्रांगण है मलूटी ।
4,"मंदिरों से पटा मलूटी , दुमका जिले के शिकारीपाड़ा के नजदीक अवस्थित है ।"
8,"मलूटी एक ऐतिहासिक महत्व का स्थल है , जहाँ की एक विशिष्टता है कि यहाँ हरेक घर के पड़ोस में एक मंदिर देखा जा सकता है ।"
5,मलूटी के ज्यादातर मंदिर भगवान शिव को समर्पित हैं जबकि शेष मंदिर अन्य देवी - देवताओं जैसे विष्णु और दुर्गा के हैं ।
3,मलूटी के ज्यादातर मंदिर मध्यकालीन युग के हैं ।
4,मलूटी के शिव मंदिर शिकारा शैली में बने हैं जबकि देवी मौलिशा का मंदिर बंगाली निर्माण शैली का नमूना पेश करता है ।
5,"सामान्यतः मलूटी के मंदिरों के निर्माण में पक्के ईंट , चूने का गारा और टेराकोटा प्लेट का इस्तेमाल किया गया है ।"
5,"मंदिरों में रामायण एवं महाभारत के दृश्य , दुर्गा और महिषासुर के प्रसिद्ध युद्ध तथा उस युग में जनसाधारण के रोजमर्रा के जीवन को चित्रित किया गया है ।"
4,"मलूटी में गोपाष्ठमी मेला , दशहरा मेला , मकर संक्रांति मेला , नेवान मेला एवं दुर्गा पूजा का आयोजन किया जाता है ।"
4,देव मंदिरों का गाँव मलूटी लगभग पाँच सौ साल पुराना है ।
4,देव मंदिरों की पूरी श्रृंखला के निर्माण में लगभग 125 साल का समय लगा ।
4,पुरातत्वविदों के अनुसार इन मंदिरों का निर्माण कार्य 1720 ई. के आस - पास शुरू हुआ और यह क्रम 1845 तक जारी रहा ।
3,मलूटी गाँव मल्ल राजाओं की राजधानी थी ।
5,"मलूटी गाँव में कुछ प्रस्तर के प्राचीन औजार , मिट्टी के प्राचीन बर्तनों के ठाकरे , पाल कालीन मूर्तियाँ और ऐसे अन्य सामान खुदाई में मिले हैं ।"
9,"देव मंदिरों की पुरातात्विक विशेषता यह भी है कि इनकी स्थापत्य शैली में पूर्वोत्तर के कई राज्यों की स्थापत्य कला की छाप दिखायी देती है , मलूटी को गुप्तकाशी भी कहते हैं ।"
5,"मलूटी गाँव में पहले कुल 108 मंदिर थे , जिनमें से अब 72 मंदिरों में 58 मंदिर भगवान शिव के हैं ।"
8,"पुरातत्व विभाग ने इस गाँव में अपने कार्यो को मुख्यतः चार भागों में बाँटा - ( १ ) अध्ययन , ( २ ) डक्यूमेंटेशन , ( ३ ) मंदिरों का संरक्षण एवं ( ४ ) गाँव के विकास की सम्भावनाओं का आकलन ।"
6,अध्ययन की दृष्टी से मंदिरों की स्थापत्य शैली तथा अलंकरण के विषयों को आधार बनाकर मंदिरों को अलग - अलग समूहों में बाँटा गया तथा उनकी विशेषताओं का अध्ययन किया गया ।
2,कैसे पहुँचे :
2,दुमका से सड़क मार्ग से निजी वाहन से मलूटी पहुँचा जा सकता है ।
3,रामपुरहाट ( पं. बंगाल ) से निजी वाहन से मलूटी पहुँचा जा सकता है ।
4,दुमका या रामपुरहाट में ठहर कर मलूटी जाया जा सकता है ।
5,"मलूटी में भी गेस्ट हाउस बनवाये गये हैं , जहाँ का लाभ उठाया जा सकता है ।"
6,बालानंद आश्रम में एक मंदिर है जिसमें बालेश्वर महादेव और बालेश्वरी देवी की मूर्तियाँ स्थापित हैं ।
4,मधुपुर से 10 कि.मी. पश्चिम में बकुलिया स्थित है ।
2,बकुलिया में एक प्रसिद्ध प्रपात है ।
2,वनभोजन के लिए लोगों का आना - जाना बना रहता है ।
2,बकुलिया को और अधिक विकसित किया जा सकता है ।
4,लीला मंदिर देवघर - दुमका रोड में देवघर से 5 कि.मी. की दूरी पर अवस्थित है ।
3,1921 में लीला मंदिर की स्थापना ठाकुर दयानन्द देव ने की थी ।
6,"मंदिर के कक्ष में इसके निर्माता की मूर्ति स्थापित है जहाँ उनके शिष्य , प्रवचन सुनते हैं एवं उनके गुणगान गाते हैं ।"
5,तपोवन देवघर से 10 कि.मी. दक्षिण - पश्चिम में एक पहाड़ी है जहाँ भगवान शिव का मंदिर है ।
4,तपोवन में कई गुफाएँ हैं जिसमें ब्रह्मचारी लोग रहा करते हैं ।
3,कहा जाता है कभी माता सीता ने यहाँ तपस्या की थी ।
2,हजारीबाग जिले के प्रमुख पर्यटन स्थल ।
6,हजारीबाग छोटानागपुर पठार पर बसा एक खूबसूरत हिल स्टेशन है जो समुद्रतल से 2019 फीट की ऊँचाई पर बसा है ।
4,हजारीबाग उत्तरी छोटानागपुर प्रमण्डल का मुख्यालय है और हजार बागों के शहर के रूप में भी मशहूर है ।
4,"हजारीबाग के खूबसूरत प्राकृतिक नजारों , उत्तम मौसम , सघन वनक्षेत्रों ने इसे एक उत्तम हेल्थ रिसोर्ट के रूप में प्रचलित कर दिया है ।"
5,"हजारीबाग के आसपास के सघन वन क्षेत्र को हजारीबाग नेशनल पार्क के रूप में विकसित किया गया है , जहाँ विभिन्न प्रकार की वनस्पतियाँ पूरे प्राकृतिक वातावरण में संरक्षित की गई हैं ।"
6,"पूरे क्षेत्र में साल के पेड़ भरे पड़े हैं , साथ ही वहाँ से दामोदर नदी प्रवाहित होती है , जो इस पूरे वातावरण को एक शांत व स्वच्छंद माहौल प्रदान करती है ।"
