wordcontent,sentences,index
انگریزی,ہم ( اسٹرج مور اور میں ) نے ( اس کی ) تین اچھی کتابیں نکالی اور پھر کیونکہ اس نے سوچا کہ عظیم شاعر ہونے سے زیادہ اہم ہے انگریزی جاننا ، تو اس نے جذبات بھرا کوڑا چھپوانا شروع کر دیا اور اپنی شہرت کو برباد کر لیا ۔,81
گی,گنجا ! ہمیں اتنا بھروسہ تھا تم پر کہ اگر تم ہماری مجبوری کو سنو گی تو ہمیں سمجھو گی اور معاف کر دوگی ۔,124
گی,کیسی باتیں کرتی ہے تو ، بھائی بہن کے اور بہن بھائی کے کام نہیں آئے گی تو کون آئے گا ، بتا کیا کام ہے ؟,253
گی,آپ یہاں تیرنے کی پریکٹس کرنے آتی ہے یا ڈوبنے کی ، ایک آدھ بار اور کودیں گی تو ڈوبنے کی پریکٹس ہو جائے گی ۔,263
گی,او بیٹھو نا ، تم نہیں بیٹھو گی تو ہمارے گلے سے کھانا کیسے اترے گا ۔,277
گی,جب منّا یہاں آئے گا تو سامنے بیٹھ کر ایک دوسرے کو کھانا کھلانا تو دونوں کو تسلی ہو جائے گی ۔,279
گی,نیکیتا ! پھر کب ملو گی ۔,288
ہوگا,مجھے مکمل یقین ہے کہ ان میں سے کئی نے نہ ٹیگور کو پڑھا ہوگا نہ پڑھنا چاہتے ہونگے ۔,93
ہوگا,اگر وہ اخبار اس انتخابی حلقہ میں زیادہ پڑھا جاتا ہے تو دباو زیادہ ہوگا کم پڑھا جاتا ہے تو کم ہوگا ۔,246
ہوگا,ضرور پچھلے جنم میں حب_الوطن رہا ہوگا ، جو ملک کی آزادی کے لئے شہید ہو گیا ۔,392
ہوگا,اسلئے یہ کہنا غلط نہیں ہوگا کہ راجا خُشگال نے شاعری کے تئیں اپنی بےپروائی اور بےاعتنائی کے درمیان اپنے اندر کے شاعر کو زندہ رکھا ہے ۔,489
ہوگا,اس میں تلاش کی بھی اپنی اہمیت ہے کیونکہ فنکار کا تخیل جتنا اونچا ہوگا پیشکش اتنی ہی عمدہ ہوگی ۔,504
ہوگا,یہی جرائم خبر کا ` انٹرو ` ہوگا ۔,535
انھوں,سددھرم پرچارک ( 1911 ) ، وجے ( 1918 ) ، ستیہوادی ہفتہ_وار ( 1923 ) اور جن ستّا ( 1952 ) وغیرہ کی بہترین ادارت کے ذریعہ انھوں نے شمالی ہندستان میں عوامی بیداری کا اہم کارنامہ انجام دیا ۔,1
انھوں,انھوں نے بڑی مہارت سے اس کی شروعات کی ۔,23
انھوں,انعام عشائیے پر جو بہت چھوٹی تقریر کرنی ہوتی ہے اس کی جگہ انھوں نے اکادمی کو یک_سطری تار انگریزی میں بھیجا ، جسے سویڈن میں برطانوی سفارت_خانے کے موجودہ کارگزار سفیر کلائیو نے موجود مہمانوں کو پڑھ کر سنایا ۔,62
انھوں,بھارتیندو ہریش چند نے جہاں اپنی زندگی میں ۱۷ ڈرامہ ، ۳ ناول ، ایک مضمون اور متعدد شعری مجموعے لکھے ، وہیں انھوں نے ` ہریشچنسدریکا ، ` کوی _ وچن سدُدھا ` اور ` بالا بودھنی ` نامی تین اخبارات کی ادارت بھی کی ۔,194
انھوں,محترمہ بیسنٹ نے ان کے متعلق کہا تھا کہ وہ مدراس کے لیڈروں میں سب سے بہادر اور دوراندیشی رکھنے والے رہنما تھے اور انھوں نے جس لائق ستائش تقریر کے ذریعہ اول تجاویز پیش کیا وہ بہت کچھ آج بھی اتنی ہی اہم ہےں ۔,423
انھوں,پنڈت موتی لال نہرو ` لیڈر ` روزنامہ کے ڈائرکٹر کے پہلے صدر تھے اور ` لیڈر ` سے ضمانت مانگی گئی تھی تو انھوں نے کہا تھا کہ جب تک میرے گھر میں ایک بھی اینٹ ہے تب تک میں ` لیڈر ` کو مرنے نہیں دونگا ۔,425
گھر,گنجا نے یہ گھر دیکھا سمجھا ہے ، تم سب بھی اسے جانتے ہو ، منا کبھی بھی نہیں سمجھ پائے گا کہ گنجا اس کی ماں ہے یا نہیں ۔,107
گھر,گنجا ! بات صرف ہماری نہیں رہ گئی تھی ، بھیّا کی خوشی کی بات تھی ، اس گھر کی بات تھی جسے بھابھی نے اتنے جتن سے سنوارا و سجایا ، بات ہمارے منّا کی تھی ۔,122
گھر,اسلئے ہم نے سوچا کہ اس گھر کو دیکھنے و سنبھالنے کے لئے ایک تم ہی ہو اور کوئی نہیں ، اور ہم چپ رہ گئے ۔,123
گھر,تار آیا ہے ، منا بھیّا جلدی گھر آ جاؤ ، بہت بڑی مصیبت آ پڑی ہے ۔,366
گھر,اچھا ماں میں چلتا ہوں ، شام کو گھر پر ملینگے ، اچھا ۔,393
گھر,پنڈت موتی لال نہرو ` لیڈر ` روزنامہ کے ڈائرکٹر کے پہلے صدر تھے اور ` لیڈر ` سے ضمانت مانگی گئی تھی تو انھوں نے کہا تھا کہ جب تک میرے گھر میں ایک بھی اینٹ ہے تب تک میں ` لیڈر ` کو مرنے نہیں دونگا ۔,425
استعمال,پولس اور جج بھی اپنے گندے اور پہلے سے طےشدہ طریقوں کو مدیروں کے خلاف استعمال کرنے سے کبھی ہچکتے نہیں تھے ۔,189
استعمال,اس وقت کا مناسب استعمال آپ تال_میل بٹھانے میں کر سکتے ہیں ۔,220
استعمال,محض سو روپئے کی ایک شرط جیتنے کے لئے آپ کا استعمال کیا جا رہا ہے ، آپ کے جذباتوں سے کھیلا جا رہا ہے ۔,304
استعمال,اس رپورٹنگ کو گزشتہ شماروں میں بھی استعمال کیا جا سکتا ہے ۔,540
استعمال,مغربی ممالک کی طرح ہندوستان میں بھی آدھی گپ اور آدھی افواہ پر چکنی _ چپڑی زبان کا استعمال کر تبصرہ کر دیا جاتا ہے ۔,678
استعمال,کچھ وقت پہلے جب ہندوستان اور پاکستان کے درمیان جنگ ہونے کے حالات بن گئے تھے اور ایٹمی ہتھیاروں کے استعمال کی بات آئی تو ان ہتھیاروں سے ہونے والی تباہی کا ذکر تفصیل سے چھپنے لگا ۔,691
ابھی,گنجا ! تم فکر مت کرو یہ دیوتا ہی تمھارا خاوند دیوتا بنے گا ، ہم ابھی بات کر کے آتے ہیں ۔,130
ابھی,ابھی - ابھی آئی ۔,265
ابھی,مجھے وہ دن ابھی تک یاد ہے جس دن میں مہیش سے پہلی بار ملا تھا ۔,382
ابھی,جیوتی ! ابھی ایک سال پورے ہونے میں چار دن باقی ہیں ، ابھی تک شہربدر کا سکہ میرے ماتھے پر لگا ہوا ہے ۔,410
ابھی,کیا تمھارے پاپا ابھی بھی رات کو جوتے پہن کر سوتے ہیں ؟,590
ابھی,ان سوالوں کے نتائج پر پہنچنا تو ابھی تک ممکن نہیں ہو پایا ہے لیکن جب نوجوان فنکاروں نے ان سوالوں کو طنز و مزاح کے روپ میں اسٹیج پر پیش کیا تو ناظرین ان میں چھپی سچائی کو جاننے کی کوشش میں دکھائے دئے ۔,620
میرے,میں بےغیرتی ، پشیمانی سے کہہ چکا ہوں کہ میرے لئے آج ہندوستان میں ٹیگور سے کہیں زیادہ موزوں نامدیوڈھسال ہے جس کی شاعری اور مشتبہ سیاسی چال چلن ایک تیکھی بحث جنم تو دیتے ہیں ۔,88
میرے,تم میرے لئے مسکرا دو وہی کافی ہے ۔,299
میرے,موہنی ! مجھے یقین نہیں ہو رہا ہے کہ پیار کی جس انجانی خوشبو میں ، میں بھٹک رہا ہوں وہ میرے اتنے قریب ہوگی ۔,300
میرے,ہاں ، میرے والد کا یہ ہی خواب تھا ۔,311
میرے,میرے تھانے کے سامنے سنسان گلی میں ایک بینک تھا ، جس میں اس کے ماں _ باپ دونوں نوکری کرتے تھے ۔,381
میرے,تم ایسا کرو یہاں سے چلے جاوء ، راستے میں اگر پولس ملے تو میرے پاس بھیج دینا ۔,397
وہاں,لیکن چندن اگر گنجا سے بیاہ کرنا چاہتا تھا تو جس دن یہ بات طے ہوئی ، اس دن وہ بھی وہاں تھا ، اس نے کچھ کیوں نہیں کہا ؟,112
وہاں,لیکن اگر منتظم یا موضوع کی جانکاری پہلے سے نہیں ہو سکے تو وہاں جا کر اپنی تیز ذہنی سے کچھ پتا کر لینا چاہیئے ۔,214
وہاں,ہم وہاں خبر لے جاتے ہیں دوسروں کو کیا کرنا چاہیئے کیا نہیں کرنا چاہیئے یہ بتانے کا ذمہ ہمارا نہیں ہے ۔,233
وہاں,وہاں سے جو موٹرسائکلیں برآمد ہوئی تھیں ان کے مالکوں کا کچھ پتہ چلا ؟,369
وہاں,جائے حادثہ کا جائزہ لیتے ہوئے نامہ_نگار کو وہاں کی اشیا سے چھیڑ - چھاڑ نہیں کرنا چاہیئے ۔,545
وہاں,ہاں ، وہ وہاں آکسفورڈ یونیورسٹی میں پڑھتی تھی ۔,612
سکتی,معاشی صحافت تبھی فروغ پا سکتی ہے جب معاشی شعبے میں تیزی سے سرمایہ لگا ہو ، کمپنیاں اچھا فائدہ دیں اور ان کے حصص کی قدر تیزی سے بڑھے ۔,28
سکتی,یہ صدارتی تقریر اتنی نیم کچرےپن ، شبہات اور جذبہء_ہمدردی سے پُر ہے کہ خود اس پر کتاب لکھی جا سکتی ہے ۔,69
سکتی,اسی طرح آچاریہ مہاویرپرساد دیویدی کے ناقابل _ فراموش تعاون کو بھی ہندی اخبارات کبھی نہیں بھلا سکتی ۔,198
سکتی,یہ صلاحیت تجربوں سے بھی لائی جا سکتی ہے ۔,211
سکتی,میں تم سے پیار کرتی ہوں اور تمھیں پانے کے لئے کچھ بھی کر سکتی ہوں ۔,297
سکتی,مجھے یقین نہیں ہو رہا موہنی کہ کوئی لڑکی مجھ سے اتنا پیار کر سکتی ہے اور وہ بھی تمھارے جیسی لڑکی جس کے لئے کالج کا کوئی بھی لڑکا قتل تک کر سکتا ہے ۔,298
دنیا,بہرحال حقیقت یہ ہے کہ ٹیگور کا ہم عصر شاعر خلیل_جبران اب بھی ان سے ہزاروں گنا زیادہ خریدا پڑھا جا رہا ہے جبکہ جبران اور ٹیگور دونوں دنیا کے موافق ، حقیقی ادب کے شعبے میں آج کوئی بہت سنجیدگی سے نہیں لیتا ۔,91
دنیا,ایک عجب اتفاق ہے کہ اسی سال جبران کی ۱۳۰ ویں سالگرہ ہے اور بیسیوں تراجم اور کروڑوں کاپیوں میں فروخت ہو چکی ان کی تخلیق ` دی پروفٹ ` کی ۹۰ سالگرہ بھی جو شیکسپئر کے بعد دنیا میں اب بھی سب سے زیادہ فروخت ہونے والی دوسری ادبی کتاب کہی جاتی ہے ۔,92
دنیا,خدا کی بیٹی دنیا کی معشوقہ اور صفات کا مجموعہ ، تم کہاں چلی گئی ؟,181
دنیا,ہماری بستی کی چھوٹی سے چھوٹی بات ہمارے لئے دنیا کے دوسرے کنارے کی بڑی سے بڑی بات سے زیادہ اہم ہے ۔,240
دنیا,دنیا کے مختلف جمہوری ممالک میں سیاستدانوں اور صحافیوں کے درمیان گہرے رشتے رہے ہیں ۔,339
دنیا,کبھی وہ ` دنیا کا چہرا ` شاعری میں بدلتے چہروں کو بیاں کرتے ہیں تو کبھی ` بھوٹئے ` نظموں میں ایک تہذیب کی کہانی کہتے ہیں ۔,492
گا,حالانکہ ہندی کے کچھ دیگر بیوقوف رجائیت_پسندوں کی طرح میں بھی سوچتا ہوں کہ اگر وہ ملے گا تو منگلیش ڈبرال کو جو اس پر بھی کم و بیش منحصر کرتا ہے کہ اشوک انھیں اپنے عالمی مشاعرے میں کیا رول دیتے ہیں یا شریکانت جی کے لہجے میں دیتا بھی ہے یا نہیں ۔,95
گا,زمانہ کیا انھیں مہمانوں کا ترجمہ کرنے و پڑھنے یا جذبے میں گھسنے تک نہیں دیا جائے گا ؟,96
گا,گنجا نے یہ گھر دیکھا سمجھا ہے ، تم سب بھی اسے جانتے ہو ، منا کبھی بھی نہیں سمجھ پائے گا کہ گنجا اس کی ماں ہے یا نہیں ۔,107
گا,گنجا ! تم فکر مت کرو یہ دیوتا ہی تمھارا خاوند دیوتا بنے گا ، ہم ابھی بات کر کے آتے ہیں ۔,130
گا,کیسی باتیں کرتی ہے تو ، بھائی بہن کے اور بہن بھائی کے کام نہیں آئے گی تو کون آئے گا ، بتا کیا کام ہے ؟,253
گا,او بیٹھو نا ، تم نہیں بیٹھو گی تو ہمارے گلے سے کھانا کیسے اترے گا ۔,277
میری,سنجیدہ معاملہ یہ ہے کہ بنگلہ قارئین کو چھوڑ کر ٹیگور کو اب میری ہی طرح تقریباً نہ کوئی پڑھتا ہے نہ پڑھنا چاہتا ہے ۔,86
میری,میں چاہتی ہوں کہ میری بیٹی مجھے جانے ۔,138
میری,یہی میری بیٹی کی یادیں بن کر رہ جائینگی ۔,142
میری,یہ ہے میری فرینڈ موہنی ، اسے تجھ سے کچھ کام تھا ۔,254
میری,فائل کہتی ہے کہ یہ خطرناک مجرم ہے ، مگر میری یادداشت کہتی ہے کہ یہ معصوم ، جذباتی مگر جوشیلا نوجوان تھا جو اپنے ملک کے لئے مر مٹنے کو تیار تھا ۔,378
میری,جانتا تھا دو سال پہلے میری پوسٹنگ ناسک میں تھی ۔,380
والی,ہندستان میں شائع ہونے والی پہلی سائنسی میگزین ` ایشیاٹک ریسرچ ` تھی ۔,39
والی,ایک عجب اتفاق ہے کہ اسی سال جبران کی ۱۳۰ ویں سالگرہ ہے اور بیسیوں تراجم اور کروڑوں کاپیوں میں فروخت ہو چکی ان کی تخلیق ` دی پروفٹ ` کی ۹۰ سالگرہ بھی جو شیکسپئر کے بعد دنیا میں اب بھی سب سے زیادہ فروخت ہونے والی دوسری ادبی کتاب کہی جاتی ہے ۔,92
والی,اگر وہ نہیں آیا تو ، تو کیا پیار میں جان دینے والی تاریخ بناتے ہیں ، کود جاو موہنی ! کود جاو ۔,262
والی,کانگریس کے بعد اقتدار میں آنے والی اہم پارٹی بھارتی جنتا پارٹی کے رہنماوں نے بھی عہدبند صحافت کو اہم مانا ۔,351
والی,بزرگ فلم_کار باسوچٹرجی کی صدارت والی قومی فیچر فلم جیوری نے ۱۴ زبانوں میں کل ۳۸ فلموں کو مختلف انعامات کے لئے منتخب کیا جن میں کئی اہم انعامات ہندی اور مراٹھی فلموں کو گئے ہیں ۔,646
والی,تعصب والی رپورٹنگ دیکھنے کو ملتی ہے ۔,679
کہانی,ہندستان پر ہوئے بڑے دہشت_گردانہ حملے کی حقیقی کہانی پر مبنی اس فلم کے کچھ مناظر پر حکومت سمیت حفاظتی اور خفیہ ایجنسیوں کو اعتراض ہے ۔,465
کہانی,کبھی وہ ` دنیا کا چہرا ` شاعری میں بدلتے چہروں کو بیاں کرتے ہیں تو کبھی ` بھوٹئے ` نظموں میں ایک تہذیب کی کہانی کہتے ہیں ۔,492
کہانی,آج میں تمھیں ایک کہانی سنانے جا رہی ہوں ۔,592
کہانی,اس کہانی میں میں ہوں ، تمھارے پاپا ہیں اور انجلی NULL ۔,593
کہانی,تقریب کے پہلے دن ناکام محبت کی لازوال علامت بن چکی ` لیلیٰ_مجنوں ` کی کہانی پیش کی گئی ۔,630
کہانی,منگل کو سعادت حسن منٹو کی سوانح اور ان کے کردار پر مبنی ڈرامے ` ایک کتے کی کہانی ` سلیم رضا کی ہدایت میں پیش کیا جائے گا ۔,640
آزادی,وہ صحافت کے ناظموں کو اعتماد میں لینا ، آزادی اور شفافیت سے خیالات ظاہر کرنا ، مصنفین کو کچھ اجرت دینا ، قارئین کو نئی جانکاری اور نئی تخلیقات فراہم کرنا بھی لازمی سمجھتے تھے ۔,10
آزادی,` او آزادی ، تم ہندستان کو چھوڑ کر کیوں بھاگ آئی اور اکیلا چھوڑ دیا ؟,180
آزادی,لارڈ بینٹک اور لارڈ میٹکاف نے جو آزادی ہندوستانی صحافت کو دی تھی وہ ۱۸۵۷ کے بعد چھین لی گئی ۔,183
آزادی,پہلی جنگ آزادی میں یہاں کے اردو اخبارات نے بھی اہم رول نبھایا تھا ۔,184
آزادی,جناب بالمکند گپت نے لکھا ہے کہ ` کوی _ وچن سُدھا ` جب پندرہ_روزہ ہوکر سیاست سے متعلق اور دیگر مضامین آزادی کے جذبے سے شائع کرنے لگی تو بڑی تحریک چلی ۔,195
آزادی,آزادی کے بعد ملک میں ہندوستانی زبانوں کی پہلی خبر خدمات شروع کرنے کی کوشش کی گئی ۔,317
جاتے,مجھے سویڈی اکادمی کے وہ نایاب سالانہ ` بروشیئر ` ملے جن میں انعام کمیٹی کے ممبران ، ان کے فیصلے ، فاتحین کی سوانح اور تقاریر شائع کئے جاتے ہیں ۔,53
جاتے,ان کے ذریعہ مدیر ہمیشہ شک سے دیکھے جاتے تھے اور ان پر الزام لگایا جاتا تھا کہ وہ حکومت مخالف مضمون لکھتے ہیں ۔,190
جاتے,ہم پوری طرح تیار ہو کر نہیں جاتے ۔,227
جاتے,ہم وہاں خبر لے جاتے ہیں دوسروں کو کیا کرنا چاہیئے کیا نہیں کرنا چاہیئے یہ بتانے کا ذمہ ہمارا نہیں ہے ۔,233
جاتے,یہ ایک ذولسانی اخبار تھا جس میں بنگلہ اور ہندی زبان میں مضمون شائع کئے جاتے تھے ۔,456
جاتے,ان کے لئے نیک حوادث خبر نہیں بنتے بلکہ حوادث خبر بن جاتے ہیں ۔,517
ملک,جنگ عظیم کے بعد ملک میں صنعتوں کے قیام کے لئے کارپوریشن میں کچھ کمپنیاں تشکیل دی گئیں لیکن ان کے حصص_کنندگان کی تعداد ہزاروں میں تھی ۔,27
ملک,یہ دونوں اخبارات ممبئی سے شائع ہوئے جسے ملک کی معاشی راجدھانی کہا جاتا تھا ۔,33
ملک,آزادی کے بعد ملک میں ہندوستانی زبانوں کی پہلی خبر خدمات شروع کرنے کی کوشش کی گئی ۔,317
ملک,ایمرجنسی کے دوران خبر کی نشر و اشاعت پر زیادہ کنٹرول لاگو کرنے کے لئے حکومت نے ملک کی دو اہم انگریزی خبر ایجنسیوں پی_ٹی_آئی اور یو_این_آئی اور ہندی کے ہندوستان سماچار اور سماچار بھارتی کو ملا کر ایک نئی سماچار ایجنسی ` سماچار ` کی تشکیل کرائی ۔,329
ملک,فائل کہتی ہے کہ یہ خطرناک مجرم ہے ، مگر میری یادداشت کہتی ہے کہ یہ معصوم ، جذباتی مگر جوشیلا نوجوان تھا جو اپنے ملک کے لئے مر مٹنے کو تیار تھا ۔,378
ملک,ضرور پچھلے جنم میں حب_الوطن رہا ہوگا ، جو ملک کی آزادی کے لئے شہید ہو گیا ۔,392
بنا,اس رسالے نے اپنے علمی مضامین ، بھرپور تبصروں ، عمدہ تصاویر کے سبب اپنے لئے جلد ہی ہندی رسالوں میں خصوصی مقام بنا لیا ۔,17
بنا,اول تو اس میں ٹیگور کو پہلے ہی اینگلو و انڈین پوئیٹ اعلان کر دیا گیا ہے ، گیتانجلی کو بےخوفی سے ` ایک کلیکشن آف ریلیجیس پوئمس ` تو مان ہی لیا گیا ہے اسے انگریزی ادب کی ملکیت بنا دیا گیا ہے ۔,71
بنا,ہیلو ، ہیلو موہنی جی ! میں آپ سے یہ کہنا چاہ رہا تھا منّا آپ کو بیوقوف بنا رہا ہے ۔,303
بنا,بمبئی سے ` بامبے کرانیکل ` تو نکلا ہی ، اس کے ہی ، مدیر جناب بی جی ہارنیمین نے ` بامبے کرانیکل ` کو شدید قومیت کا ایک پرزور اخبار بنا دیا ۔,449
بنا,ماں وہ ہے جس کے بنا ہم جی نہیں سکتے ۔,571
بنا,بھگوتی چرن ورما کے مشہور ناول چندرلیکھا پر مبنی اسی نام سے بنا ڈرامہ بھی اسی تقریب میں پیش ہوگا ۔,637
دونوں,یہ دونوں اخبارات ممبئی سے شائع ہوئے جسے ملک کی معاشی راجدھانی کہا جاتا تھا ۔,33
دونوں,عوام نے ان دونوں رسالوں کا استقبال کیا ۔,34
دونوں,کچھ برس بعد دونوں رسالوں نے دلی سے بھی اپنے شمارے نکالنے شروع کئے ۔,35
دونوں,شاعر کی زندگی میں ہی شاید دونوں میں ترمیم بھی ہوتے رہے ہیں ۔,60
دونوں,بہرحال حقیقت یہ ہے کہ ٹیگور کا ہم عصر شاعر خلیل_جبران اب بھی ان سے ہزاروں گنا زیادہ خریدا پڑھا جا رہا ہے جبکہ جبران اور ٹیگور دونوں دنیا کے موافق ، حقیقی ادب کے شعبے میں آج کوئی بہت سنجیدگی سے نہیں لیتا ۔,91
دونوں,ویدجی ! بچوں کی خوشی میں ہی ہم دونوں کی خوشی ہے ۔,131
پاس,ٹینا بہت کریٹیکل ہے راہول ، اس کے پاس زیادہ وقت نہیں ہے ۔,133
پاس,ممّا ! میں یہ آٹھ چٹھیاں آپ کے پاس چھوڑ کر جا رہی ہوں ۔,140
پاس,کاشی راسلے نے کچھ سوال و جواب کئے ; کیا سول سروس کے لئے امتحان پاس کرنے کے علاوہ کوئی اور بھی خوبی ہے ؟,173
پاس,تم ایسا کرو یہاں سے چلے جاوء ، راستے میں اگر پولس ملے تو میرے پاس بھیج دینا ۔,397
پاس,دیکھو ان لوگوں کے پاس بندوقیں ہیں ، کبھی بھی گولی چل سکتی ہے اور تمھاری جان کو خطرہ ہو سکتا ہے ، سمجھے ۔,399
پاس,مسٹر رینڈ متشدد ہیں اور جو کچھ وہ کر رہے ہیں وہ سرکار کے حکم سے ہی کر رہے ہیں اسلئے حکومت کے پاس گذارش کرنا بیکار ہے ۔,417
کئی,مجھے مکمل یقین ہے کہ ان میں سے کئی نے نہ ٹیگور کو پڑھا ہوگا نہ پڑھنا چاہتے ہونگے ۔,93
کئی,کئی مرتبہ پہلے سے تیاری کا موقع نہیں ملتا ۔,212
کئی,بعد میں غیررسمی بات - چیت میں کئی بار خصوصی جانکاری یا خصوصی خبر کا سراغ مل جاتا ہے ۔,222
کئی,بال کی کھال نکالنے کی مہارت بھی کئی بار دکھانی پڑتی ہے ۔,224
کئی,کئی ایسی خبریں ہونگی جن پر اچھے سوال بن سکتے ہیں ۔,228
کئی,کئی مرتبہ اس طرح کے دباووں کا بھی سہارا لیا جاتا ہے ۔,251
ایسا,کبھی ایسا بھی ہو سکتا ہے کہ اسی دن کی شائع خبر پر کوئی دوسرا نامہ_نگار سوال داغ رہا ہو ۔,229
ایسا,تم ایسا کرو یہاں سے چلے جاوء ، راستے میں اگر پولس ملے تو میرے پاس بھیج دینا ۔,397
ایسا,یہ بات صرف محترمہ اینی بیسنٹ نے ہی لکھی ہو ، ایسا نہیں ہے ۔,420
ایسا,ہندستان کا کوئی صوبہ ایسا نہیں تھا جس نے قومیت کی تبلیغ کرنے والے اخبارات اور صحافیوں کو جنم نہ دیا ہو ۔,448
ایسا,ایسا فقط اسی حالت میں کیا جانا چاہیئے جب دوبارہ رپورٹ دینے کی سہولت اور وقت ہو ۔,539
ایسا,وزیراطلاعات و نشریات منیش تِواری کی صلاح پر ایسا کیا گیا جن کا ماننا ہے کہ جیوری نے غیرجانبدار ہو کر کام کیا ہے تو سب سے پہلے فاتحین کے نام کو عام کر دیا جانا چاہیئے ۔,661
ہمیں,اس کا بھی تو بیاہ ہمیں کرنا ہی ہے ، اور تم جانتے ہو کہ منّا گُنجا سے ہلا ملا بھی ہے ۔,106
ہمیں,جس میں بھیّا کی خوشی ہو کاکا ، ہمیں منظور ہے ۔,109
ہمیں,گنجا ! ہمیں اتنا بھروسہ تھا تم پر کہ اگر تم ہماری مجبوری کو سنو گی تو ہمیں سمجھو گی اور معاف کر دوگی ۔,124
ہمیں,تم نے سمجھ کا رکھا ہے ہمیں ؟,129
ہمیں,روپا ہمیں گائتری منتر سنائیگی ۔,143
ہمیں,موہنی ! اب ہمیں یہ روز روز کی ملاقاتیں کم کر دینی چاہیئے ۔,307
_,لارڈ ریپن جن کو اعتدال _ پسند مانا جاتا ہے ، نے بھی ۱۸۸۰ میں لاہور میں ایک دربار کیا ۔,164
_,سرکاری خدمات میں ذات و نسل کی پالیسی کا بول _ بالا تھا ۔,169
_,لہٰذا برطانوی حکومت و اس کے انتظامیہ افسران اور اینگلو _ انڈِینز نے ہندوستانی پریس کو اپنا سخت دشمن مان لیا ۔,185
_,بھارتیندو ہریش چند نے جہاں اپنی زندگی میں ۱۷ ڈرامہ ، ۳ ناول ، ایک مضمون اور متعدد شعری مجموعے لکھے ، وہیں انھوں نے ` ہریشچنسدریکا ، ` کوی _ وچن سدُدھا ` اور ` بالا بودھنی ` نامی تین اخبارات کی ادارت بھی کی ۔,194
_,جناب بالمکند گپت نے لکھا ہے کہ ` کوی _ وچن سُدھا ` جب پندرہ_روزہ ہوکر سیاست سے متعلق اور دیگر مضامین آزادی کے جذبے سے شائع کرنے لگی تو بڑی تحریک چلی ۔,195
_,اسی طرح آچاریہ مہاویرپرساد دیویدی کے ناقابل _ فراموش تعاون کو بھی ہندی اخبارات کبھی نہیں بھلا سکتی ۔,198
جاتی,ایک عجب اتفاق ہے کہ اسی سال جبران کی ۱۳۰ ویں سالگرہ ہے اور بیسیوں تراجم اور کروڑوں کاپیوں میں فروخت ہو چکی ان کی تخلیق ` دی پروفٹ ` کی ۹۰ سالگرہ بھی جو شیکسپئر کے بعد دنیا میں اب بھی سب سے زیادہ فروخت ہونے والی دوسری ادبی کتاب کہی جاتی ہے ۔,92
جاتی,دیوتا نہ بھی ملے ، تو کیا پجاری کی بھکتی چھوٹ جاتی ہے ؟,126
جاتی,کیا ہزاروں ہندوستانی جو ذہن ، انصاف ، حوصلے اور کردار وغیرہ جیسی صفات سے آراستہ ہونے پر بھی اس کے لیے مایوس ہو گئے ہیں جیسے سورج کے سامنے شمع دھندلی پڑ جاتی ہے ۔,174
جاتی,یہ ایک برس کے عہد میں ہی ہندی ، اردو ، پنجابی ، گجراتی ، مراٹھی اور انگریزی میں نکلنے لگا اور کل_ملاکر اس کی لاکھوں کاپیاں چھپتی تھیں اور ہندوستان کے باہر جہاں - جہاں ہندوستانی تھے ، ان کو بھیجی جاتی تھیں ۔,431
جاتی,لیکن عنوان سے ہی پتہ چل جاتا ہے کہ ہندی کو کافی اہمیت دی جاتی تھی ۔,457
جاتی,قلمکار کا ماننا ہے کہ خطرے نہ ہوں تو زندگی بدرنگ ہو جاتی ہے ۔,480
نا,تھوڑا بہت حق جو ہم نے اپنا سمجھ لیا تھا ، وہ تو تم نے چھین ہی لیا نا ۔,115
نا,او بیٹھو نا ، تم نہیں بیٹھو گی تو ہمارے گلے سے کھانا کیسے اترے گا ۔,277
نا,اتنا ذلیل ہونے کے بعد میں کسی کو اپنا منھ دکھانے کے لایق نہیں رہی ہوں نا ۔,285
نا,پتا ہے راہول ! وہ اپنے شرما جی ہیں نا شرما جی ، ان کا فون آیا تھا ۔,574
نا,وہی آنکھیں ، وہی چہرہ ، ہے نا انجلی ؟,588
نا,آج میری بیٹی واپس آ رہی ہے نا ، اسلئے ۔,610
صحافی,ہندی کے عظیم مصنف اور صحافی بابو ہریش چندر بھارتیندو اور ان کے ساتھیوں کی کوششوں کے نتیجے میں ہندی صحافت کے لئے ایک زرخیز زمین تیار ہوئی ۔,154
صحافی,پھر بھی صحافی لاعلم تو ہوتا نہیں اسلئے اسے دقت نہیں ہوتی ۔,213
صحافی,پریس کانفرنسوں میں ہر صحافی کو فقط جسمانی طور سے ہی نہیں ، بلکہ ذہنی روپ سے بھی موجود رہنا چاہیئے ۔,218
صحافی,پرکھنے کی صلاحیت صحافی کی بھاری صفت ہے ۔,223
صحافی,اس کے لئے ہم صحافی بھی کم مجرم نہیں ہیں ۔,226
صحافی,صحافی اگر کسی خاص علاقے کے اخبار کی نمائندگی کر رہا ہے تو اسے قومی رہنما کے پریس کانفرنس میں اپنے جواب حاصل کرنا چاہیئے ۔,238
لوگ,لوگ ایک معاشی رسالہ کی ضرورت محسوس کرنے لگے ۔,30
