bshift,sentences
0,تو چلائیے گولی ۔
0,میں ایسا نہیں کروں گا ، کیونکہ میں جانتا ہوں کہ مرمٹنے کے لئے قسمیں کھاتے کھاتے ، تم اس کے دشمن کیسے بن گئے ؟
1,میں اپنی پچھلی زندگی بھول ہوں چکا ۔
0,یاد کرنا ہوگا کیونکہ میرا فرض صرف گنہگاروں کو روکنا نہیں ، بلکہ گناہ کو روکنا بھی ہے ۔
0,مجھے یہ تو پتا چلے کہ تم جیسے ہونہار نوجوان گنہگار کیسے بنتے ہیں تو شاید آنے والے سالوں میں کچھ نوجوانوں کو گنہگار بننے سے روک سکوں ۔
0,آپ گنہگاروں کو روکنے کی بات کرتے ہیں سر ! مجھے تو آپ کی پولس نے گنہگار کر دیا ۔
0,گلدستہ ! جی بابو جی !
1,کبھی کبھی تو یہ بھی طے کرنا ہو مشکل جاتا ہے کہ تمھاری چائے زیادہ میٹھی ہے یا تیری آواز ، کہیں تو چائے میں کلی تو نہیں کرتا ۔
1,اوئے ابے گلدستے !
0,آیا سیٹھ ، آیا ۔
1,چائے کی پتّی اور شکّر رکھ اور سن ان لوگوں کے پیسے اچھے سے دھیان میں رکھنا ، تو ہمیشہ کر بھول جاتا ہے ۔
0,کیا ہے سیٹھ جی ! قدردان لوگ ہیں اور سچی قدر کرنے والے تو اس دنیا میں بہت کم ہوتے ہیں ۔
0,ابے جا ، ان سے پیسے لے ۔
0,کیا ہے سیٹھ جی کہ آپ تو میری تنخواہ میں سے پیسے کاٹ لینا ۔
0,جیوتی ! وہ جو تیرے کلاس میں لڑکی ہے نا جس کی نیلی نیلی آنکھیں ہیں ، بھورے بھورے بال ہیں ۔
0,وہی جو پچھلے سال کالج میں کوین ہوئی ، نیکیتا ؟
1,ہاں ، ہاں اس سے پہچان کروا دینا ۔ پلیز
0,میں تو تمھاری جان پہچان نیکتا سے کروا دوں گی ، لیکن تمھیں بھی ایک کام کرنا پڑے گا ۔
0,ضرورت اس بات کی ہے کہ عوام سے جڑے مسائل اور ترقی کے عمل کی گہرائی میں جانے کی کوشش ہرایک صحافی کرے ۔
0,سطحی اطلاعات کو یکجا کرنے کا مطلب اگلدان بنانے جیسا ہے ۔
1,ہندوستانی اخباروں کی سب سے بڑی دقت یہ ہے کہ وہ آج سیاست بھی سے زیادہ متاثر ہوتے ہیں ۔
0,بیشتر مقام سیاسی نشیب و فراز سے جڑی خبروں کو دیا جاتا ہے ۔
1,ہندوستانی صحافت کا کلکتہ آغاز سے مانا جاتا ہے ۔
0,یہ وہ وقت تھا جب انگریزی زبان کا علم ہونا اسے اپنایا جانا جدیدیت کی علامت کے لئے لازمی سمجھا جاتا تھا ۔
0,ہندوستان میں اس جدیدیت اور نشاۃالثانیہ کی قیادت راجا رام موہن رائے نے کی جو ایک سماج مصلح اور ترقی_پسند نظریے والے آدمی تھے ۔
0,برطانوی حکومت کے ذریعہ ہندوستان میں فن طباعت و صحافت کی راہ میں متعدد قسم کے رخنے پیدا ہونے کے باوجود ہندوستان میں صحافت کی بنیاد پڑی ۔
0,حالانکہ یہ بات الگ ہے اور اپنے آپ میں حیران_کن ہے کہ ہندوستان میں صحافت کی بنیاد انگریزوں نے ہی ڈالی ۔
0,اسی طرح اخباروں کی اشاعت کا آغاز تو ہوا لیکن پھر بھی انگریز حکومت کی انسدادی پالیسی شروع رہی ۔
1,وہ ہی ہمیشہ ہندوستان کی سرزمین سے نکلنے والے اخبارات کو شبہہ کی نظر سے دیکھتے تھے ۔
0,انگریزوں کے اس شبہہ کے سبب ہندوستانی اخبارات کی آزادی پر متعدد حملے کئے گئے ۔
1,جن کا اخبارات عیسائی مشنری کے ذریعہ انتظام ہوا کرتا تھا ان کو برطانوی حکومت فروغ دیتی تھی ۔
0,اسی فروغ کے بل پر ہندی کے اہم مراکز سے بھی عیسائی اخبارات کی اشاعت و نشریات ہونے لگی ۔
0,یہ مشنری اخبار عیسائی اخبارات کی عزت کرتے تھے اور ہندوستان کے ثقافتی افتخار کو تباہ کرنا چاہتے تھے ۔
0,اس طرح کی ناانصافی کو راجا رام موہن رائے برداشت نہیں کر پائے ۔
1,راجا رام موہن رائے کے ایسے حسن سلوک سے برطانوی بھی حاکم لرزاں نہیں ہوئے اور ہندوستان میں اخبار اشاعت کے تئیں مسلسل مخالفت بنائے رکھی ۔
1,مدراس کے گورنر سر ٹامس منرو نے کو پریس آزادی دینا اپنے لئے خطرناک مانا ۔
1,ابتدائی وقت میں جن اخبارات کی اشاعت ہندوستان میں ہوئی ان کو اخبارات انگریز انگریزی زبان میں شائع کراتے تھے ۔
0,ان اخبارات کا کام عوام کے لئے تفریح کی اشیا و اطلاعات دینا تھا ۔
0,وہ اخبار سیاست سے متعلق نہیں ہوتے تھے ۔
0,۱۸۱۸ سے قبل ہندوستانی زبانوں میں اخبارات شائع نہیں ہوئے ۔
0,بنگال ، بہار ، اترپردیش میں اخبارات کی ابتدا کی نصف صدی گزر جانے کے بعد راجستھان میں اس کی شروعات ابتدائی مرحلے میں ہی تھی ، راجستھان کا سب سے پہلا اخبار ` مظہرالسّرور ` مانا جاتا ہے ۔
0,یہ ذولسانی اخبار ہندی میں 1849 میں بھرتپور سے شائع ہوا تھا ۔
0,ہندوستان سے نکلنے والے بیشتر اخبارات زولسانی تھے ۔
0,ان میں پوری طرح ہندی کا پہلا روزنامہ ۱۸۸۵ میں `` کالاکانکر `` سے راج رام پال سنگھ کا روزنامہ ` ہندوستھان ` اور کانپور سے بابو سیتارام کا ` بھارتودیے ` تھے ۔
0,بیداریِ آزادیِ ہند کی تشہیر کرنے والے ہندوستانی صحافت پر انگریزوں کی انسدادی پالیسی سے یہاں اس کے فروغ میں متعدد رخنے پیدا ہوئے ۔
1,انگریزوں لیکن میں بھی آپسی مخالفت کچھ کم نہیں تھی ۔
1,مذکورہ تنازعے کے سبب امریکہ میں سنسنی_خیز ہیجانی و صحافت کی ابتدا ہوئی ۔
1,اسے صحافت کی تاریخ میں ` زرد صحافت ` کہہ کر خطاب کیا جاتا ۔ ہے
0,ان دنوں پلتزر اور ہرسٹ اپنے اپنے اخبارات کے طنزیہ جملے پیلی سیاہی میں چھاپا کرتے تھے ۔
0,اگرچہ اس سیاہی کو دھیان میں رکھ کر ہی سنسنی_خیز اور حمایت_نواز صحافت کا نام ` یلو جرنلزم ` یا ` زرد صحافت پڑا ` ۔
0,جب ۱۸۹۸ میں لارڈ کرزن ہندوستان کے وائسرائے بنے تو انگریزی حکومت کے پاس ہندوستانی اخبارات پر کنٹرول رکھنے کے لئے کافی طاقت تھی ۔
1,اس وقت میں ہندوستان اخبارات دو قسم کے تھے ۔
1,ایک وہ اخبارات جو انگریزی زبان میں انگریزوں ذریعہ کے شائع کئے جاتے تھے ۔
0,انھیں اینگلوانڈین اخبار کہا جاتا تھا ۔
0,دوسرے وہ اخبارات جو ہندوستانی زبانوں ، ہندی اور انگریزی میں شائع کئے جاتے تھے ۔
1,کلکتہ سے آگرہ کر ہو بمبئی سے مدراس اور آگرہ سے پشاور تک کی تار کی لائنیں ۱۸۵۵ میں ہی کھولی تھی ۔
1,اس سے قبل ۲۰ برسوں تک دوری کے حساب سے ڈاک-ٹکٹ پڑتا دینا تھا ۔
1,اخبارات کو لے جانے والی لائنیں ریلوے بھی ۱۸۵۷ میں شروع ہوئی جب ۲۷۴ میل کی ریلوے لائنیں کھولی گئیں ۔
0,راجا رام موہن رائے کا ` بنگدوت ` جو ایک ساتھ ہندی ، فارسی اور انگریزی میں شائع ہوتا تھا سماجی اصلاح کا اخبار تھا ۔
0,` گیان نیشن ` ہندوستانی زبانوں میں تعلیم اور بنگلہ زبان کو سرکاری زبان کا مطالبہ کرنے کے لئے مشہور تھا ۔
1,۱۸۵۷ میں ہی ہندی کے پہلے روزنامے ` سماچارسدھاورشن ` اور اردو و فارسی کے دو اخبارات ` دوربین ` اور ` سلطان_الاخبار ` کے خلاف یہ مقدمہ چلا کہ انھوں نے بادشاہ ظفر بہادرشاہ کا ایک فرمان چھاپا جس میں لوگوں سے مطالبہ کیا گیا کہ انگریزوں کو ہندوستان سے باہر نکال دیں ۔
1,اس اخبار کے مدیر جناب شیام سندر سین دن بھر کی سماعت کے بعد غداری کے الزام سے آزاد کر دئے اور گئے اس کے بعد ہی لارڈ کینگ کا مشہور کیگنگ_ایکٹ نافذ ہوا جس میں اخبارات پر بہت پابندی لگائی گئی تھی ۔
0,ہندوستان میں انگریزی حکومت کے خلاف جدوجہد کے میدان میں جن اخبارات کا خصوصی ذکر کرنا لازمی ہے ان میں کلکتہ کا ` ہندوپیٹریَٹ ` اہم تھا جس کا قیام ۱۸۵۳ میں مصنف و ڈرامہ_نگار جناب گریش چند گھوش نے کیا تھا جو جناب ہریش چند مکھرجی کی قیادت میں غیرمعمولی مقبولیت حاصل کر گیا ۔
0,ان دنوں بنگال میں جیسور سے شائع ایک ہفتہ_وار اخبار چل رہا تھا جس کا نام تھا ، ` امرت بازار پتریکا ` ۔
0,اس اخبار کے مالکان پر سرکاری ملازمین کی نکتہ_چینی کرنے کا مقدمہ چلا اور سزائیں ہوئیں ۔
0,۱۸۷۱ میں یہ کلکتہ سے شائع ہونے لگا اور خاصیت اسی اخبار کو دبانے کے لئے ۱۸۷۸ کا دیسی زبان قانون پاس ہوا تھا ۔
1,لیکن اس اخبار کے مدیروں نے جن میں شری گریش کمار گھوش اور شری موتی لال گھوش دو بھائی تھے اسے راتوں رات انگریزی کا اخبار دیا بنا ۔
0,اس کے بعد یہ اخبار ہندوستان کی جدوجہد آزادی کا پرزور حامی رہا ۔
1,پونا میں ۱۸۴۹ ` میں گیان پرکاش ` کی اشاعت ہوئی تھی ۔
0,یہ بدقسمتی ہی ہے کہ آجکل باہر کی چیز کو اپنے ملک پر تھوپنا آسان سمجھا جانے لگا ہے ۔
0,اشتہارات دہندہ چاہتا ہے کہ ایک ہی پیغام ایک ہی قسم کی تصویر اگر دنیا بھر میں چل سکے تو بہت اچھا ہے ۔
0,یہ میڈیا کی فطرت بن گئی ہے ۔
0,ہندی میں پروگرام بنانا سب سے آسان ہے ۔
1,آپ طرح طرح کی فلموں کے ٹکڑے لیجئے ، گانے لیجئے ، لڑکیوں کو کھڑا کر دیجئے جو اسپرنگ کی طرح باتیں کر اور سکیں پروگرام کا خاکہ بنا سکیں ۔
0,جن معاملوں کا عام لوگوں سے سروکار ہے اور جنھیں غور کرنے کے لئے مختلف علاقوں کے سفر کی ضرورت ہوتی ہے وہاں ٹی_وی کے نیٹ_ورک ابھی صحیح معنوں میں نہیں پہنچ پا رہے ہیں ۔
0,وہ تبھی وہاں پہنچتے ہیں جب کوئی بہت ہی سنسنی_خیز یا سیکسی بات ہو ۔
0,مجموعی آبروریزی کا واقعہ ہو یا قتل کا ، کیمرے فوراً وہاں تعینات کر دئے جاتے ہیں ۔
0,سنگین قحط_سالی ہونے پر خبروں کے آخر میں ایک کہانی چلا دی جاتی ہے لیکن قحط کے لئے بن رہے حالات پر مسلسل کام نہیں ہوتا ۔
0,امریکہ میں ۳ - ۴ سو ٹی_وی چینل قائم ہو گئے ہیں لیکن اخباروں کا وجود اب بھی بنا ہوا ہے ۔
0,یہی نہیں ، نئے اخبار بھی پیدا ہوئے ہیں ۔
0,ان کی اشاعتی تعداد بھی بڑھتی ہے ۔
0,ہندوستان میں الکٹرانک اخبارات میڈیم نے سماج پر بھی اثر ڈالا ہے زبان کے ساتھ سب سے زیادہ ناانصافی کی ہے ۔
0,برطانیہ اور فرانس ہمسایہ ہیں لیکن اس کے بعد بھی ایسا نہیں ہوتا کہ برطانیہ میں جو پروگرام نشر ہوتے ہیں اس میں فرانسیسی یا جرمنی الفاظ کی بھرمار ہو ۔
1,اسی طرح اگر فرانس میں کوئی پروگرام فرانسیسی میں پیش کیا جاتا ہے تو اس میں دیگر زبانوں کے نہیں لفظ ملتے ہیں ۔
0,بول_چال میں زبان کے نام پر ایک ایسی کھچڑی زبان کا استعمال کیا جا رہا ہے جسے نہ ہندی والے ٹھیک سے سمجھ سکتے ہیں اور نہ ہی انگریزی والے ۔
0,الکٹرانک اخبار میڈیم ایک طاقتور وسیلہ ہے ۔
0,جنھیں ابھی پڑھنا نہیں آتا یا جو ابھی خواندہ بھی نہیں ہیں وہ بھی <fs رابطہ میں آتے ہیں ۔
0,ایک وقت ایسا تھا کہ لوگ اخباروں سے زبان سیکھتے تھے اب بھی سیکھتے ہیں ۔
0,پھر ہندستان میں صحافت کا فروغ ہوا تو ہندی کے اخباروں نے کوشش کی کہ ان میں زبان کا استعمال ہو جو لوگ سمجھیں ۔
0,لیکن اخبار کے وسیلے سے زبان کے ساتھ جس طرح کا کھلواڑ پچھلے برسوں کے دوران دیکھنے کو ملا ہے وہ تشویش کا موضوع ہے ۔
0,ہم ایسی زبان ، ایک ایسی ثقافت بنا رہے ہیں جس کا اس ملک سے کوئی سروکار نہیں ہوگا ۔
1,ثقافتی زبان کا استعمال ان سے میڈیم ہو اس حق میں تو کوئی بھی نہیں ہے ۔
0,پیشہ_ور صحافی اس بات کے حامی ہیں کہ بول_چال کی زبان کا استعمال ہونا چاہیئے ۔
1,سرکار میں جس طرح کی ترجمہ_شدہ ٹھیٹ ہندی کا استعمال ہوتا ہے وہ اتنی دقیق ہوتی ہے کہ کو کسی سمجھ میں نہیں آ سکتی ۔
0,مکّے کی کاشت کو کارن کی کاشت بولنے کا کیا فائدہ ہے ۔
0,کئی مرتبہ زبان کا استعمال مزاحیہ ڈھنگ سے ہوتا ہے ۔
0,جیسے ٹوٹے ہوئے دل کی بات کرتے وقت بروکن ہرٹ سے کہی گئی بات کا ذکر ہو ۔
0,بلینک چیک کا استعمال کئی طرح سے ہو سکتا ہے لیکن ہندی میں اس کے مطلب کا بےمطلب ہو سکتا ہے ۔
0,سیریل پروگراموں میں پھوہڑ زبان کا استعمال ہونے پر کوئی قابو نہیں ہے ۔
0,امریکہ میں اگر کوئی ایسا پروگرام دکھایا جائے ، جس سے کسی کا بچہ بگڑ کر اسکول چھوڑ کر گھر آ جائے تو اس پر لوگ عدالت میں چلے جائینگے اور لاکھوں ڈالر کا ہرجانہ بھی مانگینگے ۔
0,جو باہر کے اچھے لفظ ہیں ہم ان کا استعمال کر سکیں ان الفاظ کو اپنے ساتھ لے سکیں لیکن اس کا یہ مطلب قطعی نہیں کہ ہم پوری طرح سے اپنی زبان کو تباہ کر دیں اور اسے اتنا خراب کر دیں کہ آنے والی نسل ہمیں کبھی معاف نہ کرے ۔
0,الکٹرانک میڈیا نے ہمیں بدتہذیبی دی ہے ۔
0,ہمارے بچوں کو ہم سے بیگانہ کیا ہے ان کو گلوبل بنا دیا ہے ۔
0,اس کے سبب خاندان ٹوٹ رہے ہیں ۔
1,لیکن جب مغربی آدرش کے مطابق فروغ ہوگا تو ایسی تو ایسے حالات یقینی روپ سے ۔ بنینگے
0,پہلے ہندوستانی فلموں میں آدرش خاندان کی کہانیاں ہوتی تھیں ۔
1,اس میں آخر شادی کے کو ادارے قائم آدرش کے روپ میں پیش کیا جاتا تھا ۔
0,اب ہندوستان میں پیش ہونے والے بیشتر سیریلوں کا اہم نقطہ شادیوں کا ٹوٹنا ہی رہ گیا ہے ۔
0,ایک تلخ حقیقت یہ بھی ہے کہ ہندستان میں نوکرشاہی کا رول مسلسل خطرناک ہوتا چلا گیا ہے ۔
0,دو فیصد انگریزی بولنے والا یہ طبقہ جمہوریت سے نفرت کرتا ہے ۔
1,عوامی نمائندگان کو یہ غیرذمہ_دار اور ناخواندہ مانتا ۔ ہے
1,حقیقت میں نوکرشاہی برطانوی حکومت کے انتظام بنائے رکھنا ہے چاہتی ۔
1,ہمارا ملک تقریری روایت کا ملک ہے رہا ۔
0,"ہم لکھنے پر اعتماد کم کرتے ہیں , بولنے پر زیادہ NULL ۔"
0,ہمارے یہاں بیشتر رزمیہ بول کر لکھے گئے ہیں ۔
1,مغربی ممالک پر جب میڈیا الکٹرانک کا حملہ ہوا تو کم و بیش اس سماج میں تعلیم کی ایک سطح تھی اور لوگ کم سے کم ۹۰ فیصد اور کہیں کہیں صد فیصد خواندہ تھے ۔
1,وہاں جب کا اس حملہ ہوا تو اس کی برائیاں سماج نے جھیل لیں ۔
0,ہندوستان میں تو ناخواندگی کی سطح اب بھی ۴۰ - ۵۰ فیصد تک ہے ۔
0,اب الکٹرانک میڈیا کا بیجا استعمال ہو تو اس کا نقصان سماج پر کیوں نہیں ہوگا ۔
0,ہالی_ووڈ ہدایت_کار اسٹیون اسپل_برگ کی صدارت والی نو رکنی جیوری نے فلم کے ہدایت_کار فرانسیسی نژاد کے ٹینشیائی فلمساز عبدالطیف کیچچے اور اس کی دو جوان اداکاروں اڈیل _ ایکساکورپولس اور لی _ سوڈوکس کے کام کی ستائش کی گئی ۔
0,جیوری کے ارکان میں ہندوستانی اداکارہ ودّیابالن بھی شامل تھیں ۔
0,تین گھنٹے کی فلم ` بلوازدی _ وارمیسٹ ` میں اڈیل نے ۱۵ سالہ لڑکی کا کردار نبھایا ہے جو اپنے سے بڑی عمر کی پہلی خاتون کے عشق میں مبتلا ہے ۔
1,اس کو کردار لی نے نبھایا ہے ۔
0,کانس میں اس سال انعامات کی دوڑ میں ۲۰ فلمیں شامل تھیں ۔
0,فلمساز کون برادرس کی فلم انسائڈ لیون_ڈیوس کو دوسرا عمدہ_ترین انعام گرینڈ_پی ملا ۔
1,یہ فلم پچھلی صدی کے ساتویں دہائی میں نیویارک میں لوک سنگیت مبنی پر ہے ۔
0,ایک دیگر امریکی برس_ڈرن کو فلم نیبراسکا کے لئے اعلیٰ_ترین اداکار فرحدی کی فلم دی_پوسٹ کے لئے بیرینیس_بیجو کو اعلیٰ_ترین اداکارہ کا اعزاز ملا ۔
0,آسکر انعام_یافتہ فلم ` دی_آرٹسٹ ` میں بیجو کی اداکاری کی کافی تعریف ہوئی تھی ۔
1,کان کے اعلیٰ_ترین تیسرے اعزاز ` دی_جیوری _ انعام ` سے جاپانی فلمساز ہیروکجوکوریدا کی فلم ` لائک _ فادرلائک _ سن ` کو نوازا گیا ۔
0,یہ دو خاندانوں کی کہانی ہے جنھیں بعد میں خبر لگتی ہے کہ ان کا چھ سال کا بچہ ولادت کے وقت بدل گیا تھا ۔
0,میکسکو میں نشیلے عناصر کے لئے ہو رہے تشدد پر مبنی فلم ` ہیلی ` کے لئے امت ایکّلانٹے کو اعلیٰ_ترین ہدایت_کار کا اعزاز دیا گیا ۔
0,چین کے جیاجھانگے کو ان کے ملک میں پھیلی بدعنوانی کی جانچ پر مبنی فلم ` اے_ٹچ_آف_سن ` کے لئے اعلیٰ_ترین مکالمہ_نگار کا انعام ملا ۔
1,بچپن سے پہاڑیوں پر چڑھنے کے شوقین نوجوان آئی_آئی_ٹین کشیپ _ راول ( 25 ) کو سائیکلنگ کا جنون ہوا سوار کہ وہ بنگلور سے کارپوریٹ کمپنی میں نوکری چھوڑ کر ۱۶ فروری کو سیاحتِ_ہند پر نکل گیا ۔
1,اس دوران اس نے ماحول بچانے کے لئے الگ الگ ریاستوں میں ہو رہی کوششوں کو لوگوں بھی تک پہنچایا ۔
0,سائیکل سے قریب ۱۲ ہزار کلو میٹر کا سفر طئے کرتے ہوئے وہ دلی سے پیر کو اپنے گھر کوٹا پہنچے گا ۔
1,کے اس والد نریش_چندراول یہاں فوج میں کرنل ہیں اور ماں پریتی خاتون_خانہ ہیں ۔
0,آئی_آئی_ٹی کانپور سے ایم_ایس_سی ( ریاضی ) کرنے کے بعد اس نے دو سال جینپیکٹ سافٹویر کمپنی ، بنگلور میں بزنس اینالسٹ کے عہدے پر کام کیا ۔
0,آفس آنے جانے کے لئے بھی وہ روز ۱۲ کلو میٹر سائیکل ہی چلاتا تھا ۔
0,` سیودی_ارتھ ` مشن کو لے کر اس نے کنّیاکماری ، کیرل ، کرناٹک ، جموں_وکشمیر ، ہماچل و پنجاب سمیت ۱۰ ریاستوں کی مشکل پہاڑی اور برفیلے راستوں پر اکیلے سائیکل سفر کیا ۔
0,کشیپ نے آئی_آئی_ٹی میں پڑھتے ہوئے ماءونٹینری کا کورس بھی کیا تھا ۔
0,سفر کے دوران میدانی علاقوں میں اس نے ایک دن میں ۱۵۰ کلو میٹر تک سائیکلنگ کی ۔
0,الگ الگ ریاستوں میں اسے مخالف موسم کا سامنا کرنا پڑا ۔
0,بھیانک گرمی ، برسات اور برفیلے راستوں سے گزرنا پڑا ۔
0,اس نے ماحول بچانے کے لئے الگ الگ ریاستوں میں کی جا رہی کوششوں کو فیس_بک کے ذریعہ لوگوں تک پہنچایا ۔
1,کشیپ نے فون بتایا پر کہ جنوبی ریاستوں میں لوگوں سے گفتگو کرتے ہوئے اس نے ملیالم جیسی کچھ زبانیں سیکھیں ۔
1,وہ اب کئی تک پہاڑی علاقوں کی سائیکل سیر کر چکا ہے ۔
1,نام سے ہی لگ اندازہ گیا تھا کہ یہ فلم خالص طور سے باکس_آفس کو دھیان میں رکھ کر بنائی گئی ہے ۔
0,دو گجّر گینگس کے خونریزی کے درمیان ٹکراؤ کے درمیان ایک پولس انسپکٹر کی ہیروگیری ۔
0,لمبی چوڑی اسٹار کاسٹ اور کئی قسم کے مسالے ۔
0,لیکن فلم ضلع غازی_آباد میں ایسا کچھ بھی نہیں ہے کہ کوئی تنازعہ کھڑا ہو ۔
0,فلم میں موجود فوجی ستبیرگجّر اور پریتم_سنگھ جیسے کچھ نام ضرور احساس دلا دیتے ہیں کہ یہ حقیقی کہانی پر مبنی فلم ہے لیکن یہ سچ نہیں ہے ۔
1,سچ تو یہ ہے کہ ضلع غازی_آباد کچھ ہٹ اور مشہور گینگیسٹر اور پولسیا فلموں چھایا کی ہے ۔
0,اس فلم کو بنا کسی شک کے ` ` اومکارا ، دبنگ ، سنگھم اور راوڈی_راٹھور ` ` کی کاکٹیل بھی کہا جاتا ہے ۔
1,کل ملا کر یہی ٹائٹل کہ کے علاوہ اس فلم کا تعلق کسی بھی معاملے میں غازی_آباد سے نہیں ہے ۔
0,کچھ مناظر کو چھوڑ دیں تو ، اس کی زیادہ_تر شوٹنگ مہاراشٹر کے وائی شہر میں ہوئی ہے ۔
0,ضلع غازی_آباد میں دو گجّڑ گینگس کے ٹکراؤ کی کہانی ہے ۔
1,ایک گینگ ہے فوجی اور کا دوسرا ماسٹر جی عرف ستبیرگجّر کا ۔
0,جب ان دونوں گینگس کی آپسی لڑائی ضلع کے عام باشندوں کے لئے مصیبت بن جاتی ہے تو اینٹری ہوتی ہے ایک افلاطون قسم کے انسپکٹر پریتم_سنگھ کی ۔
1,پریتم_سنگھ سفارتی طریقے سے دونوں گینگس کا خاتمہ کراتا ہے اور اپنی دبنگئی سے محکمہ اور عام آدمی کی واہ_واہی ہے لوٹتا ۔
0,کہنے کی ضرورت نہیں کہ فلم میں گولی_باری کے لئے مناسب جگہ تو ہے ہی آئٹم سانگس کے لئے بھی اسپیس ہے ۔
0,چونکہ یہ اس کیٹیگری کی فلم ہے جسے دماغ گھر میں رکھ کر دیکھنے جایا جاتا ہے اس سے نہ تو پولس کی امیج پر کوئی اثر پڑنا ہے اور نہ ہی ضلع غازی_آباد کی کوئی بدنامی ہونی ہے ۔
1,ہدایت_کار کی بات کریں تو آنندکمار کام کا اوسط ہے ۔
0,فنکاروں کی اداکاری میں سنجیدگی نہیں ہے ۔
1,سنجےدت ارشدوارثی اور نے بطور ایکٹر اپنی نئی امیج بنانے کی کوشش کی ہے ۔
0,وویک_اوبرائے ، چندرچورن_سنگھ ، پریش_راول ، آشوتوش_رانا ، دوّیادّتا اور منیشالامبا اپنی اپنی ایکٹنگ میں فٹ ہیں ۔
0,ممبئی کے ایلیفینٹا کے مجسمے ہوں یا سارناتھ واقع بھگوان_بدھ کا مجسمہ ، ان اساطیری وراثت کو کینواس پر رنگوں میں سجا دیکھنا بھی ایک پرسکون احساس کراتا ہے ۔
0,تیل_آلود رنگوں کے مرکب سے بنی ان دلکش تصاویر میں آپ کو کھجوراہو کی شو پاروتی جیسی تمام مورتیوں کو دیکھنے کا موقع ملے گا ۔
0,جسے مختلف چٹکیلے رنگوں کے استعمال سے مصور ` سلن_مرگود ` نے کینوس پر رچا ہے ۔
0,آزادبھون میں ` پاسٹ_انٹوپرزنٹ ` نامی پینٹنگ نمائش میں لگے پُرحیات تصویروں کو دیکھ کر ایسا معلوم پڑتا ہے جیسے یہ ابھی بول پڑیں گی ۔
0,لیکن اس کا یہ مطلب نہیں ہے کہ تم سمرکیمپ جا رہی ہو ۔
0,انجلی ! وہ تو ٹھیک ہے ، ہم تو چلے جائیں گے سمرکیمپ ، لیکن وہاں تمھارے پاپا تو نہیں آنے والے نا ۔
0,میری انجلی ، تمھاری انجلی سے زیادہ خوبصورت ہے ۔
1,ڈیر پاپا ! معذرت ، دادی میں اور ، آپ کو بنا بتائے چلے گئے ۔
1,پیارے خدا ! مہربانی کر کے ابّا آپ کو خوش رکھئے اور اتنا دے دیجئے کہ وہ مجھے یاد نہ کریں ۔
1,آپ تو جانتے ہیں ، میرے وہ بنا کچھ نہیں کر سکتے ۔
1,اب میں خدا سے ممی کے کیا لئے مانگوں ، وہ انھیں کے پاس تو ہیں ۔
0,وہ جو چاہتی ہیں ان سے مانگ سکتی ہیں ۔
0,انجلی ! تم کہاں چلی گئی ہو ؟
0,تم جانتی ہو کہ تمھارے بنا میں کتنا اکیلا ہو جاؤنگا ۔
0,یہ انجلی کون ہیں ؟
0,انجلی ! میری آٹھ سال کی بیٹی ہے ۔
1,انجلی ! تمھاری صحت تو ٹھیک ہے ؟ نا
0,مجھے ٹینا کے بارے میں پتہ نہیں تھا ۔
0,کیسے پتہ ہوتا ، تم تو غائب ہی ہو گئی ۔
0,جب مجھے میرے دوست کی ضرورت تھی ، تم تو تھی ہی نہیں ۔
1,لڑکیاں باسکٹ _ بال نہیں کھیل ۔ سکتیں
1,اس نے تم سے سچ کہا اور تم اس لڑنے سے لگی ؟
0,کیوں ؟
1,کالج روز میں مس انجلی آپ کو باسکٹ _ بال میں ہرا نہیں دیتی تھی کیا ؟
0,روز روز نہیں ہراتی تھیں ، کبھی - کبھی ہراتی تھی ۔
0,یاد کرو انجلی ! تم روز ہارتی تھی ۔
0,میں ، تمھیں ابھی اسی وقت چیلنج کرتی ہوں ، میرے ساتھ کھیلو ۔
0,ہائے ٹینا ! آج اگر تم یہاں ہوتی نہ ، تو تم فخر سے کہہ سکتی کہ انجلی میری بیٹی ہے ۔
0,کیونکہ وہ بہت اچھی ہے اور کیوں نہ ہو ، اس کا نام انجلی جو ہے ۔
0,لیکن پتہ ہے ، اس کی سب سے اچھی بات کیا ہے ، کہ وہ بالکل تمھاری جیسی ہے ۔
0,انجلی بہت ہی پیاری لگ رہی ہے نا اس فوٹو میں ؟
0,وہ یہاں نہیں اسلئے روز اس کی فوٹو دیکھ دیکھ کر تو خوش ہو جاتا ہے ۔
0,امن ! شادی تو دسمبر میں ہو رہی ہے نا ، تو لندن کیوں نہیں ہو کر آتا ؟
0,لیکن مجھے ایسا لگتا ہے کہ وہ مجھ سے پیار نہیں کرتی ۔
1,مرد بہت کمزور ہوتے بیٹی ہیں ، بہت کمزور ہوتے ہیں ۔
0,یہ اصول تو بنا لیتے ہیں ، لیکن بھول جاتے ہیں دل کے آگے کوئی اصول نہیں ہوتا ۔
0,اور ہم ان ضدّی ، کمزور مردوں کو احساس دلاتے ہیں کہ دل کے رشتے دھڑکنوں سے بنتے ہیں ، اصولوں سے نہیں ۔
0,لیکن یہ دل کے رشتے ، دل کی بات کہہ دینے سے بنتے ہیں بیٹی ۔
0,تم اپنے دل کی بات کہہ دو انجلی ۔
0,کبھی کبھی دل کی بات کہنے سے دل ٹوٹ بھی سکتا ہے ۔
1,نہ گی کہو ، تو کون سا آباد رہے گا ؟
