treedepth,sentences
3,ٹیگور انگریزی نہیں جانتا کوئی بھی ہندوستانی انگریزی نہیں جانتا ۔
5,فلپ لارکن نے تو ۱۹۵۶ میں ٹیگور کے نام کو بگاڑ کر ` روینڈرم ` کیا اور ایک نازیبا لفظ بھی کہا ۔
3,کپل_سبّل اور نریندر مودی کی طرح وہ بھی تو شاعر ہیں ۔
4,یوں شروعاتی انتخاب ہو جائے تو اس بار ہندوستانی زبانوں سے چھ ہی تو اور پکڑنے رہ جائیں گے ۔
7,سنجیدہ معاملہ یہ ہے کہ بنگلہ قارئین کو چھوڑ کر ٹیگور کو اب میری ہی طرح تقریباً نہ کوئی پڑھتا ہے نہ پڑھنا چاہتا ہے ۔
4,عالمی ادب میں ان کی شہرت تاریخی ہے زندہء_جاوید نہیں ۔
8,میں بےغیرتی ، پشیمانی سے کہہ چکا ہوں کہ میرے لئے آج ہندوستان میں ٹیگور سے کہیں زیادہ موزوں نامدیوڈھسال ہے جس کی شاعری اور مشتبہ سیاسی چال چلن ایک تیکھی بحث جنم تو دیتے ہیں ۔
4,انگریزی میں اسی صدی موقع کو بھنانے کے لئے ان کی کچھ کتابیں ضرور چھپی ہیں لیکن بہت محدود شماروں میں ۔
1,فرانس میں تو کبھی کبھی سننے میں آتا ہے کہ جب سے ہندی سے ایک عوضی کھوج لیا گیا ہے ٹیگور کو لوگ بھول رہے ہیں بھلے ہی مثلاً ٹیٹی_نگر میں بھی اس کا طلوع نہ ہوا ہو ۔
1,بہرحال حقیقت یہ ہے کہ ٹیگور کا ہم عصر شاعر خلیل_جبران اب بھی ان سے ہزاروں گنا زیادہ خریدا پڑھا جا رہا ہے جبکہ جبران اور ٹیگور دونوں دنیا کے موافق ، حقیقی ادب کے شعبے میں آج کوئی بہت سنجیدگی سے نہیں لیتا ۔
5,ایک عجب اتفاق ہے کہ اسی سال جبران کی ۱۳۰ ویں سالگرہ ہے اور بیسیوں تراجم اور کروڑوں کاپیوں میں فروخت ہو چکی ان کی تخلیق ` دی پروفٹ ` کی ۹۰ سالگرہ بھی جو شیکسپئر کے بعد دنیا میں اب بھی سب سے زیادہ فروخت ہونے والی دوسری ادبی کتاب کہی جاتی ہے ۔
6,مجھے مکمل یقین ہے کہ ان میں سے کئی نے نہ ٹیگور کو پڑھا ہوگا نہ پڑھنا چاہتے ہونگے ۔
8,یہ بات الگ ہے کہ اگر ہندستان کے دوسرے ادبی نوبل کے لئے ایک عجیب لابینگ کا حصہ ہے تو شاید خود منتظم ، یا کنورنارائن یا سچّدانندن یا کسی خودساختہ دیگر امیدوار کو مل ہی جائے ۔
1,حالانکہ ہندی کے کچھ دیگر بیوقوف رجائیت_پسندوں کی طرح میں بھی سوچتا ہوں کہ اگر وہ ملے گا تو منگلیش ڈبرال کو جو اس پر بھی کم و بیش منحصر کرتا ہے کہ اشوک انھیں اپنے عالمی مشاعرے میں کیا رول دیتے ہیں یا شریکانت جی کے لہجے میں دیتا بھی ہے یا نہیں ۔
6,زمانہ کیا انھیں مہمانوں کا ترجمہ کرنے و پڑھنے یا جذبے میں گھسنے تک نہیں دیا جائے گا ؟
1,وشنوکھرے کا مضمون ` رویندر نوبل شتی کو یوں منانے کے جوکھم ` ( ۱۶ جون ) غیرمہذب ، غیرمتناسب اور بےصبر تو ہے ہی اوچھے_پن اور محرومی سے بھی بھرا ہوا ہے ۔
3,یوں تو اس محرومی مضمون کا فوری مقصد اشوک واجپیئی کے ذریعہ مجوزہ عالمی مشاعرہ کے انعقاد میں پہلے سے ہی پلیتا لگانا ہے ۔
4,لیکن لگے ہاتھ کچھ اور لوگوں سے حساب چکتا کرنا بھی اس کا مقصد ہے ۔
3,سب سے پہلے نوجوان شاعر ویومیش شکل سے ۔
2,پھر سینئر منگلیش ڈبرال سے ۔
4,کیا ہے کہ پہلے ہم سب لوگ وہیں رہتے تھے ۔
7,لیکن جب مسز ملہوترہ کا انتقال ہوا تو میرا دل وہاں نہیں لگا اسلئے میں نے سوچا کہ واپس اپنے ملک چلا جاؤں ۔
2,ٹینا آپ کے ساتھ واپس نہیں آئی ۔
3,نہیں اسے اپنی پڑھائی پوری کرنی تھی ۔
7,لیکن پھر مجھے اس کی بہت یاد آنے لگی تھی ، اسلئے میں نے اسے کہا کہ کالج کا آخری سال ہمارے کالج میں ختم کروگی ۔
3,آفٹرآل ، ہمارا کالج آکسفورڈ یونیورسٹی سے کم تھوڑے ہی ہے نہ یار ۔
3,میرے بچے ، تم ٹینا کا خیال رکھو گی نا ؟
4,جانتی ہو ، میں وہ پہلی لڑکی ہوں جسے راہول نے یہ فرینڈشپ بینڈ باندھا ہے ۔
3,جانتی ہو سونیا ، یہ فرینڈشپ میں صرف تمھیں دے رہا ہوں ۔
3,میرا آدھا گھنٹہ برباد کر دیا ۔
3,تم تھک نہیں جاتے ان اسٹوپڈ لڑکیوں کے پیچھے بھاگتے بھاگتے ؟
6,لیکن کیا تم ایک لڑکی ڈھونڈ نہیں سکتے ، جو خوبصورت بھی ہو ، جس کا تھوڑا بہت دماغ بھی ہو ؟
2,کہاں ملیگی مجھے ایسی لڑکی ؟
5,اور ویسے بھی ، ان لڑکیوں کے ساتھ تو میں صرف ٹائم_پاس کرتا ہوں کیونکہ ابھی تک وہ نہیں ملی نا ۔
6,کیا ہے کہ ابھی تک ایسی لڑکی نہیں ملی جسے دیکھ کر کچھ ہونے لگتا ہے ۔
5,جب وہ چلے تو سب دیکھتے رہ جائیں ، جب وہ رکے تو وقت رک جائے ۔
3,وہ ملیگی تو کیا کروگے ؟
6,اس کے سامنے جھک کے ، اپنی باہیں پھیلا کے کہوں گا کہ اے ! تم جو بھی ہو ، آئی لو یو ۔
3,اسلیے ٹینا ، تمھارا فرسٹ ڈے ہے آج کالج میں ؟
2,کیسا لگا آج یہاں کالج میں فرسٹ ڈے ؟
1,کیوں ؟
2,کچھ ۔ کچھ ہوا ؟ نا ،
2,میرے ٹائپ کی نہیں ہے ۔
4,ہندوستانی نہیں ہے نا ، لندن میں پلی بڑھی ہوئی ہے اور یہ لندن والیاں کچھ عجیب سی ہوتی ہیں ۔
7,دیکھو ، لڑکی تو وہ ہوتی ہے ، جسے گھر میں اپنی ماں کے پاس لے جایا جا سکے ۔
3,ایسے تو تمھیں کوئی نہیں ملنے والا ہے ، سمجھے !
5,اگر کوئی اور نہیں ملی نا ، تو میں تم سے شادی کر لونگا ۔
2,ویسے بھی تم سے تو کوئی شادی کرنے والا ہے نہیں ۔
4,ہمارے کالج کا ایک رول ہے ، ہم ہر ایک نئے طالبعلم کو گواتے ہیں ۔
3,راہول ! یہ پرنسپل صاحب کی بیٹی ہے ۔
4,تو کیا ہوا ، ہم اپنا رول کسی کے لئے نہیں توڑ سکتے ۔
3,دیکھو ، تم ہمارے لئے اور اس سارے کالج کے لئے ہندی میں ایک گانا گاؤ ۔
1,کیوں ؟
3,لندن جا کر ہندی بھول گئی ہو کیا ؟
2,راہول ! یہ ہندی میں گانا کیسے گا سکتی ہے ؟
4,لندن میں رہنے سے ، وہاں پڑھنے لکھنے سے ، میں اپنی تہذیب نہیں بھولی ۔
2,آج ہم کچھ نیا شروع کرنے والے ہیں ۔
6,لیکن شروع کرنے سے پہلے میں تم سب سے کچھ پوچھنا چاہتی ہوں ، کہ تم سب پیار کے بارے میں کیا جانتے ہو ؟
2,پیار دوستی ہے ۔
6,اگر وہ میری سب سے اچھی دوست نہیں بن سکتی ، تو میں اس سے کبھی پیار کر ہی نہیں سکتا ۔
1,کیونکہ دوستی ، بنا تو پیار ہوتا ہی نہیں ۔
3,کل کے کالج کمپٹیشن میں ہمارا کالج بیسٹ ہوگا ، ملہوترہ ۔
1,دوسرے کالج کے اسٹوڈنٹ دیکھتے ہی رہ جائینگے ۔
2,انجلی ! راہول کو تم کب سے جانتی ہو ؟
3,راہول تمھارا سب سے اچھا دوست ہے نا ؟
2,تم اس سے پیار نہیں کرتی ؟
1,میرے ڈیڈ کہا کرتے تھے ، مرد کا سر صرف تین عورتوں کے سامنے جھکتا ہے ۔
3,اپنی ماں کے سامنے ، ایک دُرگا ماں کے سامنے اور ۔۔۔ ۔
2,راہول تم یہاں اس وقت ؟
3,ان میں ' وگیان پرگتی ' اور ' آوشکار ' اہم ہیں ۔
3,` وگیان پرگتی ` کی لگ_بھگ ایک لاکھ کاپیاں شائع کی جاتی ہیں ۔
3,ان دونوں رسائل کی ڈیزائن ، طباعت کا اعلیٰ میعار ہے ۔
4,بیشتر ہندی روزنامہ اور اخبار و رسائل وقت وقت پر سائنسی اشیا شائع کرتی ہیں ۔
4,ہندی کے کچھ رسائل سائنس ، زراعت ، مویشیی پروری ، ماحولیات اور جنگلات پر مستقل کالم بھی شائع کرتے ہیں ۔
3,متعدد ہندی روزنامہ اخبار اپنے ہفتہ_وار ایڈیشن میں سائنس پر دلچسپ مواد دیتے ہیں ۔
3,اس جانب ` نوبھارت ٹائمز ` اور ` ہندوستان ` نے قابل ذکر کام کیا ہے ۔
6,کرکٹ میچ کا آنکھوں دیکھا حال سنانے میں ہندی کھیل مبصرین کے سامنے ترجمہ ، لفظیات اور محاوروں وغیرہ کے متعدد مسائل آئے ۔
9,لیکن انھوں نے تجربہ اور ` غلطی کرو اور اس سے سیکھو ` طریقہ کا استعمال کرتے ہوئے ان مشکلات پر فتح حاصل کی ۔
5,اب تو ہندی میں نہ صرف کرکٹ کا ، بلکہ لگ_بھگ سبھی کھیلوں کا اتنا اچھا حال سناتے ہیں کہ کچھ کھیل صحافی اسے سن کر کھیل کی رپورٹنگ کر دیتے ہیں ۔
4,ہندی میں کھیل سے متعلق کچھ رسائل نکلے ۔
4,لیکن ان سبھی کی اشاعت کچھ وقت بعد بند ہو گئی ۔
3,ان میں ` کھیل بھارتی ` کا نام قابل ذکر ہے ۔
3,` کھیل بھارتی ` کے علاوہ کچھ وقت تک ` اسپورٹس ویک ` نے ` کھیل یگ ` کی بھی اشاعت کی ۔
4,` کرکٹ سمراٹ ` نامی رسالہ بھی کچھ وقت اچھا چلا ۔
2,اس وقت ` کھیل کھلاڑی ` کے علاوہ ہندی میں شاید ہی کوئی دیگر کھیل رسالہ نکلتا ہو ۔
6,خواتین میں بیداری لانے اور انھیں جدوجہد آزادی میں شامل کرنے کا سہرا گاندھی جی کو ہے ۔
8,گاندھی جی پہلے لیڈر تھے جو خواتین اور مردوں کے درمیان کسی قسم کی تفریق یا امتیاز قبول کرنے کو تیار نہیں تھے ۔
6,انھوں نے سبھی مرد و عورت کو جدوجہد آزادی اور تخلیقی امور میں شامل ہونے کی اپیل کی ۔
8,صحافی پیشے میں خواتین کی آمد کا اعلان کرنے والا اور سماجی بیداری پھیلانے والا ہندی کا پہلا رسالہ ` بال بودھنی ` تھا ۔
3,اس کی اشاعت بھارتیندو ہریش چند نے پہلی جنوری ۱۸۷۴ کو کیا تھا ۔
9,"اس کے پہلے شمارے کے پہلے صفحے پر یہ گذارش شائع ہوئی تھی , ' میری پیاری بہنو ، میں تمھاری نئی بہن ، ` بال بودھنی ` آج تم لوگوں سے ملنے آئی ہوں اور میری یہ خواہش ہے کہ تم لوگوں سے ہر ماہ ایک بار ملوں ' ۔"
4,بیسویں صدی کی دوسری دہائی کے آغاز میں سدرشن آچاریہ نے الہ_آباد سے ` گرہ لکشمی ` رسالہ شائع کیا ۔
4,اسی برس بنارس سے بابو راو وشنو پراڈکر اور شانتی پریہ دیویدی کی ادارت میں خواتین کے لیے مفید رسالہ ` کملا ` کی اشاعت شروع ہوئی ۔
5,یہ اپنے وقت کا سب سے عمدہ خواتین افادیت رسالہ تھا ۔
3,اسی وقت گووِند شاستری دگویکر نے بنارس سے ` گرہستھ ` رسالے کی اشاعت شروع کی ۔
4,آزادی کے بعد خواتین کے رسائل کا اور فروغ ہوا ۔
4,بینیٹ کولمین کمپنی ( ٹائمز آف انڈیا ) گروپ نے انگریزی میں ` فمینا ` نکال کر اس کی شروعات کی ۔
5,پچھلی چار دہائیوں کے دوران ` فیمینا ` کی طرز پر ہندی میں ` واما ` نکالنے کی بھی کوشش کی گئی لیکن وہ کامیاب نہیں ہوئی ۔
2,` فیمینا ` کی طرز پر انگریزی میں ` سیوا ` بھی نکلتی ہے ۔
4,انگریزی کی خواتین صحافیوں کے طرز پر الہ_آباد کے دوست پرکاشن نے ` منورما ` کی اشاعت شروع کیا ۔
3,اسی طرح دلی پریس نے ` گرہ شوبھا ` کی اشاعت شروع کی ۔
3,ادھر خاندانی جھگڑے کے سبب ` منورما ` کی اشاعت بند ہے ۔
3,ادھر ہیمامالنی کی ادارت میں `` میری سہیلی `` اشاعت شروع ہوئی ہے ۔
3,متعدد خواتین تنظیمیں اپنا رسالہ نکالتے ہیں ۔
3,مدھوکشور کی ادارت میں ` مانوشی ` نکل رہی ہے ۔
3,بھوپال سے ` انوسوئیا ` کی اشاعت ہو رہی ہے ۔
2,مہیلا دکشتا سمیتی ` جننی ` نام سے ایک رسالہ نکالتی ہے ۔
7,اوشا رائے نے خواتین کے مسائل اور تعلیم ، صحت اور ماحولیات سے جڑے موضوعات پر بڑے اچھے ڈھنگ سے روشنی ڈالی ہے ۔
5,شہناز انکلی سریا سلامتی سے متعلق معاملوں کی ماہر ہیں ۔
3,تولین سنگھ ہمعصر سیاست کا بہترین تجزیہ کرتی ہیں ۔
7,مرنال پانڈے متعدد اخبارات و رسائل کی ادارت کے روپ میں نسائی معاملات ، مرد و عورت غیرہمواریت اور خواتین کی پسماندگی پر ہندی اور انگریزی میں برابر لکھتی رہی ہیں ۔
3,کومی کپور ` انڈین ایکسپریس ` کی مقامی مدیر ہیں ۔
5,این_ڈی_ٹی_وی کی برکھادت نے تو جوکھم_بھری جگہوں میں جاکر یہ ثابت کر دیا ہے کہ اب خواتین کسی شعبہ میں پیچھے نہیں ہیں ۔
3,ہندی فلمی رسالے کی شروعات عجب ڈھنگ سے ہوئی ۔
3,شروع میں ہرایک فلم کے بارے میں دو چار صفحہ کی ایک کتاب شائع کی جاتی تھی ۔
5,اس میں فلم کے اداکار و اداکارائیں کے ناموں کے ساتھ فلم کی کہانی کی تلخیص اور فلم کے سبھی گانے ہوتے تھے ۔
5,فلم سے متعلق اس شور شرابے اور بھوک نے دہلی میں فلم رسائل کو جنم دیا ۔
3,"دہلی ۱۹۳۲ میں لیکھرام کی ادارت میں ہفتہ_وار "" رنگ_بھومی "" کی اشاعت شروع ہوئی ۔"
3,اس کی قیمت دو پیسہ تھی ۔
6,سنا ہے کہ بہو کے والد کالج میں پروفیسر ہیں تو پھر لین_دین کی کیا بات ہوئی ہوگی ؟
4,عمر بھر ان کی طرح پروفیسری کرتے رہے ہونگے ، جوڑنے کا تو موقع ہی نہیں ملا ہوگا ۔
3,ایسا مت کہو خدا ، وہ اچھے خاصے خاندانی رئیس ہیں ۔
7,اگر میری سویٹی آتی تو اتنا لاتی اتنا لاتی کہ تجوری میں رکھتے رکھتے تھک جاتے ، لاکھوں کا ہے یہ میرا راجیش ۔
2,ارے راجیش ! یہاں آؤ یار یہ جو تمھارے سسر جی ہیں نہ ، بڑے دلچسپ انسان ہیں ۔
4,آپ کو بجانا وجانا بھی نہیں آتا ہے ، صرف پوز لے کر کھڑے ہیں ۔
3,لوگ کہتے ہیں بڑا اچھا بجا لیتے ہیں ، باقی آپ سنئے گا ، فیصلہ کیجئے گا ۔
4,بھیّا جی ! بھیّا جی ! آپ کو اور بی_بی جی کو نیچے بلایا ہے ، بڑے بھیّا کا تلک ہونے جا رہا ہے ۔
5,بات ان دنوں کی ہے ڈاکٹر صاحب ! جب ہم تینوں ساتھ میں پڑھا کرتے تھے ۔
1,ان کے کاکا ، ہم اور ہماری محترمہ ۔
5,ویسے تو ان کی مسکراہٹ کا آج بھی جواب نہیں لیکن ، اس زمانے میں ہر کوئی ان کی ایک جھلک کا دیوانہ تھا ۔
5,اگر یہیں پر سب دکھا دینگی تو شادی میں کیا خاطر کرینگی ؟
5,جی ، ہمارے یہاں کی خاطر تو جب آپ آئینگے تب پتہ چلیگا ۔
2,آپ تو آئینگے ہی ؟
5,اجی آئینگے کیوں نہیں اور جب ہم آئینگے تو آتش_بازیاں ہونگی ۔
6,بھیّا ! اگر آپ ہمارا کام کرینگے تو ہم اپنی امّی جی سے یعنی کہ آپ کی خالہ سے کہینگے کہ وہ آپ کے لئے ایک خوبصورت سی دلھن چن کر لائیں ۔
4,باجی وہاں بیٹھیں گی امّی ، یہ سیٹ تو ان کے بھائی ۔ برادروں کے لئے ہے ۔
5,ذرا انھیں پتہ تو چلے ہمارے یہاں کی خاطرداری کیسی ہے ؟
5,بھولا پرساد جی ہندی ادب میں کالیداس کی شکنتلا پر ریسرچ کر رہے ہیں ، ویسے انھیں اپنی شکنتلا کی بھی تلاش ہے ۔
5,باجی ، لڑکے والوں نے بہنوئی جی کے جوتے ایک لال و پیلے مٹھائی کے ڈبے میں چھپا دئے ہیں ۔
4,مان گئے بھیّا جی ، ایسی جگہ چنی ہے جوتے کے چھپانے کی کہ کسی کو شک ہی نہیں ہو سکتا ۔
4,ہائے بھگوان ! ہے مرلی منوہر ! آپ تو کرشموں کے دھنی ہیں ، نرالے سے نرالا کھیل کھیل سکتے ہیں ۔
6,بھگوان ! کوئی ایسا کرشمہ کر دو کہ بازی لے جائیں ہم اور الّو بنیں وہ ۔
5,للّو ! مجھے لگتا ہے کہ یہ ہمیں کہیں لے جانا چاہ رہا ہے ، شاید اسے معلوم ہے جوتے کہاں ہیں ۔
5,للّو ! ایک کام کرتے ہیں ، اب اس ڈبے کی جگہ یہ ڈبہ چھپا اور سن جوتوں کو ایسی جگہ چھپانا جہاں انھیں ڈھونڈتے ڈھونڈتے نانی یاد آ جائے ۔
4,بچّیوں ، بچّیوں ، میری بات سنو ، چلو پانچ سو روپئے میں بات پکی کرتے ہیں ۔
3,ہم لوگ پورے ایک ہزار ایک لینگے بہنوئی جی سے ، تبھی جوتے واپس ملیں گے ۔
4,ارے یار ! کمال کر رہا ہے تو ، یہاں ہمیں مدد کرنے کے بجائے وہاں بیٹھا بیٹھا پپیتا کھا رہا ہے ، ارے کچھ تو بول ۔
3,ماما جی ، پہلے آپ سودا ۔ وودا کر لو ، ہم تو آخر میں بولیں گے ۔
5,نشا جی ! اگر شادی میں ہنسی مذاق میں مجھ سے کوئی بھول ہوئی ہو تو مجھے معاف کر دیجئے گا ۔
3,تم ادھر آؤ ، تم کہاں چلے ؟
3,خوش ہو نا ، یہ رشتہ تمھیں نے کروایا ہے دے دیا بھنڈار پروفیسر صاحب نے ؟
7,کیا ہے مامی جی ، جب بھابھی کے ساتھ ان سب چیزوں کو تول کر دیکھا تو ان کا وزن ہماری بھابھی کے مقابلے رتّی بھر بھی نہیں نکلا ، چھوڑ کر آئے ۔
3,نہیں ، نہیں مالک ! آپ نے ہمیں عزت دی ، اتنی اچھی بھوجی لا کر دی ، بس ہم گنگا نہا آئے ۔
7,تو ہی تو کہتا ہے نا کہ پوجا کی شکل بالکل تیری اپنی بھابھی سے ملتی ہے ، بس یہی سمجھ لے کہ تیرے سامنے وہی کھڑی ہے اور تجھے دے رہی ہے ۔
6,دیکھو بھابھی سب سے زیادہ پیار اپنے دیور سے رکھتی ہے اسلئے دھیان رہے تیری بھابھی کو کبھی اس کے مائکے کی یاد نہ ستائے ، سمجھا ؟
4,چمیلی اسے کچھ سمجھا ، اتنی مشکل سے آج چھٹّی کے دن بھیّا کو کرکٹ کھیلنے کے لئے راضی کیا ہے ۔
4,ہے پریم ! کرکٹ فیلڈ پر صرف دیکھنے کی اجازت نہیں ہوتی ، ساتھ میں کھیلنا پڑتا ہے ۔
1,سب کا دھیان ہمارے نئے کھلاڑی کی طرف جنھوں نے پہلی ہی گیند میں منجھے ہوئے کھلاڑی کو کلین بولڈ کر دیا ۔
4,ہمارے نئے کھلاڑی بیٹنگ کی طرف مڑتے ہوئے ، اب میچ نے بڑا ہی دلچسپ موڑ لے لیا ہے ۔
3,ہمارے نئے کھلاڑی بڑی ہی خوداعتمادی کے ساتھ اپنی کریز پر ڈٹ گئے ہیں ۔
7,حلوائی سے بھی بات _ چیت ہو گئی ہے ، کہہ دیا ہے کہ بہو کی گودبھرائی کا فنکشن ہے ، سب کام صحیح وقت پر ہو جانا چاہیئے ۔
3,بھائی واہ ، بہو ! للّو کو انگریزی سکھا کر ایک دم انگلش_مین بنا دیا ہے ۔
4,بہو ! ذرا پوچھیں تو ہمارے سمدھی لوگ فنکشن کے لئے کب آ رہے ہیں ؟
7,جی ، ایسا ہے کہ ان کے کالج کے امتحانات ملتوی ہوتے ہوتے ابھی انھیں تاریخوں سے شروع ہو رہے ہیں ۔
2,اوہو ! کیا لڑکی ہے یہ ؟
3,نشا ! اٹھ بیٹا ، پریم آتا ہی ہوگا ۔
1,انتظار ؟
2,ہم نے تو نہیں کیا ۔
4,تو کیا آپ چھت پر کھڑی دن میں تارے گن رہی تھیں ؟
4,لوگ کہتے ہیں خوبصورت لڑکیاں جب جھوٹ بولتی ہیں تو اور بھی خوبصورت لگتی ہیں ۔
4,ویسے جیکی نے اس گانے کے رائٹس خریدنے میں اپنی ساری سیونگ خرچ کر ڈالی ہے ۔
4,` رنگریز ` تمل فلم کا ری_میک ہے اس میں جیکی کے اپوزٹ پریاآنند ہیروئن ہیں ۔
3,انوشکاشرما کے سر سے شاہ_رخ خان کا بھوت اتر ہی نہیں رہا ہے ۔
5,وہ کہتی ہیں کہ شاہ_رخ خان کو لوگ سمجھ نہیں پاتے اسلئے انھیں گھمنڈی کہتے ہیں ۔
1,شاہ_رخ خان کی اچھی دوست بن چکی انوشکاشرما کے ساتھ بھی فلم ` پی_کے ` میں آ رہی ہیں اور اب انڈسٹری کی خان تکڑی میں سلمان خان ہی رہ گئے ہیں جن کے ساتھ فلم کرنے کے لئے انوشکا بےچین ہیں ۔
11,ان کا کہنا ہے کہ وہ بس آفر کا انتظار کر رہی ہیں اگر سلمان کے ساتھ کام کرنے کا موقع ملا اور اسکرپٹ اچھی لگی تو وہ اسے چھوڑنے والی نہیں ۔
5,اگر انوشکا کو سلمان کے ساتھ فلم مل جاتی ہے تو ایک طرح سے وہ کرینہ اور کیٹرینہ کو پیچھے چھوڑ دیں گی ۔
4,کیونکہ کیٹرینہ کی لسٹ میں تین خان تو ہیں لیکن اچھی ایکٹنگ کے لئے تعریف نہیں ہے ۔
3,لیکن انوشکا اس معاملے میں ان سے کافی الگ ہیں ۔
2,سونل چوہان ان دنوں کافی چرچا میں ہیں ۔
4,فلم ` جنّت ` سے کیرئر شروع کرنے والی سونل اپنی خوبصورتی اور فٹنس کی وجہ سے آجکل چرچا میں ہیں ۔
2,سونل چوہان جلد ہی نیل نتن مکیش کے ساتھ فلم ` تھری_جی ` میں دکھائی دیں گی ۔
4,فلم میں سونل کی ریڈہاٹ بکنی کی بھی چرچا ہے اور نیل کے ساتھ ان کے تیس کِسیز کی بھی ۔
7,حالانکہ سونل کسنگ سینس کی خبر کو جھوٹ بتاتی ہیں لیکن اپنی بکنی باڈی کا چرچا بھی کرنا نہیں بھولتی ۔
4,چرچا اس بات کی ہے کہ بکنی سین میں سونل غضب کی چھریری لگ رہی ہیں ۔
7,اور ان کے چھریرے جسم کو دیکھ کر یہ سوچنا بھی فطری ہے کہ انھوں نے خوب ڈائٹنگ کی ہوگی ۔
5,لیکن سونل کا کہنا ہے کہ وہ ڈائٹنگ جیسے پروڈکٹس سے بالکل پرہیز کرتی ہیں ۔
2,ہاں وہ فٹنس کے لئے جم ضرور کرتی ہیں ۔
5,ان کا فٹنس منتر ہے ہر چیز کھاؤ لیکن جم میں کیلوری جلاؤ
4,وہ کہتی ہے کہ چار دن جم ضرور جانا چاہیئے ۔
5,جم میں جا کر ہی انھوں نے اپنے جسم کو اتنا پرکشش بنا لیا ورنہ انھیں کھانے کے معاملے میں کنٹرول کرنا بالکل پسند نہیں NULL ۔
3,آج سونل خود ہی خود پر فریفتہ رہتی ہیں ۔
3,ان کے مطابق انھیں اپنی باڈی میں ان کے لمبے پیر خاص پسند ہیں ۔
4,ویسے سونل تن کی ہی نہیں من کی بھی خوبصورت ایکٹریس ہیں ۔
7,پھر خبریں آئیں تھیں کہ نیل انھیں شادی تک کے لئے پرپوز کر چکے ہیں اور سونل ان کی دیوانگی سے ناراض ہو کر دوستی توڑ چکی ہیں ۔
4,اس دوستی کی کیمسٹری کا اصلاً امتحان تو فلم ` تفریحی ` ہی ہوگا ۔
4,` تھری_جی ` ایک ہارر تھرلر فلم ہے اور ۱۵ مارچ کو ریلیز ہونی ہے ۔
2,بہت زیادہ وقت نہیں گزرا ہے ۔
5,محض تین چار برس پہلے تک بالی_ووڈ کے پروڈیوسر و ڈائریکٹر سمجھ نہیں پا رہے تھے کہ ہندوستانی ناظرین آخر دیکھنا کیا چاہتے ہیں ؟
3,سبھی تجربہ کرنے میں لگے تھے ۔
5,لیکن ہندوستانی ناظرین کو جو بات پسند آئی وہ تھی بڑے پردے پر چھوٹے قصبے کی لوکیشنس ۔
4,یعنی بالی_ووڈ فلموں میں ہندوستانی دیہات اور قصبوں کی فلمبندی ۔
2,یہ ٹرینڈ کہاں سے شروع ہوا ، کچھ صحیح سے نہیں بتایا جا سکتا کیونکہ ہمارے یہاں پہلے بھی ایسی فلمیں بنتی رہی ہیں ۔
6,دماغ پر زور نہیں ڈالنا پڑتا اور ` ` لگان ` ` ، ` ` سودیش ` ` اور ` ` غدر ` ` جیسی بہترین و کامیاب فلموں کی یاد ذہن میں تازہ ہو جاتی ہے ۔
5,یہ بتایا جاتا ہے کہ دیہات اور قصبے تو پہلے بھی ناظرین کو پسند آتے رہے ہیں ۔
1,حالانکہ سورج برجاتیا کی ` ویواہ ` اور ` ہم ساتھ ساتھ ہیں ` میں بھی گاؤں کے لوکیشنس تھے لیکن پرکاش_جھا تو جیسے قسم کھا کر آئے ہیں کہ اپنی زیادہ_تر فلموں کی زمین گاؤں یا قصبوں پر مبنی ہی بنائیں گے ۔
4,اس کے علاوہ ہماری بلیک اینڈ وہائٹ فلمیں تو گاؤں کی کہانیوں پر ہی بنتی تھیں ۔
1,بہرحال ایسی فلموں کا سلسلہ سا چل نکلنے یا اسے ایک ٹرینڈ کی طرح تجربہ کرنے کی شروعات کی بات کریں تو ۲۰۱۰ میں ریلیز ہوئی ` دبنگ ` اور ` پیپلی لائیو ` کی کامیابی اس کی انسپریشن کی وجہ مانا جا سکتا ہے ۔
3,دونوں میں ہندوستانی گاؤں کی اس کے اصل روپ میں فلمبندی کی گئی تھی ۔
8,دراصل اس سے پہلے بنی زیادہ_تر فلمیں اگر گاؤں یا قصبے بھی گئے تو اس کا رنگ و روغن کر اس قدر خوبصورت بنا دیا گیا کہ گاؤں میں بھی شہروں کے نقوش نظر آنے لگے ۔
5,لیکن ` ` دبنگ ` ` نے گاؤں کو اسی انداز میں دکھایا جیسا وہ اصل میں تھا ۔
6,` پیپلی_لائیو ` میں گاؤں والوں کی مجبوریاں اور فقدان میں جینے کی مجبوری کو بڑی زندہ_دلی سے اتارا گیا پردے پر ۔
8,ان دونوں فلموں نے بالی_ووڈ فلمساز و ہدایتکار کو سوچنے پر مجبور کر دیا کہ ایسے موضوعات پر فلمیں بنائی جائیں جو ناظرین کو پسند آئیں ۔
7,انھیں محسوس ہوا کہ گاؤں اور قصبوں کی حقیقت لوگ دیکھنا چاہ رہے ہیں ۔
2,بس ، پھر کیا شروع ہو گیا سلسلہ ۔
1,بڑے پردے پر گاؤں اور قصبوں سے جڑی کہانیاں دکھانے کا ۔
3,کچھ چلیں اور کچھ پِٹ گئیں ۔
1,لیکن جو بھی پٹیں وہ کہیں نہ کہیں کمزور مکالمے اور ایکٹنگ کی وجہ سے نہ کہ چھوٹے قصبوں پر مبنی کہانیوں کی وجہ سے ۔
