,gender,sentences
1312,,دیویدی جی نے ادبی صحافت کے لئے کچھ اصول بنائے ۔
1313,any,وہ اس وقت کی پابندی یا صحافت کے مستقل وقت پر اشاعت کو زیادہ اہمیت دیتے تھے ۔
1314,m,وہ صحافت کے ناظموں کو اعتماد میں لینا ، آزادی اور شفافیت سے خیالات ظاہر کرنا ، مصنفین کو کچھ اجرت دینا ، قارئین کو نئی جانکاری اور نئی تخلیقات فراہم کرنا بھی لازمی سمجھتے تھے ۔
1315,,"بابوراو وشنو پراڑکر کے مطابق ` سروستی ` کا ہرایک شمارہ اپنے آپ میں تکمیلیت لئے ہوئے ہوتا تھا , اس کا ہرایک شمارہ مدیر کی شخصیت کا اعلان کرتا تھا ۔"
1316,,۲۰ کی دہائی کے تیسرے سال کلکتہ سے طنز و مزاح سے بھرپور ` متوالا ` کی اشاعت ہوئی ۔
1317,f,اس میں تبھی موجودہ ہندی مصنفین کی تخلیقات ان کی زندگی کا تعارف اور تنقید چھپتی تھی ۔
1318,,ہندی کے عظیم شاعر سُرجکانت ترپاٹھی نرالا ` متوالا ` کی اشاعت سے شدید طور سے جڑے تھے ۔
1319,,رامانند جی چٹرجی کی ترغیب پاکر ۱۹۸۲ میں ماڈرن ریویو پرواسی پرکاشن سموہ نے ` وشال بھارت ` کی اشاعت شروع کی ۔
1320,m,بنارسیداس چترویدی اس کے مدیر تھے ۔
1321,,اس رسالے نے اپنے علمی مضامین ، بھرپور تبصروں ، عمدہ تصاویر کے سبب اپنے لئے جلد ہی ہندی رسالوں میں خصوصی مقام بنا لیا ۔
1322,f,ہزاری_پرساد دیویدی کی ادارت میں شانتی نکیتن سے ۱۹۴۲ میں سہہ_ماہی ` وشوبھارتی ` کی اشاعت بھی ہندی ہفتہ_وار کی اشاعت میں میل کا پتھر تھی ۔
1323,,` وشوبھارتی ` میں متعدد دانشوروں کے تحقیقی اور مفکرانہ مضامین شائع ہوئے ۔
1324,,مہاتماگاندھی نے ` وشوبھارت ` کی اشاعت کو حوصلہ_مند کوشش کہا تھا ۔
1325,,ہفتہ_وار `` دھرم یُگ `` اور `` ہندستان `` کی اشاعت نے ہندی صحافت کی بڑی کمی کو پورا کیا تھا ۔
1326,m,` دھرم یگ ` کے پہلے مدیر جوشی برادران ڈاکٹر ہیمچند جوشی اور الاچند جوشی تھے ۔
1327,f,انھوں نے بڑی مہارت سے اس کی شروعات کی ۔
1328,m,بعد میں دھرم ویر بھارتی نے اپنی ادارت سے اس میں چار چاند لگائے ۔
1329,m,` دھرم یگ ` ، ` ساگریکا ` ، ` پراگ ` اور پھر `` سنڈے میل `` میں کنھیّا لال نندن جیسے ادیب اور مدیر نے سماجی ، ثقافتی سروکاروں کا تحفظ کرنے میں اہم تعاون دیا ۔
1330,m,منوہرشیام جوشی کی ادارت میں ` ساپتاہک ہندوستان ` نے بڑا ریکارڈ بنایا ۔
1331,,جنگ عظیم کے بعد ملک میں صنعتوں کے قیام کے لئے کارپوریشن میں کچھ کمپنیاں تشکیل دی گئیں لیکن ان کے حصص_کنندگان کی تعداد ہزاروں میں تھی ۔
1332,any,معاشی صحافت تبھی فروغ پا سکتی ہے جب معاشی شعبے میں تیزی سے سرمایہ لگا ہو ، کمپنیاں اچھا فائدہ دیں اور ان کے حصص کی قدر تیزی سے بڑھے ۔
1333,m,متعدد نئی کمپنیوں نے کام شروع کیا ۔
1334,m,لوگ ایک معاشی رسالہ کی ضرورت محسوس کرنے لگے ۔
1335,f,اس مانگ کو پورا کرنے کے لیے معاشی رسالوں ، `` اکنامِک ٹائمز `` اور `` فائننشیئل ایکسپریس `` کی اشاعت شروع ہوئی ۔
1336,m,ان کی اشاعت کے بیچ فقط دو ہفتہ کا فرق تھا ۔
1337,any,یہ دونوں اخبارات ممبئی سے شائع ہوئے جسے ملک کی معاشی راجدھانی کہا جاتا تھا ۔
1338,m,عوام نے ان دونوں رسالوں کا استقبال کیا ۔
1339,m,کچھ برس بعد دونوں رسالوں نے دلی سے بھی اپنے شمارے نکالنے شروع کئے ۔
1340,m,۱۹۷۵ میں ` بزنس اسٹینڈرڈ ` نے کلکتہ سے اشاعت شروع کیا ۔
1341,m,اسی وقت ` اکنامک ٹائمز ` نے کلکتہ شمارہ شروع کیا ۔
1342,,اس کی دیکھا دیکھی ` فائننشیل ایکسپریس ` نے پہلے چِنّئی اور پھر کلکتہ سے اور ` اکنامک ٹائمز ` نے احمدآباد سے اپنے شمارے نکالے ۔
1343,f,ہندستان میں شائع ہونے والی پہلی سائنسی میگزین ` ایشیاٹک ریسرچ ` تھی ۔
1344,m,اس کی اشاعت ۱۷۸۸ میں رائل ایشیاٹک سوسائٹی نے کیا تھا ۔
1345,f,ہندوستانی زبانوں میں شائع پہلی سائنسی میگزین ` بنگلہ ` میں ۱۸۲۱ میں شائع ` پرشناولی ` تھی ۔
1346,any,ہندی میں سائنسی رسالے کا آغاز کرنے کا سہرا ` آیوروید مہاسمّیلن پتریکا ` کو ہے ۔
1347,f,اس کی اشاعت ۱۹۱۳ میں شروع ہوئی ۔
1348,any,یہ رسالہ اب بھی شائع ہو رہا ہے ۔
1349,m,اس رسالہ میں آیوروید سے متعلق مضامین شائع ہوتے تھے ۔
1350,f,` آیوروید مہاسمّیلن پتریکا ` کی اشاعت کے دو برس بعد ۱۹۱۵ میں الہ_آباد کی سائنس کونسل نے ` سائنس پتریکا ` کی اشاعت شروع کی ۔
1351,m,اس پرچہ کی اشاعت میں شروع سے اب تک الہ_آباد یونیورسٹی کے سائنس شعبہ کے ممبر اور چوٹی کے سائنسداں تعاون دیتے رہے ہیں ۔
1352,any,عوام کے لئے آسان اور صریحی زبان و اسلوب میں لکھے رسائل ہی مفید ہو سکتے ہیں ۔
1353,m,ہندی میں اس قسم کے متعدد ہفتہ_وار ، پندرہ_روزہ اور ماہانہ رسائل نکلتے ہیں ۔
1354,f,ہالی_ووڈ ہدایت_کار اسٹیون اسپل_برگ کی صدارت والی نو رکنی جیوری نے فلم کے ہدایت_کار فرانسیسی نژاد کے ٹینشیائی فلمساز عبدالطیف کیچچے اور اس کی دو جوان اداکاروں اڈیل _ ایکساکورپولس اور لی _ سوڈوکس کے کام کی ستائش کی گئی ۔
1355,f,جیوری کے ارکان میں ہندوستانی اداکارہ ودّیابالن بھی شامل تھیں ۔
1356,m,تین گھنٹے کی فلم ` بلوازدی _ وارمیسٹ ` میں اڈیل نے ۱۵ سالہ لڑکی کا کردار نبھایا ہے جو اپنے سے بڑی عمر کی پہلی خاتون کے عشق میں مبتلا ہے ۔
1357,m,اس کردار کو لی نے نبھایا ہے ۔
1358,f,کانس میں اس سال انعامات کی دوڑ میں ۲۰ فلمیں شامل تھیں ۔
1359,m,فلمساز کون برادرس کی فلم انسائڈ لیون_ڈیوس کو دوسرا عمدہ_ترین انعام گرینڈ_پی ملا ۔
1360,any,یہ فلم پچھلی صدی کے ساتویں دہائی میں نیویارک میں لوک سنگیت پر مبنی ہے ۔
1361,,ایک دیگر امریکی برس_ڈرن کو فلم نیبراسکا کے لئے اعلیٰ_ترین اداکار فرحدی کی فلم دی_پوسٹ کے لئے بیرینیس_بیجو کو اعلیٰ_ترین اداکارہ کا اعزاز ملا ۔
1362,f,آسکر انعام_یافتہ فلم ` دی_آرٹسٹ ` میں بیجو کی اداکاری کی کافی تعریف ہوئی تھی ۔
1363,m,کان کے تیسرے اعلیٰ_ترین اعزاز ` دی_جیوری _ انعام ` سے جاپانی فلمساز ہیروکجوکوریدا کی فلم ` لائک _ فادرلائک _ سن ` کو نوازا گیا ۔
1364,any,یہ دو خاندانوں کی کہانی ہے جنھیں بعد میں خبر لگتی ہے کہ ان کا چھ سال کا بچہ ولادت کے وقت بدل گیا تھا ۔
1365,m,میکسکو میں نشیلے عناصر کے لئے ہو رہے تشدد پر مبنی فلم ` ہیلی ` کے لئے امت ایکّلانٹے کو اعلیٰ_ترین ہدایت_کار کا اعزاز دیا گیا ۔
1366,m,چین کے جیاجھانگے کو ان کے ملک میں پھیلی بدعنوانی کی جانچ پر مبنی فلم ` اے_ٹچ_آف_سن ` کے لئے اعلیٰ_ترین مکالمہ_نگار کا انعام ملا ۔
1367,m,بچپن سے پہاڑیوں پر چڑھنے کے شوقین نوجوان آئی_آئی_ٹین کشیپ _ راول ( 25 ) کو سائیکلنگ کا جنون سوار ہوا کہ وہ بنگلور سے کارپوریٹ کمپنی میں نوکری چھوڑ کر ۱۶ فروری کو سیاحتِ_ہند پر نکل گیا ۔
1368,m,اس دوران اس نے ماحول بچانے کے لئے الگ الگ ریاستوں میں ہو رہی کوششوں کو بھی لوگوں تک پہنچایا ۔
1369,any,سائیکل سے قریب ۱۲ ہزار کلو میٹر کا سفر طئے کرتے ہوئے وہ دلی سے پیر کو اپنے گھر کوٹا پہنچے گا ۔
1370,,اس کے والد نریش_چندراول یہاں فوج میں کرنل ہیں اور ماں پریتی خاتون_خانہ ہیں ۔
1371,m,آئی_آئی_ٹی کانپور سے ایم_ایس_سی ( ریاضی ) کرنے کے بعد اس نے دو سال جینپیکٹ سافٹویر کمپنی ، بنگلور میں بزنس اینالسٹ کے عہدے پر کام کیا ۔
1372,m,آفس آنے جانے کے لئے بھی وہ روز ۱۲ کلو میٹر سائیکل ہی چلاتا تھا ۔
1373,m,` سیودی_ارتھ ` مشن کو لے کر اس نے کنّیاکماری ، کیرل ، کرناٹک ، جموں_وکشمیر ، ہماچل و پنجاب سمیت ۱۰ ریاستوں کی مشکل پہاڑی اور برفیلے راستوں پر اکیلے سائیکل سفر کیا ۔
1374,m,کشیپ نے آئی_آئی_ٹی میں پڑھتے ہوئے ماءونٹینری کا کورس بھی کیا تھا ۔
1375,f,سفر کے دوران میدانی علاقوں میں اس نے ایک دن میں ۱۵۰ کلو میٹر تک سائیکلنگ کی ۔
1376,m,الگ الگ ریاستوں میں اسے مخالف موسم کا سامنا کرنا پڑا ۔
1377,m,بھیانک گرمی ، برسات اور برفیلے راستوں سے گزرنا پڑا ۔
1378,m,اس نے ماحول بچانے کے لئے الگ الگ ریاستوں میں کی جا رہی کوششوں کو فیس_بک کے ذریعہ لوگوں تک پہنچایا ۔
1379,m,کشیپ نے فون پر بتایا کہ جنوبی ریاستوں میں لوگوں سے گفتگو کرتے ہوئے اس نے ملیالم جیسی کچھ زبانیں سیکھیں ۔
1380,any,وہ اب تک کئی پہاڑی علاقوں کی سائیکل سیر کر چکا ہے ۔
1381,any,نام سے ہی اندازہ لگ گیا تھا کہ یہ فلم خالص طور سے باکس_آفس کو دھیان میں رکھ کر بنائی گئی ہے ۔
1382,,دو گجّر گینگس کے خونریزی کے درمیان ٹکراؤ کے درمیان ایک پولس انسپکٹر کی ہیروگیری ۔
1383,,لمبی چوڑی اسٹار کاسٹ اور کئی قسم کے مسالے ۔
1384,,لیکن فلم ضلع غازی_آباد میں ایسا کچھ بھی نہیں ہے کہ کوئی تنازعہ کھڑا ہو ۔
1385,any,فلم میں موجود فوجی ستبیرگجّر اور پریتم_سنگھ جیسے کچھ نام ضرور احساس دلا دیتے ہیں کہ یہ حقیقی کہانی پر مبنی فلم ہے لیکن یہ سچ نہیں ہے ۔
1386,any,سچ تو یہ ہے کہ ضلع غازی_آباد کچھ ہٹ اور مشہور گینگیسٹر اور پولسیا فلموں کی چھایا ہے ۔
1387,m,اس فلم کو بنا کسی شک کے ` ` اومکارا ، دبنگ ، سنگھم اور راوڈی_راٹھور ` ` کی کاکٹیل بھی کہا جاتا ہے ۔
1388,any,کل ملا کر یہی کہ ٹائٹل کے علاوہ اس فلم کا تعلق کسی بھی معاملے میں غازی_آباد سے نہیں ہے ۔
1389,,کچھ مناظر کو چھوڑ دیں تو ، اس کی زیادہ_تر شوٹنگ مہاراشٹر کے وائی شہر میں ہوئی ہے ۔
1390,any,ضلع غازی_آباد میں دو گجّڑ گینگس کے ٹکراؤ کی کہانی ہے ۔
1391,,ایک گینگ ہے فوجی کا اور دوسرا ماسٹر جی عرف ستبیرگجّر کا ۔
1392,f,جب ان دونوں گینگس کی آپسی لڑائی ضلع کے عام باشندوں کے لئے مصیبت بن جاتی ہے تو اینٹری ہوتی ہے ایک افلاطون قسم کے انسپکٹر پریتم_سنگھ کی ۔
1393,,پریتم_سنگھ سفارتی طریقے سے دونوں گینگس کا خاتمہ کراتا ہے اور اپنی دبنگئی سے محکمہ اور عام آدمی کی واہ_واہی لوٹتا ہے ۔
1394,any,کہنے کی ضرورت نہیں کہ فلم میں گولی_باری کے لئے مناسب جگہ تو ہے ہی آئٹم سانگس کے لئے بھی اسپیس ہے ۔
1395,,چونکہ یہ اس کیٹیگری کی فلم ہے جسے دماغ گھر میں رکھ کر دیکھنے جایا جاتا ہے اس سے نہ تو پولس کی امیج پر کوئی اثر پڑنا ہے اور نہ ہی ضلع غازی_آباد کی کوئی بدنامی ہونی ہے ۔
1396,,ہدایت_کار کی بات کریں تو آنندکمار کا کام اوسط ہے ۔
1397,any,فنکاروں کی اداکاری میں سنجیدگی نہیں ہے ۔
1398,f,سنجےدت اور ارشدوارثی نے بطور ایکٹر اپنی نئی امیج بنانے کی کوشش کی ہے ۔
1399,any,وویک_اوبرائے ، چندرچورن_سنگھ ، پریش_راول ، آشوتوش_رانا ، دوّیادّتا اور منیشالامبا اپنی اپنی ایکٹنگ میں فٹ ہیں ۔
1400,m,ممبئی کے ایلیفینٹا کے مجسمے ہوں یا سارناتھ واقع بھگوان_بدھ کا مجسمہ ، ان اساطیری وراثت کو کینواس پر رنگوں میں سجا دیکھنا بھی ایک پرسکون احساس کراتا ہے ۔
1401,m,تیل_آلود رنگوں کے مرکب سے بنی ان دلکش تصاویر میں آپ کو کھجوراہو کی شو پاروتی جیسی تمام مورتیوں کو دیکھنے کا موقع ملے گا ۔
1402,any,جسے مختلف چٹکیلے رنگوں کے استعمال سے مصور ` سلن_مرگود ` نے کینوس پر رچا ہے ۔
1403,m,آزادبھون میں ` پاسٹ_انٹوپرزنٹ ` نامی پینٹنگ نمائش میں لگے پُرحیات تصویروں کو دیکھ کر ایسا معلوم پڑتا ہے جیسے یہ ابھی بول پڑیں گی ۔
1404,f,فن شائقین کے لئے بےحد پسندیدہ رہی اس نمائش میں لوگوں کے لئے ان خاص تصاویر کے علاوہ رقص کرتی اس خاتون کی تصویر بھی رہی جس کی مورتی موہن_جوداڑو کی کھدائی سے حاصل ہوئی ہے ۔
1405,m,وہیں نٹراجن اور کرناٹک کی افسانوی مورتیوں میں سے ایک نندی_بیل کی تصویر کو بھی لوگوں نے پسند کیا ۔
1406,any,نمائش میں بھگوان بدھ کی تصویر بھی ہے جس میں ان کے چہرے کے الگ الگ تاثرات کو مجسموں سے لیا گیا ہے ساتھ ہی ان میں کچھ فنی نمونے بھی شامل ہیں ۔
1407,m,بھگوان وشنو کے غرور کے ساتھ تصاویر میں اشوک استمبھ کو بھی فنکار نے لکیروں سے سجایا ہے ۔
1408,any,یہ بہترین پینٹنگ نمائش ۲۹ مئی تک چلے گی ۔
1409,any,خواتین سے متعلق واردات میں مسلسل ہو رہے اضافے کے پیچھے کون ہے ذمہ_دار ۔
1410,,انتظامیہ ، پولس ، قانون ، سماج یا پھر سرکار ۔
1411,,ان سوالوں کے نتائج پر پہنچنا تو ابھی تک ممکن نہیں ہو پایا ہے لیکن جب نوجوان فنکاروں نے ان سوالوں کو طنز و مزاح کے روپ میں اسٹیج پر پیش کیا تو ناظرین ان میں چھپی سچائی کو جاننے کی کوشش میں دکھائے دئے ۔
1412,f,مکت_دھارا آڈیٹوریم میں دکھایا گیا ڈرامہ ` جنتادربار ` کے دوران ناظرین نے خاص طور پر سمجھنے کی کوشش کی ۔
1413,f,غیرسرکاری ادارے کے ذریعہ منعقد سالانہ پروگرام مسکراہٹ ۲۰۱۳ کے تحت اس ناٹک کی ہدایتکاری راجیوسنہا نے کی ۔
1414,m,ڈرامے میں دکھایا گیا جب ایک غریب بھکاری کو کائنسلر بنایا جاتا ہے تو سماعت میں آئی خاتون خود کے ساتھ ہوئے زدوکوب کے لئے مدد مانگتی ہے ۔
1415,,سماعت کے دوران ماں-باپ کو بتایا جاتا ہے اور سوال کیا جاتا ہے کہ اس کے لئے کون ذمہ_دار ہے وہ سماج کو ملزم ٹھہراتے ہیں ۔
1416,m,سماج کے ٹھیکیدار انتظامیہ کو ذمہ_دار بتاتے ہے ۔
1417,,وہیں انتظامیہ قانون کو اور قانون سرکار کو ۔
1418,m,اس طرح آخر میں حکومت کے ذریعہ اپنی سہولیت کے مطابق قانون میں ترمیم کرنے کی کوشش کو بھی طنزیہ مکالمات کے ذریعہ پیش کیا گیا ۔
1419,m,ڈرامے کے اہم فنکاروں میں ریشوسنہا ، سنجیوملک ، سوپنل راج_گورو و ودّیاوشوناتھن نے اپنی فنکاری سے متاثر کیا ۔
1420,f,ساہتیہ-کلا-پریشد کے تعاون سے دلی حکومت کے محکمہءفن ، ثقافت و السنہ کے ذریعہ منعقدہ ۳۰ ویں بھارتی ندو ناٹیہ اتسو تقریب پیر کو شری رام سینٹر میں شروع ہوئی ۔
1421,f,تقریب کے پہلے دن ناکام محبت کی لازوال علامت بن چکی ` لیلیٰ_مجنوں ` کی کہانی پیش کی گئی ۔
1422,m,۲۵ مارچ تک چلنے والے اس میلے میں ایک ہفتے تک کئی نامی ہدایتکاروں کی ہدایتکاری میں کئی بہترین ڈراموں کو پیش کیا جائے گا ۔
1423,m,ناتھرام گوڑ کے لکھے ڈرامے ` لیلامجنوں ` کی ہدایت این ایس ڈی گریجوئیٹ انل چودھری نے کیا ہے ۔
1424,m,محبت کی اس لاجواب داستان کو جب نوٹنکی طرز میں دلچسپ اور ماہرانہ انداز میں پیش کیا گیا ہے ۔
1425,,جسے دیکھ کر ناظرین کا دل پسیج گیا اور ڈرامہ خوب پسند کیا گیا ۔
1426,m,تقریب کا افتتاح این ایس ڈی کی صدر امَل آنا نے کیا ۔
1427,m,آٹھ روزہ اس ںاٹیہ اتسو میں سلیم رضا ، سُہیلاکپور ، باپی بوس جیسے نامی گرامی ہدایتکاروں کے علاوہ مختلف موضوعات پر مرکوز کئی نامی گرامی ڈراموں کو پیش کیا جائے گا ۔
1428,m,بھگوتی چرن ورما کے مشہور ناول چندرلیکھا پر مبنی اسی نام سے بنا ڈرامہ بھی اسی تقریب میں پیش ہوگا ۔
1429,,اس کی ہدایتکاری سریندرشرما نے کی ہے ۔
1430,m,چتراسنگھ کی ہدایت_کاری میں قصہ موجپور بھی پیش کیا جائے گا ۔
1431,m,منگل کو سعادت حسن منٹو کی سوانح اور ان کے کردار پر مبنی ڈرامے ` ایک کتے کی کہانی ` سلیم رضا کی ہدایت میں پیش کیا جائے گا ۔
1432,any,اس ڈرامے کے قلم_کار دانش اقبال ہیں ۔
1433,any,رنر کے بطور قومی و بین_الاقوامی شہرت حاصل ہونے کے بعد حالات کی وجہ چنبل کا ڈکیت بننے والے پان سنگھ تومر کی کہانی پر مبنی فلم کو ۶۰ ویں قومی فلم انعامات میں سب سے اونچا مقام ملا ہے ۔
1434,,تگمانشودھولیا ہدایت_کردہ پان سنگھ تومر عمدہ_ترین فیچر فلم سے نوازی گئی ہے جبکہ اسی فلم میں بہترین اداکاری کے لئے عرفان کو عمدہ_ترین اداکار کا اعزاز دیا گیا ہے ۔
1435,m,عرفان کے ساتھی مراٹھی اداکار وکرم گوکھلے کو بھی مراٹھی فلم کی اجازت کے لئے عمدہ_ترین اداکار کا اعزاز دیا گیا ہے ۔
1436,m,مراٹھی فلم ` ` دھگ ` ` میں اداکاری کے لئے مراٹھی اداکارہ اوشاجادو کو عمدہ_ترین اداکارہ کا اعزاز دیا گیا ہے ۔
1437,m,بزرگ فلم_کار باسوچٹرجی کی صدارت والی قومی فیچر فلم جیوری نے ۱۴ زبانوں میں کل ۳۸ فلموں کو مختلف انعامات کے لئے منتخب کیا جن میں کئی اہم انعامات ہندی اور مراٹھی فلموں کو گئے ہیں ۔
1438,m,عمدہ_ترین ہدایتکاری کا اہم اعزاز بھی ` ` دھگ ` ` کے لئے شیواجی لوٹن پاٹل کو دیا گیا ہے ۔
1439,any,ویسے ۶۰ ویں قومی فلم انعامات میں ہندی فلموں کا جلوہ رہا ۔
1440,,۲۰۱۲ کی مشہور اور مقبول فلم ` ` وکی ڈونر ` ` کو مکمل تفریح کے لئے عمدہ_ترین عوامی انعام ملا ہے تو ہدایتکار کی پہلی بہترین فلم کے لئے اندراگاندھی انعام بیدبرت پین کی چٹگاوں کو دیا گیا ہے ۔
1441,m,عمدہ_ترین اطفال فلم کا اعزاز بھی ہندی فلم ` ` دیکھ انڈین سرکس ` ` اور اسی فلم کے اطفال اداکار ویریندرپرتاپ کو بہترین اطفال اداکار کا انعام دینے کا فیصلہ کیا گیا ہے ۔
1442,m,عمدہ_ترین معاون ادکار انوکپور اور معاون ادکارہ ڈالی اہلوالیا کا انعام بھی وکی_ڈونر کے لئے دینے کا فیصلہ لیا گیا ۔
1443,m,۳ مئی کو پنڈت برجومہاراج بھی صدر کے ہاتھوں انعام حاصل کرینگے ۔
1444,m,انھیں یہ اعزاز کمل حاسن کی فلم ` ` وشوروپم ` ` کے ایک گیت کی کوریوگرافی کے لئے دیا گیا ہے ۔
1445,m,پرینکاچوپڑا کی بہن پرینیتی چوپڑا کو اس کی پہلی فلم ’ عشق_زادے ‘ کی اداکاری کے لیے جیوری نے خاص ذکر کے قابل مانا ۔
1446,,عمدہ_ترین گلوکار کا انعام ہندی فلم ` چٹگاوں ` کے لئے شنکرمہادیون اور عمدہ_ترین گلوکارہ کا اعزاز مراٹھی فلم ` ` سنہتا ` ` کے گیت کے لئے آرتی انکلیکرٹکیکر کو دیا گیا ہے ۔
1447,any,۲۰۱۲ کی کچھ مشہور فلموں کو بڑے انعام نصیب نہیں ہوئے ۔
1448,m,کہانی کو عمدہ_ترین بنیادی مکالمے ( سجےگھوش ) اور عمدہ_ترین ایڈیٹنگ ( نمرتاراو ) کے اعزاز سے صبر کرنا پڑا جو گجراتی ناٹک پر مبنی ایک دیگر مشہور فلم ` اومائی_گاڈ ` کے عمدہ_ترین اڈیپٹیڈ اسکرین_پلے ( بھویش منڈالیا ، اومیش شکلا ) کے انعام سے ۔
1449,m,انوراگ کشیپ کی مشہور فلم ` گینگس آف واسے_پور ` کو ریکارڈنگ کے ایک تکنیکی انعام سے ہی اطمینان کرنا پڑا ۔
1450,,مہادیو آڈیٹوریم کو پرتھوی تھیئیٹر کا روپ ؟
1451,any,پرم کے برخلاف قومی فلم جیوری نے انعامات کی سفارشیں اطلاعات و نشریات کے وزیر کو سب سے پہلے سونپنے کی بجائے اسے میڈیا کے سامنے پہلے رکھ دیا ۔
1452,m,وزیراطلاعات و نشریات منیش تِواری کی صلاح پر ایسا کیا گیا جن کا ماننا ہے کہ جیوری نے غیرجانبدار ہو کر کام کیا ہے تو سب سے پہلے فاتحین کے نام کو عام کر دیا جانا چاہیئے ۔
1453,m,ڈاکیمنٹری فلموں کے لئے نمائش کے اچھے پلیٹ_فارم دستیاب کرانے کے ایک مشورے کے سیاق میں منیش تیواری نے جیوری ارکان سے کہا کہ ان کی وزارت دہلی میں واقع سرکاری مہادیوآڈیٹوریم کو ممبئی کے پرتھوی تھئِٹر جیسا روپ دیا جا سکتا ہے ۔
1454,any,چڑا ایک ڈال پر بیٹھا ہوا اپنے خالی گھونسلے کو دیکھ رہا تھا ۔
1455,,اس کے چہرے پر چڑچڑاہٹ تھی اور رہ رہ کر اس کی یہ چڑچڑاہٹ اس کی آواز میں ڈھل کر آ رہی تھی ۔
1456,m,گھونسلے میں چڑیا اور اس کے بچے نہیں تھے ۔
1457,,منے نے بھی دو بار جھانک کر دیکھا سچ میں گھونسلہ خالی پڑا تھا ۔
1458,,پیڑ پودوں سے پتّے جھڑ رہے تھے جو بار بار اس کے چہرے کو ادھر ادھر کر ان سے بچنے کی کوشش کر رہا تھا اور اس کی نیند ٹوٹ گئی ۔
1459,m,منے کو یاد آیا کہ کل رات وہ دادی سے کہانی سنتے سنتے سو گیا تھا ۔
1460,m,کہانی میں آگے کیا ہوا یہ تو پتہ ہی نہیں چلا ۔
1461,f,غالباً دادی نے اسے سویا دیکھ کر کہانی آگے نہیں سنائی ہوگی یا پھر دادی خود بھی سو گئی ہوگی کیونکہ ممی کہہ رہی تھی کہ بوڑھے لوگ جلدی تھک جاتے ہیں ۔
1462,f,دن بھر کچھ نہ کچھ کرتی بھی رہتی ہیں ۔
1463,f,آجکل اس کی دادی کچھ دنوں کے لئے اس کے پاس آئی ہوئی تھی ۔
1464,any,کوئی بات نہیں آج کہانی سن کر ہی سو جاوں گا منے نے خود سے کہا ۔
1465,,صبح کے ناشتے کے بعد ہی وہ دادی کے پاس جا پہنچا اور ضد کرنے لگا کہ کل کی کہانی سناؤ ۔
1466,m,دادی نے اسے سمجھایا کہ کہانی رات میں سنی جاتی ہے ۔
1467,any,دن میں کہانی سننے سے آدمی راستہ بھول جاتا ہے ۔
1468,f,اس نے پھر ضد کی ` ` نہیں ، مجھے سننی ہے ۔۔۔ وہی کل والی کہانی ` ` ۔
1469,m,` وہ تو سنا دی تھی ` ۔
1470,m,وہ سب میں کچھ نہیں جانتا ۔
1471,,میں سو گیا تھا ، بس مجھے کہانی سننی ہے ۔
1472,f,آپ کہتی ہیں رات میں سپنے میں کہانی پوری ہو جاتی ہے لیکن میں نے تو سپنے میں بھی پوری کہانی نہیں سنی اور نہ دیکھی ۔
1473,,اچھا ٹھیک ہے ، آج رات میں سن لینا ، میں پھر سے سنا دونگی ۔
1474,,بات طئے ہو گئی اور منا دن بھر انتظار کرتا رہا کہ کب رات ہو اور وہ دادی سے کہانی سنے ۔
1475,m,رات بھی ہو گئی اور جب سب نے کھانا کھا لیا تو منا پھر دادی کے بستر میں جا گھسا ۔
1476,,اس کے خیال سے اب سونے کا وقت ہو گیا تھا اور اسے دادی سے کل والی کہانی سننی تھی ۔
1477,m,اس نے پھر سے دادی کو کہانی سنانے کو کہا ۔
1478,m,دادی نے اس سے پوچھا - ` ` اچھا یہ بتا ، تو نے کہانی کہاں تک سنی تھی ؟ ` `
1479,,` ` آپ شروع سے سنائیے نا ۔۔۔
1480,any,اچھا ٹھیک ہے ۔
1481,,دادی نے کہانی شروع کرنے کے لئے پہلے اسے خبردار کیا ` ` لیکن کل کی طرح سے مت سو جانا ۔ ` `
1482,,` ` میں بالکل نہیں سوؤں گا بس آپ کہانی کہتے جائیے ۔ ` `
1483,any,` ` اچھا تو سن ` ` ایک تھا چڑا اور ایک تھی چڑیا ۔
1484,m,دونوں نے پیڑ کی ایک ڈال پر اپنا گھونسلہ بنا رکھا تھا ۔
1485,m,ان کے دو بچے تھے ۔
1486,m,ان لوگوں نے ان کا نام چیں_چیں اور چوں_چوں رکھا تھا ۔
1487,,ایک دن چڑیا کو کہیں سے چاول کے ڈھیر سارے دانے اور چڑا کو دال کے دانے ملے ۔
1488,m,دونوں نے سوچا کہ آج کچھ بنایا جائے ۔
1489,m,ہفتے کا آخری دن تھا یعنی سنیچر ۔
1490,m,چڑا اور چڑی چاہتے تھے کہ کھچڑی بنے لیکن بچوں کا من تھا کہ پلاؤ بنے ۔
1491,m,چڑا اور چڑی نے پلاؤ بنانا ہی طئے کیا ۔
1492,any,سو تو نہیں گئے ؟ دادی نے بیچ میں پوچھا ؛ نہیں دادی
1493,m,` ` تو سنو آگے سنو ` ` منا کو سویا نہ جان کر ، دادی نے کہانی آگے بڑھائی ۔
1494,m,ایک بڑا سا پتیلہ چڑھایا گیا ۔
1495,m,منے نے بیچ میں ہی روک کر متجسس ہو کر جاننا چاہا کہ چڑا چڑیا کا پیٹ تو چھوٹا ہوتا ہے تو پھر بڑا سا پتیلہ کیوں ؟
1496,m,دادی نے سمجھایا کہ گڑیوں کے برتن میں سے سب سے بڑا والا ۔
