senlen,sentences
17,اس کے علاوہ ہماری بلیک اینڈ وہائٹ فلمیں تو گاؤں کی کہانیوں پر ہی بنتی تھیں ۔
46,بہرحال ایسی فلموں کا سلسلہ سا چل نکلنے یا اسے ایک ٹرینڈ کی طرح تجربہ کرنے کی شروعات کی بات کریں تو ۲۰۱۰ میں ریلیز ہوئی ` دبنگ ` اور ` پیپلی لائیو ` کی کامیابی اس کی انسپریشن کی وجہ مانا جا سکتا ہے ۔
15,دونوں میں ہندوستانی گاؤں کی اس کے اصل روپ میں فلمبندی کی گئی تھی ۔
37,دراصل اس سے پہلے بنی زیادہ_تر فلمیں اگر گاؤں یا قصبے بھی گئے تو اس کا رنگ و روغن کر اس قدر خوبصورت بنا دیا گیا کہ گاؤں میں بھی شہروں کے نقوش نظر آنے لگے ۔
19,لیکن ` ` دبنگ ` ` نے گاؤں کو اسی انداز میں دکھایا جیسا وہ اصل میں تھا ۔
23,` پیپلی_لائیو ` میں گاؤں والوں کی مجبوریاں اور فقدان میں جینے کی مجبوری کو بڑی زندہ_دلی سے اتارا گیا پردے پر ۔
27,ان دونوں فلموں نے بالی_ووڈ فلمساز و ہدایتکار کو سوچنے پر مجبور کر دیا کہ ایسے موضوعات پر فلمیں بنائی جائیں جو ناظرین کو پسند آئیں ۔
15,انھیں محسوس ہوا کہ گاؤں اور قصبوں کی حقیقت لوگ دیکھنا چاہ رہے ہیں ۔
9,بس ، پھر کیا شروع ہو گیا سلسلہ ۔
12,بڑے پردے پر گاؤں اور قصبوں سے جڑی کہانیاں دکھانے کا ۔
7,کچھ چلیں اور کچھ پِٹ گئیں ۔
26,لیکن جو بھی پٹیں وہ کہیں نہ کہیں کمزور مکالمے اور ایکٹنگ کی وجہ سے نہ کہ چھوٹے قصبوں پر مبنی کہانیوں کی وجہ سے ۔
9,یعنی چھوٹے قصبے تو اب بھی ہٹ تھے ۔
32,پچھلے دنوں جانےمانے تخلیق_کار چیتن بھگت اور فلمساز و ہدایتکار ناگیش کُکُنر نے نیشنل جیوگرافک چینل کے ساتھ مل کر ہندوستانی گاؤں کی سیر پر نکلنے کے موقع کو خاص بتایا ۔
27,کیسی باتیں کرتی ہے تو ، بھائی بہن کے اور بہن بھائی کے کام نہیں آئے گی تو کون آئے گا ، بتا کیا کام ہے ؟
13,یہ ہے میری فرینڈ موہنی ، اسے تجھ سے کچھ کام تھا ۔
11,جی ، مجھے آپ کے سائیکولوجی کے نوٹس چاہیئے تھے ۔
8,اور اگر آپ خود پڑھا دیتے تو ۔۔۔
17,وہ کیا ہے کہ سکھانے میں کوئی پرابلم نہیں ہے ، دراصل ٹائم کا پرابلم ہے ۔
7,یہ تو مجھے دیکھتا ہی نہیں ۔
10,لگتا ہے نیکیتا کے بارے میں سوچ رہا ہے ،
4,اب کیا کریں ؟
9,سوچ کیا رہی ہو موہنی ! کود جاوء ۔
24,اگر وہ نہیں آیا تو ، تو کیا پیار میں جان دینے والی تاریخ بناتے ہیں ، کود جاو موہنی ! کود جاو ۔
26,آپ یہاں تیرنے کی پریکٹس کرنے آتی ہے یا ڈوبنے کی ، ایک آدھ بار اور کودیں گی تو ڈوبنے کی پریکٹس ہو جائے گی ۔
17,سیدھی کھڑی رہو تم ، صرف دو فٹ پانی میں ہو تم ، کب آئی تم ؟
5,ابھی - ابھی آئی ۔
6,میں یہاں تیراکی سکھاتا ہوں ۔
7,کتنوں کو ڈوبا چکے ہو تم ؟
6,یہی کوئی تیس چالیس کو ۔
5,تم یہاں کیسے آئی ؟
24,بہت دنوں سے تیراکی نہیں کی تھی ، پتہ چلا تم یہاں تیراکی سکھاتے ہو ، سوچا پھر سے تیراکی شروع کر دوں ۔
6,کیوں نہیں ، کیوں نہیں ۔
7,تم مجھے ڈائیونگ سکھا سکتے ہو ؟
13,ارے ، ڈائیونگ میں تو مجھے تین چار میڈل مل چکے ہیں ۔
7,تم لوگوں کا لنچ ہو گیا ؟
8,بس بھیّا کا انتظار ہو رہا ہے ۔
5,میں بھی بیٹھ جاؤں ؟
17,او بیٹھو نا ، تم نہیں بیٹھو گی تو ہمارے گلے سے کھانا کیسے اترے گا ۔
6,میں نے سوچا یہاں منّا ۔۔۔
22,جب منّا یہاں آئے گا تو سامنے بیٹھ کر ایک دوسرے کو کھانا کھلانا تو دونوں کو تسلی ہو جائے گی ۔
20,مجھے پہلے پتہ ہوتا کہ یہاں پر تم جیسی بیہودہ لڑکیاں ہیں ، تو میں یہاں کبھی نہیں آتی ۔
7,منا ! میں جا رہی ہوں ۔
4,کالج چھوڑ کر ؟
7,نہیں ، یہ شہر چھوڑ کر ۔
11,ایک پاگل لڑکی کی بکواس پر تم شہر چھوڑ دوگی ۔
18,اتنا ذلیل ہونے کے بعد میں کسی کو اپنا منھ دکھانے کے لایق نہیں رہی ہوں نا ۔
18,نیکیتا ! میں تمھیں کیسے سمجھاؤں کہ یہ سب اتنا سنجیدگی سے لینے کی ضرورت نہیں ہے ۔
17,یہ سب تم جتنا سوچتے ہو ، اس سے کہیں زیادہ سنگین ہے ، چلتا ہوں ۔
7,نیکیتا ! پھر کب ملو گی ۔
3,کبھی نہیں ۔
5,اتفاق سے کبھی نہیں ؟
5,اتفاق سے بھی نہِیں ۔
5,کیا نیکیتا چلی گئی ؟
19,میں تو اس سے معافی مانگنا چاہتی تھی ، کل نہ جانے میں اسے کیا کیا کہہ دیا ۔
8,یہ مجھ سے کیا ہو گیا منا ؟
21,میں خود جانتی تھی کہ میں کہہ رہی ہوں لیکن میں سمجھتی کہ میں تم سے پیار کرنے لگی ہوں ۔
6,مجھ سے ؟ ہاں منّا !
17,میں تم سے پیار کرتی ہوں اور تمھیں پانے کے لئے کچھ بھی کر سکتی ہوں ۔
36,مجھے یقین نہیں ہو رہا موہنی کہ کوئی لڑکی مجھ سے اتنا پیار کر سکتی ہے اور وہ بھی تمھارے جیسی لڑکی جس کے لئے کالج کا کوئی بھی لڑکا قتل تک کر سکتا ہے ۔
9,تم میرے لئے مسکرا دو وہی کافی ہے ۔
26,موہنی ! مجھے یقین نہیں ہو رہا ہے کہ پیار کی جس انجانی خوشبو میں ، میں بھٹک رہا ہوں وہ میرے اتنے قریب ہوگی ۔
7,تو منّا ! تم مجھے اپناؤگے ؟
3,ہاں موہنی ۔
22,ہیلو ، ہیلو موہنی جی ! میں آپ سے یہ کہنا چاہ رہا تھا منّا آپ کو بیوقوف بنا رہا ہے ۔
26,محض سو روپئے کی ایک شرط جیتنے کے لئے آپ کا استعمال کیا جا رہا ہے ، آپ کے جذباتوں سے کھیلا جا رہا ہے ۔
5,یہ کیا مذاق ہے ؟
21,اگر اپنے خیرخواہ پر بھروسہ نہیں ہو تو آج شام گولڈن گیٹ جا کر اپنی آنکھوں سے دیکھ لیجئے گا ۔
14,موہنی ! اب ہمیں یہ روز روز کی ملاقاتیں کم کر دینی چاہیئے ۔
2,کیوں ؟
8,ارے ، امتحان قریب آ رہا ہے ۔
8,تم نیوی کا آفیسر بننا چاہتے ہو ؟
10,ہاں ، میرے والد کا یہ ہی خواب تھا ۔
28,مہاتما منشی رام جو آگے چل کر سوامی شردّھانند کے روپ میں مشہور ہوئے انھیں کے بیٹے اندر ودّیا واچسپتی ہندی صحافت کے ایک تابندہ ستارہ تھے ۔
41,سددھرم پرچارک ( 1911 ) ، وجے ( 1918 ) ، ستیہوادی ہفتہ_وار ( 1923 ) اور جن ستّا ( 1952 ) وغیرہ کی بہترین ادارت کے ذریعہ انھوں نے شمالی ہندستان میں عوامی بیداری کا اہم کارنامہ انجام دیا ۔
21,اعلیٰ زمرے کے سنجیدہ مفکر کے روپ میں اپنی تخلیق کے ذریعہ آریہ مذہب اور قومی مذہب کی تشہیر کی ۔
14,ہندی صحافت کے جنم کے ساتھ ہی ادبی صحافت کا فروغ ہونے لگا ۔
15,ابتدا میں رسائل کی زبان سست تھی اور اس میں مقامیت بھی رہتی تھی ۔
6,املا میں یکسانیت نہیں تھی ۔
8,قواعد سے متعلق بھولیں بھی ہوتی تھی ۔
47,ہندی اخبار و رسائل کے ابتدائی مدیروں ، بالمکند گپت ، مہاویرپرساد دیویدی ، درگاپرساد مشر ، مدن_موہن مالویہ ، بابوراووشنو پراڑکر ، امبیکاپرساد واجپیئی اور لکشمینارائن گردے نے ان کمیوں کو دور کرنے اور ہندی نثر کو فروغ دینے میں قابل ذکر کارنامہ انجام دیا ۔
11,دیویدی جی نے ادبی صحافت کے لئے کچھ اصول بنائے ۔
18,وہ اس وقت کی پابندی یا صحافت کے مستقل وقت پر اشاعت کو زیادہ اہمیت دیتے تھے ۔
37,وہ صحافت کے ناظموں کو اعتماد میں لینا ، آزادی اور شفافیت سے خیالات ظاہر کرنا ، مصنفین کو کچھ اجرت دینا ، قارئین کو نئی جانکاری اور نئی تخلیقات فراہم کرنا بھی لازمی سمجھتے تھے ۔
32,"بابوراو وشنو پراڑکر کے مطابق ` سروستی ` کا ہرایک شمارہ اپنے آپ میں تکمیلیت لئے ہوئے ہوتا تھا , اس کا ہرایک شمارہ مدیر کی شخصیت کا اعلان کرتا تھا ۔"
20,۲۰ کی دہائی کے تیسرے سال کلکتہ سے طنز و مزاح سے بھرپور ` متوالا ` کی اشاعت ہوئی ۔
18,اس میں تبھی موجودہ ہندی مصنفین کی تخلیقات ان کی زندگی کا تعارف اور تنقید چھپتی تھی ۔
19,ہندی کے عظیم شاعر سُرجکانت ترپاٹھی نرالا ` متوالا ` کی اشاعت سے شدید طور سے جڑے تھے ۔
23,رامانند جی چٹرجی کی ترغیب پاکر ۱۹۸۲ میں ماڈرن ریویو پرواسی پرکاشن سموہ نے ` وشال بھارت ` کی اشاعت شروع کی ۔
7,بنارسیداس چترویدی اس کے مدیر تھے ۔
26,اس رسالے نے اپنے علمی مضامین ، بھرپور تبصروں ، عمدہ تصاویر کے سبب اپنے لئے جلد ہی ہندی رسالوں میں خصوصی مقام بنا لیا ۔
27,ہزاری_پرساد دیویدی کی ادارت میں شانتی نکیتن سے ۱۹۴۲ میں سہہ_ماہی ` وشوبھارتی ` کی اشاعت بھی ہندی ہفتہ_وار کی اشاعت میں میل کا پتھر تھی ۔
14,` وشوبھارتی ` میں متعدد دانشوروں کے تحقیقی اور مفکرانہ مضامین شائع ہوئے ۔
13,مہاتماگاندھی نے ` وشوبھارت ` کی اشاعت کو حوصلہ_مند کوشش کہا تھا ۔
22,ہفتہ_وار `` دھرم یُگ `` اور `` ہندستان `` کی اشاعت نے ہندی صحافت کی بڑی کمی کو پورا کیا تھا ۔
17,` دھرم یگ ` کے پہلے مدیر جوشی برادران ڈاکٹر ہیمچند جوشی اور الاچند جوشی تھے ۔
10,انھوں نے بڑی مہارت سے اس کی شروعات کی ۔
15,بعد میں دھرم ویر بھارتی نے اپنی ادارت سے اس میں چار چاند لگائے ۔
39,` دھرم یگ ` ، ` ساگریکا ` ، ` پراگ ` اور پھر `` سنڈے میل `` میں کنھیّا لال نندن جیسے ادیب اور مدیر نے سماجی ، ثقافتی سروکاروں کا تحفظ کرنے میں اہم تعاون دیا ۔
14,منوہرشیام جوشی کی ادارت میں ` ساپتاہک ہندوستان ` نے بڑا ریکارڈ بنایا ۔
28,جنگ عظیم کے بعد ملک میں صنعتوں کے قیام کے لئے کارپوریشن میں کچھ کمپنیاں تشکیل دی گئیں لیکن ان کے حصص_کنندگان کی تعداد ہزاروں میں تھی ۔
31,معاشی صحافت تبھی فروغ پا سکتی ہے جب معاشی شعبے میں تیزی سے سرمایہ لگا ہو ، کمپنیاں اچھا فائدہ دیں اور ان کے حصص کی قدر تیزی سے بڑھے ۔
8,متعدد نئی کمپنیوں نے کام شروع کیا ۔
10,لوگ ایک معاشی رسالہ کی ضرورت محسوس کرنے لگے ۔
24,اس مانگ کو پورا کرنے کے لیے معاشی رسالوں ، `` اکنامِک ٹائمز `` اور `` فائننشیئل ایکسپریس `` کی اشاعت شروع ہوئی ۔
12,ان کی اشاعت کے بیچ فقط دو ہفتہ کا فرق تھا ۔
16,یہ دونوں اخبارات ممبئی سے شائع ہوئے جسے ملک کی معاشی راجدھانی کہا جاتا تھا ۔
9,عوام نے ان دونوں رسالوں کا استقبال کیا ۔
15,کچھ برس بعد دونوں رسالوں نے دلی سے بھی اپنے شمارے نکالنے شروع کئے ۔
13,۱۹۷۵ میں ` بزنس اسٹینڈرڈ ` نے کلکتہ سے اشاعت شروع کیا ۔
12,اسی وقت ` اکنامک ٹائمز ` نے کلکتہ شمارہ شروع کیا ۔
27,اس کی دیکھا دیکھی ` فائننشیل ایکسپریس ` نے پہلے چِنّئی اور پھر کلکتہ سے اور ` اکنامک ٹائمز ` نے احمدآباد سے اپنے شمارے نکالے ۔
14,ہندستان میں شائع ہونے والی پہلی سائنسی میگزین ` ایشیاٹک ریسرچ ` تھی ۔
12,اس کی اشاعت ۱۷۸۸ میں رائل ایشیاٹک سوسائٹی نے کیا تھا ۔
19,ہندوستانی زبانوں میں شائع پہلی سائنسی میگزین ` بنگلہ ` میں ۱۸۲۱ میں شائع ` پرشناولی ` تھی ۔
17,ہندی میں سائنسی رسالے کا آغاز کرنے کا سہرا ` آیوروید مہاسمّیلن پتریکا ` کو ہے ۔
8,اس کی اشاعت ۱۹۱۳ میں شروع ہوئی ۔
9,یہ رسالہ اب بھی شائع ہو رہا ہے ۔
11,اس رسالہ میں آیوروید سے متعلق مضامین شائع ہوتے تھے ۔
27,` آیوروید مہاسمّیلن پتریکا ` کی اشاعت کے دو برس بعد ۱۹۱۵ میں الہ_آباد کی سائنس کونسل نے ` سائنس پتریکا ` کی اشاعت شروع کی ۔
25,اس پرچہ کی اشاعت میں شروع سے اب تک الہ_آباد یونیورسٹی کے سائنس شعبہ کے ممبر اور چوٹی کے سائنسداں تعاون دیتے رہے ہیں ۔
18,عوام کے لئے آسان اور صریحی زبان و اسلوب میں لکھے رسائل ہی مفید ہو سکتے ہیں ۔
15,ہندی میں اس قسم کے متعدد ہفتہ_وار ، پندرہ_روزہ اور ماہانہ رسائل نکلتے ہیں ۔
41,ہالی_ووڈ ہدایت_کار اسٹیون اسپل_برگ کی صدارت والی نو رکنی جیوری نے فلم کے ہدایت_کار فرانسیسی نژاد کے ٹینشیائی فلمساز عبدالطیف کیچچے اور اس کی دو جوان اداکاروں اڈیل _ ایکساکورپولس اور لی _ سوڈوکس کے کام کی ستائش کی گئی ۔
11,جیوری کے ارکان میں ہندوستانی اداکارہ ودّیابالن بھی شامل تھیں ۔
33,تین گھنٹے کی فلم ` بلوازدی _ وارمیسٹ ` میں اڈیل نے ۱۵ سالہ لڑکی کا کردار نبھایا ہے جو اپنے سے بڑی عمر کی پہلی خاتون کے عشق میں مبتلا ہے ۔
8,اس کردار کو لی نے نبھایا ہے ۔
13,کانس میں اس سال انعامات کی دوڑ میں ۲۰ فلمیں شامل تھیں ۔
14,فلمساز کون برادرس کی فلم انسائڈ لیون_ڈیوس کو دوسرا عمدہ_ترین انعام گرینڈ_پی ملا ۔
16,یہ فلم پچھلی صدی کے ساتویں دہائی میں نیویارک میں لوک سنگیت پر مبنی ہے ۔
25,ایک دیگر امریکی برس_ڈرن کو فلم نیبراسکا کے لئے اعلیٰ_ترین اداکار فرحدی کی فلم دی_پوسٹ کے لئے بیرینیس_بیجو کو اعلیٰ_ترین اداکارہ کا اعزاز ملا ۔
16,آسکر انعام_یافتہ فلم ` دی_آرٹسٹ ` میں بیجو کی اداکاری کی کافی تعریف ہوئی تھی ۔
27,کان کے تیسرے اعلیٰ_ترین اعزاز ` دی_جیوری _ انعام ` سے جاپانی فلمساز ہیروکجوکوریدا کی فلم ` لائک _ فادرلائک _ سن ` کو نوازا گیا ۔
26,یہ دو خاندانوں کی کہانی ہے جنھیں بعد میں خبر لگتی ہے کہ ان کا چھ سال کا بچہ ولادت کے وقت بدل گیا تھا ۔
27,میکسکو میں نشیلے عناصر کے لئے ہو رہے تشدد پر مبنی فلم ` ہیلی ` کے لئے امت ایکّلانٹے کو اعلیٰ_ترین ہدایت_کار کا اعزاز دیا گیا ۔
26,چین کے جیاجھانگے کو ان کے ملک میں پھیلی بدعنوانی کی جانچ پر مبنی فلم ` اے_ٹچ_آف_سن ` کے لئے اعلیٰ_ترین مکالمہ_نگار کا انعام ملا ۔
39,بچپن سے پہاڑیوں پر چڑھنے کے شوقین نوجوان آئی_آئی_ٹین کشیپ _ راول ( 25 ) کو سائیکلنگ کا جنون سوار ہوا کہ وہ بنگلور سے کارپوریٹ کمپنی میں نوکری چھوڑ کر ۱۶ فروری کو سیاحتِ_ہند پر نکل گیا ۔
21,اس دوران اس نے ماحول بچانے کے لئے الگ الگ ریاستوں میں ہو رہی کوششوں کو بھی لوگوں تک پہنچایا ۔
23,سائیکل سے قریب ۱۲ ہزار کلو میٹر کا سفر طئے کرتے ہوئے وہ دلی سے پیر کو اپنے گھر کوٹا پہنچے گا ۔
15,اس کے والد نریش_چندراول یہاں فوج میں کرنل ہیں اور ماں پریتی خاتون_خانہ ہیں ۔
28,آئی_آئی_ٹی کانپور سے ایم_ایس_سی ( ریاضی ) کرنے کے بعد اس نے دو سال جینپیکٹ سافٹویر کمپنی ، بنگلور میں بزنس اینالسٹ کے عہدے پر کام کیا ۔
16,آفس آنے جانے کے لئے بھی وہ روز ۱۲ کلو میٹر سائیکل ہی چلاتا تھا ۔
35,` سیودی_ارتھ ` مشن کو لے کر اس نے کنّیاکماری ، کیرل ، کرناٹک ، جموں_وکشمیر ، ہماچل و پنجاب سمیت ۱۰ ریاستوں کی مشکل پہاڑی اور برفیلے راستوں پر اکیلے سائیکل سفر کیا ۔
13,کشیپ نے آئی_آئی_ٹی میں پڑھتے ہوئے ماءونٹینری کا کورس بھی کیا تھا ۔
18,سفر کے دوران میدانی علاقوں میں اس نے ایک دن میں ۱۵۰ کلو میٹر تک سائیکلنگ کی ۔
12,الگ الگ ریاستوں میں اسے مخالف موسم کا سامنا کرنا پڑا ۔
11,بھیانک گرمی ، برسات اور برفیلے راستوں سے گزرنا پڑا ۔
22,اس نے ماحول بچانے کے لئے الگ الگ ریاستوں میں کی جا رہی کوششوں کو فیس_بک کے ذریعہ لوگوں تک پہنچایا ۔
22,کشیپ نے فون پر بتایا کہ جنوبی ریاستوں میں لوگوں سے گفتگو کرتے ہوئے اس نے ملیالم جیسی کچھ زبانیں سیکھیں ۔
13,وہ اب تک کئی پہاڑی علاقوں کی سائیکل سیر کر چکا ہے ۔
23,نام سے ہی اندازہ لگ گیا تھا کہ یہ فلم خالص طور سے باکس_آفس کو دھیان میں رکھ کر بنائی گئی ہے ۔
16,دو گجّر گینگس کے خونریزی کے درمیان ٹکراؤ کے درمیان ایک پولس انسپکٹر کی ہیروگیری ۔
10,لمبی چوڑی اسٹار کاسٹ اور کئی قسم کے مسالے ۔
16,لیکن فلم ضلع غازی_آباد میں ایسا کچھ بھی نہیں ہے کہ کوئی تنازعہ کھڑا ہو ۔
29,فلم میں موجود فوجی ستبیرگجّر اور پریتم_سنگھ جیسے کچھ نام ضرور احساس دلا دیتے ہیں کہ یہ حقیقی کہانی پر مبنی فلم ہے لیکن یہ سچ نہیں ہے ۔
19,سچ تو یہ ہے کہ ضلع غازی_آباد کچھ ہٹ اور مشہور گینگیسٹر اور پولسیا فلموں کی چھایا ہے ۔
25,اس فلم کو بنا کسی شک کے ` ` اومکارا ، دبنگ ، سنگھم اور راوڈی_راٹھور ` ` کی کاکٹیل بھی کہا جاتا ہے ۔
21,کل ملا کر یہی کہ ٹائٹل کے علاوہ اس فلم کا تعلق کسی بھی معاملے میں غازی_آباد سے نہیں ہے ۔
19,کچھ مناظر کو چھوڑ دیں تو ، اس کی زیادہ_تر شوٹنگ مہاراشٹر کے وائی شہر میں ہوئی ہے ۔
12,ضلع غازی_آباد میں دو گجّڑ گینگس کے ٹکراؤ کی کہانی ہے ۔
13,ایک گینگ ہے فوجی کا اور دوسرا ماسٹر جی عرف ستبیرگجّر کا ۔
29,جب ان دونوں گینگس کی آپسی لڑائی ضلع کے عام باشندوں کے لئے مصیبت بن جاتی ہے تو اینٹری ہوتی ہے ایک افلاطون قسم کے انسپکٹر پریتم_سنگھ کی ۔
23,پریتم_سنگھ سفارتی طریقے سے دونوں گینگس کا خاتمہ کراتا ہے اور اپنی دبنگئی سے محکمہ اور عام آدمی کی واہ_واہی لوٹتا ہے ۔
23,کہنے کی ضرورت نہیں کہ فلم میں گولی_باری کے لئے مناسب جگہ تو ہے ہی آئٹم سانگس کے لئے بھی اسپیس ہے ۔
40,چونکہ یہ اس کیٹیگری کی فلم ہے جسے دماغ گھر میں رکھ کر دیکھنے جایا جاتا ہے اس سے نہ تو پولس کی امیج پر کوئی اثر پڑنا ہے اور نہ ہی ضلع غازی_آباد کی کوئی بدنامی ہونی ہے ۔
11,ہدایت_کار کی بات کریں تو آنندکمار کا کام اوسط ہے ۔
8,فنکاروں کی اداکاری میں سنجیدگی نہیں ہے ۔
15,سنجےدت اور ارشدوارثی نے بطور ایکٹر اپنی نئی امیج بنانے کی کوشش کی ہے ۔
18,وویک_اوبرائے ، چندرچورن_سنگھ ، پریش_راول ، آشوتوش_رانا ، دوّیادّتا اور منیشالامبا اپنی اپنی ایکٹنگ میں فٹ ہیں ۔
30,ممبئی کے ایلیفینٹا کے مجسمے ہوں یا سارناتھ واقع بھگوان_بدھ کا مجسمہ ، ان اساطیری وراثت کو کینواس پر رنگوں میں سجا دیکھنا بھی ایک پرسکون احساس کراتا ہے ۔
26,تیل_آلود رنگوں کے مرکب سے بنی ان دلکش تصاویر میں آپ کو کھجوراہو کی شو پاروتی جیسی تمام مورتیوں کو دیکھنے کا موقع ملے گا ۔
17,جسے مختلف چٹکیلے رنگوں کے استعمال سے مصور ` سلن_مرگود ` نے کینوس پر رچا ہے ۔
26,آزادبھون میں ` پاسٹ_انٹوپرزنٹ ` نامی پینٹنگ نمائش میں لگے پُرحیات تصویروں کو دیکھ کر ایسا معلوم پڑتا ہے جیسے یہ ابھی بول پڑیں گی ۔
37,فن شائقین کے لئے بےحد پسندیدہ رہی اس نمائش میں لوگوں کے لئے ان خاص تصاویر کے علاوہ رقص کرتی اس خاتون کی تصویر بھی رہی جس کی مورتی موہن_جوداڑو کی کھدائی سے حاصل ہوئی ہے ۔
20,وہیں نٹراجن اور کرناٹک کی افسانوی مورتیوں میں سے ایک نندی_بیل کی تصویر کو بھی لوگوں نے پسند کیا ۔
34,نمائش میں بھگوان بدھ کی تصویر بھی ہے جس میں ان کے چہرے کے الگ الگ تاثرات کو مجسموں سے لیا گیا ہے ساتھ ہی ان میں کچھ فنی نمونے بھی شامل ہیں ۔
19,بھگوان وشنو کے غرور کے ساتھ تصاویر میں اشوک استمبھ کو بھی فنکار نے لکیروں سے سجایا ہے ۔
10,یہ بہترین پینٹنگ نمائش ۲۹ مئی تک چلے گی ۔
15,خواتین سے متعلق واردات میں مسلسل ہو رہے اضافے کے پیچھے کون ہے ذمہ_دار ۔
11,انتظامیہ ، پولس ، قانون ، سماج یا پھر سرکار ۔
46,ان سوالوں کے نتائج پر پہنچنا تو ابھی تک ممکن نہیں ہو پایا ہے لیکن جب نوجوان فنکاروں نے ان سوالوں کو طنز و مزاح کے روپ میں اسٹیج پر پیش کیا تو ناظرین ان میں چھپی سچائی کو جاننے کی کوشش میں دکھائے دئے ۔
21,مکت_دھارا آڈیٹوریم میں دکھایا گیا ڈرامہ ` جنتادربار ` کے دوران ناظرین نے خاص طور پر سمجھنے کی کوشش کی ۔
19,غیرسرکاری ادارے کے ذریعہ منعقد سالانہ پروگرام مسکراہٹ ۲۰۱۳ کے تحت اس ناٹک کی ہدایتکاری راجیوسنہا نے کی ۔
29,ڈرامے میں دکھایا گیا جب ایک غریب بھکاری کو کائنسلر بنایا جاتا ہے تو سماعت میں آئی خاتون خود کے ساتھ ہوئے زدوکوب کے لئے مدد مانگتی ہے ۔
27,سماعت کے دوران ماں-باپ کو بتایا جاتا ہے اور سوال کیا جاتا ہے کہ اس کے لئے کون ذمہ_دار ہے وہ سماج کو ملزم ٹھہراتے ہیں ۔
9,سماج کے ٹھیکیدار انتظامیہ کو ذمہ_دار بتاتے ہے ۔
9,وہیں انتظامیہ قانون کو اور قانون سرکار کو ۔
27,اس طرح آخر میں حکومت کے ذریعہ اپنی سہولیت کے مطابق قانون میں ترمیم کرنے کی کوشش کو بھی طنزیہ مکالمات کے ذریعہ پیش کیا گیا ۔
20,ڈرامے کے اہم فنکاروں میں ریشوسنہا ، سنجیوملک ، سوپنل راج_گورو و ودّیاوشوناتھن نے اپنی فنکاری سے متاثر کیا ۔
31,ساہتیہ-کلا-پریشد کے تعاون سے دلی حکومت کے محکمہءفن ، ثقافت و السنہ کے ذریعہ منعقدہ ۳۰ ویں بھارتی ندو ناٹیہ اتسو تقریب پیر کو شری رام سینٹر میں شروع ہوئی ۔
20,تقریب کے پہلے دن ناکام محبت کی لازوال علامت بن چکی ` لیلیٰ_مجنوں ` کی کہانی پیش کی گئی ۔
26,۲۵ مارچ تک چلنے والے اس میلے میں ایک ہفتے تک کئی نامی ہدایتکاروں کی ہدایتکاری میں کئی بہترین ڈراموں کو پیش کیا جائے گا ۔
20,ناتھرام گوڑ کے لکھے ڈرامے ` لیلامجنوں ` کی ہدایت این ایس ڈی گریجوئیٹ انل چودھری نے کیا ہے ۔
20,محبت کی اس لاجواب داستان کو جب نوٹنکی طرز میں دلچسپ اور ماہرانہ انداز میں پیش کیا گیا ہے ۔
15,جسے دیکھ کر ناظرین کا دل پسیج گیا اور ڈرامہ خوب پسند کیا گیا ۔
13,تقریب کا افتتاح این ایس ڈی کی صدر امَل آنا نے کیا ۔
33,آٹھ روزہ اس ںاٹیہ اتسو میں سلیم رضا ، سُہیلاکپور ، باپی بوس جیسے نامی گرامی ہدایتکاروں کے علاوہ مختلف موضوعات پر مرکوز کئی نامی گرامی ڈراموں کو پیش کیا جائے گا ۔
21,بھگوتی چرن ورما کے مشہور ناول چندرلیکھا پر مبنی اسی نام سے بنا ڈرامہ بھی اسی تقریب میں پیش ہوگا ۔
8,اس کی ہدایتکاری سریندرشرما نے کی ہے ۔
12,چتراسنگھ کی ہدایت_کاری میں قصہ موجپور بھی پیش کیا جائے گا ۔
30,منگل کو سعادت حسن منٹو کی سوانح اور ان کے کردار پر مبنی ڈرامے ` ایک کتے کی کہانی ` سلیم رضا کی ہدایت میں پیش کیا جائے گا ۔
8,اس ڈرامے کے قلم_کار دانش اقبال ہیں ۔
41,رنر کے بطور قومی و بین_الاقوامی شہرت حاصل ہونے کے بعد حالات کی وجہ چنبل کا ڈکیت بننے والے پان سنگھ تومر کی کہانی پر مبنی فلم کو ۶۰ ویں قومی فلم انعامات میں سب سے اونچا مقام ملا ہے ۔
30,تگمانشودھولیا ہدایت_کردہ پان سنگھ تومر عمدہ_ترین فیچر فلم سے نوازی گئی ہے جبکہ اسی فلم میں بہترین اداکاری کے لئے عرفان کو عمدہ_ترین اداکار کا اعزاز دیا گیا ہے ۔
23,عرفان کے ساتھی مراٹھی اداکار وکرم گوکھلے کو بھی مراٹھی فلم کی اجازت کے لئے عمدہ_ترین اداکار کا اعزاز دیا گیا ہے ۔
23,مراٹھی فلم ` ` دھگ ` ` میں اداکاری کے لئے مراٹھی اداکارہ اوشاجادو کو عمدہ_ترین اداکارہ کا اعزاز دیا گیا ہے ۔
37,بزرگ فلم_کار باسوچٹرجی کی صدارت والی قومی فیچر فلم جیوری نے ۱۴ زبانوں میں کل ۳۸ فلموں کو مختلف انعامات کے لئے منتخب کیا جن میں کئی اہم انعامات ہندی اور مراٹھی فلموں کو گئے ہیں ۔
21,عمدہ_ترین ہدایتکاری کا اہم اعزاز بھی ` ` دھگ ` ` کے لئے شیواجی لوٹن پاٹل کو دیا گیا ہے ۔
