bshift,sentences
0,బావి ఎక్కడ ఉండాలి ?
1,మారుతున్న వాతావరణం గ్రామంలోని ఆడవాళ్లను ఎక్కువగా . కష్టపెడుతోంది
1,మడుగు నీళ్లు శుభ్రంగా ఉంచుకోవడం చాలా కష్టం . ణూLL
1,మెరకలో ఉండటం మంచిది మరీ ణూLL .
1,"గ్రామానికి తమ అవసరమైన వంటచెరకు చెట్లు ణూLL , పశువులకు గడ్డి పెంచుకోవచ్చు . ణూLL"
0,దానికి సిమెంటు పూత పూయాలి .
0,కాంక్రీటు వరలు మంచిదే ణూLL .
0,ఆ పగుళ్లకు సిమెంటు పూయాలి .
1,రిపేరులు . చెయ్యాలి
1,ఆ మడుగు దగ్గరే బావి ఓ తవ్వించుకోడం మంచిది ణూLL .
1,అప్పుడు బయటనుంచి వచ్చే వడకట్టినట్టు నీళ్లు శుభ్రంగా వస్తాయి .
1,ఇంత జేసినా ఈ నీళ్లు పూర్తిగా శుభ్రంగా ణూLL ఉంటాయని . చెప్పలేం
0,అందువల్ల మరికొన్ని జాగ్రత్తలు తీసుకోవాలి .
1,విడిపోయేవారి సమాజం పట్టించుకోవడం పెద్దగా లేదు .
1,దీనివల్ల బయటి బావిలోకి నీళ్లు పోవు .
1,జీవించాలని విడిగా కోరుకుంటున్నారు .
1,అయితే విడాకుల ఎక్కువగా భార్య నష్టపోతుంది .
0,గవర్నమెంటును అడిగి ఓ చేతి పంపు వేయించుకొంటే మరీ మంచిది ణూLL .
0,కారణం ఆమెకు ఆర్థికపరమైన స్వతంత్రం లేకపోవడం .
0,కింది వర్గంలో భార్యా భర్తలు ఇద్దరూ కూలి చేసుకొనే బతుకుతూ ఉంటారు .
1,ఇద్దరి సంపాదనా సమానమే దాదాపు ణూLL .
0,అలాంటివారు విడిపోయినా ఆర్థికపరమైన ఇబ్బందులు వారిని బాధించవు .
1,వర్గంలో పై వారికి డబ్బు సమస్య రాదు .
0,ఇద్దరికీ డబ్బు వెసలుబాటు ఉంటుంది .
1,అని నేను అంటే మాట నా వినడు .
0,రాజుగారికి దిక్కు తోచలేదు . .
0,కానీ ఇది అంత తొందరలో జరిగే పనేనా ?
1,వీరికి సమస్యలు ణూLL ఎక్కువ .
0,ఈ సమస్యలలో చాలా ముఖ్యమైనది పిల్లల పెంపకం ణూLL .
1,తల్లిదండ్రులు విడిపోతే పిల్లల ఎవరు బాధ్యత చూసుకోవాలి ?
0,కారం గడుక గంజి అంబలి ణూLL ణూLL .
0,కనీసం పిల్లలు మానసికంగా ఎదిగి స్థిరపడేవరకయినా తల్లిదండ్రులు కలసి ఉండాలి .
1,మనదేశంలో హిందూ వివాహ క్రింద చట్టం 1955వ సంవత్సరంలో విడాకులను చట్టబద్ధం చేశారు .
0,వాళ్లయ్యతో కొంతమంది బడిలో చేరారు .
0,మూడునాలుగేళ్ళలో అందరూ మానేశారు .
0,ఇంటి చాకిరీతో వాళ్లకు సరిపొయ్యేది .
1,కొంతమందిన ఐతే ఇల్లు రానివ్వడంలేదు దాటి .
0,గడప దాటితే ఆడిపిల్లలు చెడిపోతారట .
0,అందరం కలిసి ఆడుకొనేవాళ్లం .
1,చెట్లు ణూLL ఎక్కి చింతచిగురు కోసేవాళ్లం .
1,ఉయ్యాల కొమ్మలమీద ఊగేవాళ్లం .
0,ఐతే వాళ్లకంటే నేనే మేలు ణూLL .
0,భయంతో వణికిపోయింది .
0,ణూLL ణూLL ఆడుకొంటాను .
0,ణూLL పిచ్చి పాటలు పాడుకొంటాను .
0,మేము పేదవాళ్లం ణూLL .
0,ణూLL గడప దాటకుంటే మాకు ఎలా పూట గడుస్తుంది ?
0,ణూLL సినిమాలకు పోతున్నారు .
1,నడిరాత్రికి ణూLL ఇంటికి వస్తున్నారు .
0,మరి వాళ్లు చెడిపోరా ?
1,ణూLL లోలోపలే మింగేసింది కన్నీళ్లు .
0,అది నాకు అర్థం కావడంలేదు .
1,పెద్దమనిషిని నేను అయ్యాను .
0,కొత్త పైటా ణూLL పావడా కొనిచ్చారు .
1,అమ్మలక్కలు . వచ్చారు
1,తినిపించారు అవీఇవీ .
0,అప్పటినుంచీ మా అమ్మకు దిగులు పట్టుకుంది .
0,ణూLL మా నాయనను తొందరపెట్టసాగింది .
0,ణూLL పెళ్లిసంబంధాలు వెతకమని పోరుపెట్టసాగింది .
0,నన్ను గుండెలకు అదుముకొనింది .
0,తొందరగా వదిలించుకోవాలని చూస్తున్నారు .
0,మా అక్కల పెళ్లిళ్లకు మా నాయన ఎకరాపొలం అమ్మాడు .
0,నాకోసం మిగతాఎకరం అమ్మాలని చూస్తున్నాడు .
0,నాకు పెళ్లి భయం పట్టుకొనింది .
0,మా ఎదురింటి సుజాత నాకంటె నాలుగేళ్లు పెద్ద ణూLL .
0,దానికి రెండేళ్లముందు పెళ్లయింది .
0,మనిషి చచ్చి బతికింది .
1,ఇప్పుడు దాని బిడ్డకు ఒకటేరోగాలు . ణూLL
0,నేను పుట్టానని మా నాయనకు తెలిసింది .
0,వాడితో ఏగలేక మనిషి ఎముకల గూడులాగా మారింది .
1,మా పెద్దనాయన కూతురు గౌరికి పోయిన ఏడాది పెళ్లి . చేశారు
0,ణూLL ఇల్లు గుల్ల చేసుకొని అప్పులపాలయ్యారు .
0,మొగుడు చూడడానికి బాగానే ఉంటాడు .
0,పుట్టెడు శోకంతో ఆ పిల్ల వచ్చేసింది .
0,ఒకసారి బావిలో దూకి చావడానికి పూనుకొనింది .
0,అందుకే పెళ్లంటే నాకు భయంగా ఉంది .
0,ఇలా ఉండగా అక్షరదీపం వచ్చింది .
1,ఊళ్లో వేశారు నాటకాలు .
0,అయినా నన్ను చూడడానికి రాలేదు .
1,వాటిని ఆడవాళ్లు విరగబడి . చూచారు
0,అవి ఎంత బాగున్నాయో చెప్పలేను .
0,అచ్చం మా బతుకుల్నే చూపించారు .
1,ఇల్లాలు చదివితే ఇల్లి అంతా చదివినట్టే చెప్పారు అని .
1,నాలుగు అక్షరాలు అనిపించింది నేర్పించేదిగదా .
0,తరువాత ఊళ్లో రాత్రి బడులు పెట్టారు .
1,టీచరమ్మ మా మా ఇంటికి వచ్చింది .
0,మా తమ్ముడిని వాలంటీరుగా చేరమని అడిగింది .
1,వాడు అన్నాడు సరే .
1,మా ఇంటిముందరే లైటు . వేశారు
0,అందరికీ పలక బలపాలు ణూLL వాచకాలు ఇచ్చారు .
0,ఊరంతా చదువుల సంతలాగా మారిపోయింది .
0,నేనూ రాత్రి బడికి పోతానని మా అమ్మను అడిగాను .
0,ఆమె కాదనలేదు .
1,మా చదువు తమ్ముడు చెప్పడం మా నాయనకు పెద్ద గొప్పగా అనిపించింది .
0,రాత్రి బడుల్లో ఆడవాళ్లు విపరీతంగా చేరారు .
0,మధ్యలో బడి మానేసినవాళ్లుకూడా చేరారు .
0,బిడ్డతల్లులుకూడా పలకాబలపం పట్టారు .
0,ఎందుకో తెలుసా ?
0,లోకం మారిపోయింది అంటూ అందరూ అనుకోసాగారు .
0,పగలు తీరిక ఉన్నప్పుడు ఇంట్లో కూడా చెప్పించుకొన్నాను .
0,నాలో పట్టుదల పెరిగింది .
0,చదువులో మాకు చాలా సంగతులు తెలిశాయి .
0,లోకం తెలిసే వయసు రావాలి .
1,కనడానికి పిల్లలను శక్తి రావాలి .
0,కట్నం ఇవ్వడం నేరం ణూLL .
0,తీసుకోవడం అని ఒక పాఠంలో ఉంది .
0,మగవాళ్లలాగా పొలం పనులు చేస్తున్నారు .
0,సంసారాలు నడుపుతున్నారు .
0,టవున్లలో ఆడవాళ్లు సైకిళ్లు తొక్కుతున్నారు .
1,నడుపుతున్నారు కార్లు .
0,ఒకప్పుడు ఆడవాళ్లు రాజ్యాలు ఏలారు .
0,యుద్ధాలు చేశారు .
1,ఇప్పుడుకూడా ఆడవాళ్లు మిలటరీలో ఉన్నారు .
0,పోలీసుల్లో ఆడవాళ్లు ఉన్నారు .
0,ఆడామగా పనిలో సమానం ణూLL .
0,తెలివిలో సమానం ణూLL .
0,పైగా బిడ్డల్ని కనేది తల్లి ణూLL .
0,పెంచేది తల్లి ణూLL .
0,ఆమె లేకుంటే లోకమే లేదు .
0,మరి ఆడపిల్లను తక్కువగా ఎందుకు చూస్తారు ?
1,మగపిల్లలలాగా చదివించరు ఎందుకు .
0,పరాయిదాన్నిలా ఎందుకు లెక్క వేస్తారు ?
0,ఇవన్నీ మేము మాట్లాడుకొన్నాము .
0,అందులో ఇవన్నీ వచ్చేవి .
1,ఆ కోపంతో మా అమ్మమీద . మండిపడేవాడు
0,నేను ఆడపిల్లను ణూLL .
0,మాలో ఎన్నో ఆలోచనలు రేగేవి .
0,మాకు కొత్త లోకం కనిపించసాగింది .
0,ఆరు నెలలు గడిచాయి .
1,నేను ఇప్పుడు చదవగలను బాగా .
1,సంగతులు చాలా నాకు తెలిసాయి .
0,ఎవరి కన్నీళ్లు వాళ్లు మింగేవాళ్లం .
1,ఆడవాళ్లం ఒకచోట రోజూ . చేరాం
0,మా కష్టాలు ఒకరితోఒకరం చెప్పుకొన్నాం .
1,కలిసి . మాట్లాడుకొన్నాము
0,ణూLL నామీద మండిపడేవాడు .
0,మాలాగా జిల్లాఅంతా లక్షలు ఆదిమంది చదువుకొన్నారట .
0,చదువుకొన్న వాళ్లలో ఆడవాళ్లే ఎక్కువ ణూLL .
1,చదువుకొన్న చాలా ఆడవాళ్లు ఊళ్లలో సారాయిఅంగళ్లు మూసివేయించారట .
0,కొన్ని చోట్ల మగవాళ్లకు సమానంగా కూలి సాధించకొన్నారట .
0,ఇవన్నీ మాకు సెంటర్లలో తెలిశాయి .
0,ఇప్పుడు మా ఊళ్లో జనచైతన్యకేంద్రాలు పెట్టారు .
0,వాటిలో ఎన్నో మంచి విషయాలు ఉన్నాయి .
0,వారంవాషం ఎన్నో సంగతులు చెబుతున్నారు .
0,పాటలు పాడిస్తున్నారు .
1,పాపం మా ఇందులో అమ్మ తప్పేముంది ?
0,పెద్దలచేత కొత్త విషయాలు చెప్పిస్తున్నారు .
1,మేము పేపరుకూడా ఇప్పుడు చదువుతున్నాం .
0,ఒక జిల్లాలో రాళ్లు కొట్టే ఆడవాళ్లు సొసైటీలు పెట్టుకొన్నారట .
0,ఒకరికింద పని చెయ్యడం మానుకొన్నారట .
0,ఇవన్నీ మేము పేపర్లో చదివి తెలుసుకొన్నాం .
1,ఈమధ్య ఊరికి మా కలెక్టరు వచ్చాడు .
1,ఆయనకు అందరం కలిసి అర్జీ . పెట్టుకొన్నాం
0,ఊరికి కొళాయిలు కావాలని అడిగాం .
1,వీధికు ఆయన ఒక బోరింగు వేయిస్తానని చెప్పాడు .
0,అంత పెద్ద అధికారిని చూడడం నాకు అదే మొదటిసారి ణూLL
0,నా తప్పు ఏముంది ?
1,ఇప్పుడు ఏ అధికారి వచ్చినా మాకు అడుగుతున్నాం కావలసినవి .
1,ఏ అన్యాయం జరిగినా ఎదిరిస్తున్నాం కలిసికట్టుగా .
1,ఇప్పుడు నేను ఒంటరిదాన్ని . కాదు
1,లోకం అమాయకురాలిని తెలియని కాదు .
0,మా ఊళ్లో ఆడవాళ్లు ఎవ్వరూ ఒప్పుకోరు .
1,నాకు మూడుఏళ్ళు . వచ్చాయి
0,మరోసంగతి మీకు తెలుసా ?
0,మన దేశంలో మగవాళ్లకంటే జనాభాలో ఆడవాళ్లు తక్కువ ణూLL .
0,మగవాళ్లకంటే ఆడవాళ్లు ఎక్కువ మంది చనిపోతున్నారు .
0,అయిదేళ్లలోపు ఆడపిల్లలు మరీఎక్కువగా చనిపోతున్నారు .
0,బిడ్డల్ని కనేటప్పుడు ఎంతోమంది తల్లులు చనిపోతున్నారు .
0,ప్రపంచంలో ఎక్కడైనా ఇంతే అనుకోనేరు .
0,చాలా దేశాల్లో ఈ పరిస్థితి లేదు .
0,మన దేశంలోనూ ణూLL కేరళలో ఇట్లా జరగడం లేదు .
0,అన్నింటా ముందున్న దేశాల్లోనూ ఇట్లా జరగడం లేదు .
1,మళ్ళీ మా అమ్మ పోసుకొనింది పురుడు .
0,అక్కడ జనాభాలో ఆడవాళ్లూ ణూLL మగవాళ్లూ సమానం ణూLL .
0,మరి ఆడవాళ్లు ఎందుకు మాటిమాటికీ రోగాల పాలవుతున్నారు ?
1,ఆడవాళ్లు ఎందుకు చనిపోతున్నారు ఎక్కువగా ?
0,ఎందుకు అంటారు ?
0,ఆడవాళ్లకు పుష్టికరమైన తిండి దొరకడం తక్కువ ణూLL .
0,ఆడపిల్లలుకూడా అందరూ తినగా చివర తింటుంటారు .
1,వాళ్లు అప్పుడప్పుడూ ఆకలితోనే పడుకొంటారు .
1,అంతే కాదు ఆడవాళ్లకు చాకిరీ ఎక్కువ . ణూLL
0,ఇంకో కారణం ఆడవాళ్లు ఉండే చోట్లు ఆరోగ్యానికి మంచివి కావు .
0,ఈసారి నాకు తమ్ముడు పుట్టాడు .
0,మరోకారణం ఆరోగ్యంకోసం వాళ్లు జాగ్రత్తలు తీసుకోలేరు .
0,ఈ ప అంతా వదిలేసి ఆసుపత్రికి ఎపుడు వెళ్లేది ?
0,ఆడవాళ్ల జబ్బులు చూచేందుకు వసతులు లేకపోవడం ణూLL .
1,ఈమెను ఎలా ? పరీక్షించేది
0,వాళ్లు ఏమనుకొంటారు ?
0,అబ్బా ఈ ఆడళ్లతో ఇదే గొడవ ణూLL .
0,ఎవడు వేగుతారు ?
0,వైద్యాన్ని వ్యాపారం చేసేవాళ్లు తక్కువ ఏం కాదు .
0,కొడుకు పుట్టాడని మా నాయన సంబరపడిపోయాడు .
0,పుట్టగానే ఆడపిల్లను చంపేసేవాళ్లు ఉన్నారు .
0,విజయవాడలో మరో ఆడ శిశువు హత్య ణూLL .
1,తిరుపతిలో మురుగు కాల్వలో దొరికిన ఆడపిల్ల శవం గుడి మెట్లమీద అనాధ ఆడ శిశువు చెత్త పసి కుప్పల్లో పాప ణూLL
0,కొంతమంది అధికార్లు అర్థం లేకుండా ఆలోచిస్తారు .
0,ఆపరేషన్లుతప్ప వాళ్లకు ఆడవాళ్ల ఆరోగ్యం పట్టదు .
0,ఇదిగో మీరంతా ఆరోగ్య కార్యకర్తల జీతాలు తింటున్నారు .
0,ఆడవాళ్లకు ఆపరేషన్లు చేయించాలి .
0,ఐతే ఈ కాన్పుతో మా అమ్మ చచ్చి బతికింది .
1,కనీసం 30కేసులు నెలకు పట్టుకొనిరావాలి .
0,కనేటప్పుడూ వైద్యం అవసరం ణూLL .
1,ఎక్కువ జాగ్రత్తలూ అవసరం . ణూLL
0,వైద్యం అవసరమయ్యేది ?
0,అంతటితో సుఖంగా కనేస్తుందా ?
0,ఆపరేషను చేసి బిడ్డను తీశారు .
1,తీరిక తగినంత ఉండాలి .
0,చదువు ఉండాలి .
0,గర్భవతి కావాలో ఆమె నిర్ణయించుకొనే వీలుండాలి .
1,అవసరం లేనపుడు కాకుండేందుకు మార్గం ఏదో తెలిసిఉండాలి ఆమెకు .
1,అన్నీ ఇవి ఉంటే గర్భవతి కావడం ఆమెకు ఓ పండుగ ణూLL .
0,దీనికితోడు అలాంటప్పుడు తగిన వైద్య సాయమూ లేకుంటే ఆమె ఏమవుతుంది ణూLL ?
1,ఐతే ఉన్నవాళ్లకు కడుపుతో ఇవి సోకితే ప్రమాదం ణూLL .
0,నేను అందరిలాంటి ఆడపిల్లనే ణూLL .
1,అందువల్ల కడుపుతో ఉన్నప్పుడు జాగ్రత్తలు ణూLL అవసరం .
0,లేనివాళ్లకు మరిన్ని జాగ్రత్తలు అవసరం ణూLL .
0,అప్పుడే వాళ్లు సుఖంగా కంటారు .
0,మంచి ఆహారం అందించాలి .
1,మాత్రలు ఐరన్ ఇవ్వాలి .
0,తీరిక ఉండాలి .
0,ఆరోగ్యకార్యకర్త తరచుగా వచ్చి పరీక్షలు చేస్తుండాలి .
1,ఎక్కువ ఏదోకొంత ఆహారం ఇస్తే సరిపోదు .
1,ఐరన్ మాత్రలతో కుదుటపడవు అంతాఅన్నీ .
1,పుట్టగా రోగాల మారింది .
0,ఆమె చదువుకోలేదు అనుకోండి .
1,ఇలాంటప్పుడు కొంచెం ఆహారం మంచి ఇస్తే ఎలా సరిపోతుంది ?
0,అసలు విషయం ఏమంటే మొదటినుంచి ఆడవాళ్లు ఆరోగ్యంగా పెరగాలి .
0,మన ఆరోగ్యం బతుకుల్ని అద్దం పడుతుంది .
0,గర్భంతో ఉన్నప్పుడు ఆమెకు ఇద్దరి ఆహారం అవసరం ణూLL .
0,ఆడవాళ్లకు మగవాళ్లతో సమానంగా పనిచేసే హక్కు ఉండాలి .
0,మా నాయన సంబరపడిపోతున్నాడు .
0,ఎలా అంటారా ?
0,అందుకే ఆడవాళ్లు చదువుకోవాలి .
1,కాళ్లమీద సొంత నిలబడ్డం తెలుసుకోవాలి .
1,ఒక కొత్త ప్రపంచం ఎలా తెలుసుకోవాలి ఏర్పడుతుందో .
0,వాళ్ళది కమలాపురం ణూLL .
1,సొంత వాళ్ళకు ఇల్లు ఉంది .
0,ఆ ఇంట్లో ఒక గది ణూLL .
1,ఎప్పుడూ తాళం . వేసిఉంటుంది
0,మా అమ్మ అదేపదివేలు అనుకొనింది .
1,తాళం గంగులు చెవులు మొలలోనే ఉంటాయి .
0,రోజూ ఒకసారి గంగులు ఆ గదిలోకి పోతాడు .
0,తలుపులు మూసుకుంటాడు .
1,లోపలేలోపలే గంటసేపు ణూLL .
0,తరవాత బయటకు వచ్చి తాళం వేసేవాడు .
1,ఒకసారి నెలరోజులకు గంగులు ఊరికిపోయేవాడు .
1,ఏదో తెచ్చేవాడు సంచి .
0,ఆ గదిలో దాచుకునేవాడు .
0,మా తమ్ముడు పెరిగేకొలది ణూLL .
0,ఒకసారి గంగులు ఇంటికి చుట్టాలు వచ్చారు .
0,ఆ గదిలో ఏమి ఉంది అని సీతాలును అడిగారు .
0,నాకు తెలియదు .
0,మా ఆయనకే తెలుసు .
0,వాళ్లు గంగులును అడిగారు .
0,ఆ గదిలో ఏమీ లేదు .
0,నా అవసరం పెరిగింది .
0,ఊరికే తాళం వేసిఉంచాను .
1,తరవాత చుట్టాలు . వెళ్లిపోయారు
1,ఇరుగుపొరుగువారికి సంగతి ఈ తెలిసింది .
1,గదిలో ఆ బీరువా ఉంది .
1,బీరువాలో చాలా డబ్బు . ఉంది
0,పనివారికికూడా అనుమానం ఉండేది .
1,చూసేవారు తలుపుసందుల్లోనుంచి .
0,వాళ్లకు ఏమీ కనిపించేదికాదు .
0,తలుపులకు చెవి ఆనించి వినేవారు .
0,ఏమీ వినిపించేది కాదు .
1,లోపల ఏదో . ఉంది
0,అని వాళ్లకు అనుమానం ణూLL .
0,సీతాలును అడిగేవారు .
0,సీతాలు ఏమీ చెప్పలేకపోయేది .
0,మొగుడి సంగతి పెళ్లానికి తెలియదా .
0,అది ఏంవింత అని అందరూ అనుకొనేవారు .
0,వాడి ఉయ్యాల ఊపాలి.
0,కొన్ని రోజులు గడిచాయి .
0,ఒకసారి ఊళ్లో చాలా మందికి రోగాలు సోకాయి .
0,కొందరు విరేచనాలతో బాధపడుతున్నారు .
0,కొందరికి జ్వరం ణూLL .
0,పశువులకు రోగాలు ణూLL .
0,ఒకరి గేదె చనిపోయింది .
0,ఇదంతా గంగులు చేసిందే .
1,గంగులుకు . తెలుసు
0,ఆ గదిలో అతను చేసే పని ఇదే ణూLL .
0,అందుకే ఇలా జరుగుతోంది అని అనుకునేవారు .
1,. ఏమయింది
1,మీ ఆయన చేతబడి . చేశాడు
0,ఆ గదిలో మీ ఆయన చేసే పని ఇదే ణూLL .
0,అందుకే ఊరి జనానికి రోగాలు సోకుతున్నాయి .
0,గంగులు పళ్లు ఊడగొట్టాలి .
0,బయటికి పిలుచుకురా అని అరిచారు .
0,ఆయన ఏ పాపం ఎరగడు .
0,ఆ గదిలోనే ఉన్నాడు .
0,ఒకసారి వాడు ఉయ్యాలనుంచి బయటికి తల వేలాడేశాడు .
0,ఆయనను కొట్టకండి .
0,అంటూ సీతాలు లోపలికి పొయింది .
1,జనం తలుపులు తోసుకుంటూ లోపలికిలోపలికి . ణూLL
0,నీ పళ్లు ఊడగొడతాం .
0,గంగులు ఉలకలేదు .
0,చిన్నతనంలో మా నాయన తిట్టేవాడు .
0,అయినా నేను ఈ అలవాటు మానలేదు .
1,ఏడవసాగాడు గుక్కతిప్పుకోకుండా .
0,నా కథ అందరి ఆడపిల్లల కధే ణూLL .
1,పిల్లల . కంటపడకూడదు
0,సీతాలుకు తెలియకూడదు .
0,అందుకే ఈ పని ణూLL .
0,గది తలుపులు మూసుకుంటాను .
0,అందరూ వింతగా చూశారు .
0,వారంవారం ఊరికి పోతాను .
0,లంక పొగాకు తెచ్చుకుంటాను .
0,ఈ గదిలో దాచుకుంటాను .
0,వాడిని పట్టుకోవడం నాచేత కాలేదు .
0,గదికి తాళం వేసుకుంటాను .
1,ఆ సంచిలో పొగాకు . ఉంది
0,అందరూ ఒకరిముఖంఒకరు చూసుకున్నారు .
0,ఈ రోజు నుంచీ నేను చుట్ట తాగను .
0,ణూLL పొగాకు తాకను .
0,ఊరి జనం నవ్వుకుంటూ ఇళ్లకు పోయారు .
1,పగలు చుక్కలు ఎందుకు ? కనపడవు
0,మా అమ్మకు ఎక్కడలేని కోపం వచ్చింది .
0,పగలు మనకు సూర్యుడు కనపడతాడు .
0,చీకటి అయ్యాక చంద్రుడు కనబడతాడు .
0,చుక్కలు కనపడతాయి .
1,ఈ చుక్కలే ణూLL నక్షత్రాలు .
0,ఇవి పగలుకూడా ఉంటాయి .
0,ఇది భూమికి దగ్గరగా ఉంది .
0,కనుక వెలుతురు చాలా పడుతుంది .
0,నక్షత్రాలు దూరంగా ఉంటాయి .
0,నన్ను చావగొట్టింది .
0,సూర్యుడి వెలుతురులో అవి కనపడవు .
0,దిగిపోయాక అవి కనబడతాయి .
0,సూర్యుడు పగలు చాలా వెలుతురులో ఉంటాడు .
1,అందుకని చుక్కలు కనపడవు మనకు .
1,పగలు ఏర్పడుతుంది ఎలా ?
0,చుక్కలు సూర్యుడు భూమి ణూLL అన్నీ గోళాలే ణూLL .
0,ణూLL బంతిలా ఉంటాయి .
0,భూమి బొంగరంలా తిరుగుతుంది .
1,చుట్టూ తన తాను తిరుగుతుంది .
0,అప్పటికి నాకు ఆరేళ్ళుకూడా నిండలేదు .
0,ఈ భాగంమీద సూర్యకిరణాలు పడతాయి .
0,మనకు వెలుతురు వస్తుంది .
0,దీన్నే పగలు అంటున్నాం .
0,మిగిలిన భాగంలో సూర్యుని వెలుతురు పడదు .
0,ఇక్కడ వేడి ఉండదు .
1,చీకటి . ఉంటుంది
1,ఇదే రాత్రి . ణూLL
0,పగలు సూర్యకిరణాలు నెత్తిమీద పడతాయి .
0,ఇదే మధ్యాహ్నం ణూLL .
0,కిరణాలు ఏటవాలుగా పడతాయి .
0,అది నాకు బాగా గుర్తు ణూLL .
1,సమయంలో ఈ వేడి తక్కువ ణూLL .
0,ఉదయం ణూLL సాయంకాలం ఇలా ఉంటుంది .
0,భూమిమీద ఎన్నో దేశాలు ఉన్నాయి .
0,వీటిలో కొన్నిటికి వేడి బాగా తాకుతుంది .
1,కొన్నిటికి వేడి సూటిగా . తగలదు
0,కొన్ని చలిదే శాలు ఉన్నాయి .
0,కాలాలు ఎలా ఏర్పడతాయి ?
0,మనకు రంగులరాట్నం తెలుసు .
0,పిల్లలు రాట్నంలో కూచుంటారు .
0,నా ఈడు ఆడపిల్లలు కొందరు బడికి పొయ్యేవాళ్లు .
0,ణూLL వేగంగా తిరుగుతారు .
1,ఒకరికి అయినా ఒకరు తాకరు .
0,ఇలాగే అన్ని గ్రహాలు తిరుగుతూ ఉంటాయి .
1,నిలకడగా భూమి ఉండదు .
0,ఒక చోటనే ఉండదు .
0,అలాగే సూర్యుని చుట్టూ తిరుగుతుంది .
0,ఇలా తిరిగడానికి 365 రోజులు పడతాయి .
0,ఇలా తిరగడాన్నే ఒక సంవత్సరం అంటున్నాం .
0,నేనూ బడికి పోతానని ఏడ్చాను .
0,ఇలా భూమి తిరగడంలో రాత్రి ఏర్పడుతుంది .
0,సంవత్సరంలో కొంత కాలం చల్లగా ఉంటుంది .
0,వీటినే మనం కాలాలు అంటున్నాం .
0,భూమి తిరగడంతోనే ఈ కాలాలు ఏర్పడుతున్నాయి .
0,పున్నమి ణూLL అమావాస్యలు ఎలా ఏర్పడుతాయి ?
1,కొన్ని రోజులు సగమే చంద్రుడు కనపడతాడు .
1,కొన్ని రోజులు పావుభాగం . కనపడతాడు
0,కొన్ని రోజులు ణూLL నిండుగా కనపడుతాడు .
1,ఇలా ఎందుకు . జరుగుతుంది
1,అని మా కసురుకొన్నాడు నాయన .
1,ణూLL అసలే ఎందుకు కనిపించకుండా ఉంటాడు .
0,సూర్యుని వెలుతురు చంద్రునిమీద పడుతుంది .
0,అందుకే చంద్రుడు రాత్రివేళ వెలుగుతాడు .
0,చీకటిలో కూడా వెలుగుతాడు .
0,మనం ఒక కుండను తీసుకుంటే .
0,దాన్ని దీపం దగ్గర పెడితే ఎలా కనిపిస్తుంది .
1,పక్కనుండి చూస్తే సగం కుండ వెలుతురులో ఉంటుంది .
0,దీపం వైపు నిలబడి చూస్తే కుండంతా వెలుతురులో కనపడుతుంది .
0,చంద్రుని విషయం ఇంతే ణూLL .
0,పైగా మా ఇంటిలో అందరూ పొలం పోవాలి .
1,చంద్రుడు చుట్టూ భూమి తిరుగుతాడు .
0,ఇలా తిరగడానికి నెలరోజులు పడుతుంది .
1,చంద్రుడి ఒకసారి సగభాగంలో సూర్యుని వెలుతురు పడుతుంది .
0,అప్పుడు చంద్రుడు సగం వెలుగుతూ కనపడతాడు .
0,మిగతాభాగం చీకటిగా ఉంటుంది .
0,ఒకసారి పూర్తిభాగంలో సూర్యుని వెలుతురు పడుతుంది .
0,దాంతో చంద్రుడు పూర్తిగా వెలుగుతూ కనపడతాడు .
1,ఇలా రోజునే కనపడే పున్నమి అంటాం .
0,ఒకసారి సూర్యుని వెలుతురు దూరం పోతుంది .
0,చంద్రునిమీద అసలే పడదు .
0,ణూLL పని చేయాలి .
0,నా కథ చెబుతాను వినండి .
0,చంద్రుడు వెలుగుతూ కనపడడు .
1,అమవాస్య దీన్నే అంటాం .
1,సూర్యుడు ఒక గ్రహం పెద్ద ణూLL
0,దీని చుట్టూ తొమ్మిది గ్రహాలు ఉన్నాయి .
0,ఇవి తిరుగుతున్నాయి .
1,అందుకే మనం ఇక్కడ ఉండగల్గుతున్నాం .
0,గ్రహాల చుట్టూ చిన్న గ్రహాలు ఉంటాయి .
0,మనుషులుకూడా ఉపగ్రహాలను తయారుచేశారు .
1,మా పని పొలంలో లేనపుడు కూలికి పోవాలి .
1,వానలు ఎప్పుడు చెబుతాయి పడతాయో .
0,అందుకే పేపరులో రాస్తారు .
1,రేడియోలో ణూLL చెబుతారు .
0,గ్రాహాలను దగ్గరగా చూడాలంటే ?
1,ఆకాశంలో కనపడతాయి మబ్బులు .
0,నేలపైన గాలి ఉంది .
0,దుమ్ము కనపడుతుంది .
1,ఇంకా పైకి పోతే ఉండదు గాలి .
0,అక్కడ ఎటు తిరిగినా ఏమీ తెలియలేదు .
0,మరిఅప్పుడు మా తమ్ముడిని ఎవరు చూస్తారు ?
0,ఆకాశంలో చుక్కలు కనపడతాయి .
0,గ్రహాలు కనపడాతాయి .
0,వీటిని దగ్గరగా చూడాలి .
0,ణూLL అక్కడికి పోలేం .
0,అందుకే నేలమీదనుంచే చూడాలి .
0,మామూలు కంటితో చూడలేం .
0,అందుకే వీటిని చూసేందుకు దారి దొరికింది .
1,ఒక పరికరం . కనిపెట్టారు
0,దీంతో దూరానివి దగ్గరగా కనపడతాయి .
