,gender,sentences
1522,f,మంచి కోడి ఎలా ఉంటుంది ?
1523,any,అవేవో తెలుసుకొంటే అలవాటు ప్రకారం మంచికోడిని గుర్తించవచ్చు .
1524,any,కోడి హుషారుగా శక్తివంతంగా ఉండాలి .
1525,any,రెట్ట రంధ్రం చెమ్మగా వెడల్పుగా ఉండాలి .
1526,any,గుడ్లు పెద్దవిగా ఉండాలి .
1527,f,మంచికోడి సంవత్సరానికి సుమారు 260 గుడ్లు పెడుతుంది .
1528,any,ఇక గుడ్లనుంచి వచ్చిన పిల్లలు త్వరగా ఎదగాలి .
1529,any,పశువులు దిగకుండా ఉండేందుకు చుట్టూ కంచె వేయించాలి .
1530,n,గుడ్లు పొదుగుతున్నట్లే ఉండిపోతాయి .
1531,any,వాటికి తగిన ఇంజక్షన్లు ఇవ్వాలి .
1532,f,లేకపోతే ఆ కోడి ఇంక గుడ్లకు పనికిరాదు .
1533,any,వీటి శరీరం త్వరగా ఎదగాలి .
1534,any,ఎవరి పశువుల ఐనా దిగితే జరిమానా వెయ్యాలి .
1535,any,ఛాతీభాగం విశాలంగా ఉండాలి .
1536,,కొన్ని రకాల కోళ్లు రెండిటికి వీలయినవే NULL .
1537,f,కానీ వాటిని పెంచడానికి చాలామంది ఇష్టపడరు .
1538,,సాధారణంగా ఇది తల్లి పని NULL .
1539,f,కానీ ఈ రోజుల్లో తల్లి అవసరం లేదు .
1540,n,పొదగడానికి ప్రత్యేక పరికరాలు ఉన్నాయి .
1541,,ఇది ఒక యంత్రంలాంటిది NULL .
1542,n,అవి పిల్లలను పొదిగే కేంద్రాలలో ఉంటాయి .
1543,f,ఈ కేంద్రంలో పెంచడానికి వేరే బ్రూడర్ అనే యంత్రం ఉంటుంది .
1544,f,పిల్లలు చనిపోవడం ఉండదు .
1545,any,గద్దలు ఎత్తుకొనిపోవు .
1546,any,ఎవ్వరూ ఆ మడుగు దగ్గరగా దొడ్డికి పోకుండా చూడాలి .
1547,any,ముందు మూడు రోజులు దానిలో వెచ్చగా ఉండాలి .
1548,any,అంటే గోరువెచ్చని నీటి వేడి ఉండాలి .
1549,,ఒక నెల రోజుల్లో మామూలు వేడి ఉంటేచాలు .
1550,f,ప్రత్యేకంగా వేడి కల్పించనవసరం లేదు .
1551,any,మొత్తానికి కోడి పిల్లలకి ఆరోగ్యం బాగుండాలి .
1552,any,ఆ వాతావరణం కల్పించాలి .
1553,any,దొడ్డికి దూరంగా కూచున్నా అక్కడి వాననీళ్లు మడుగులోకి రాగూడదు .
1554,n,ఆవిధంగా కోళ్లకు రోగాలు రావు .
1555,n,వేరే కోళ్లను పీకుతూ పొడుస్తూ ఉంటాయి .
1556,any,ఇతరత్రా ఉపయోగించుకోవాలి .
1557,any,ముఖ్యంగా మాంసానికి అమ్మేయాలి .
1558,,మడుగు చుట్టూ అంతా కంచె వెయ్యడం కష్టమే NULL .
1559,f,దీనివల్ల ఆహారం తీసికోడానికి వాటికి ఇబ్బంది ఉండదు .
1560,any,ఎదుగుతున్న పిల్లల్లో 21 రోజు ఒకసారి ఇలా కత్తిరించాలి .
1561,,అన్ని కట్టుబాట్లు చెయ్యడం మరీ కష్టమే NULL .
1562,,మనకి లాభం NULL .
1563,n,అంటే ఏడాదికి ఒక కోడికి ఐదు గుడ్లు ఎక్కువగా వస్తాయి .
1564,f,ఇలా కంకాలని కత్తిరించడం డుబ్బింగ్ అంటారు .
1565,f,రెట్ట రంధ్రంలోనుంచి గుడ్లు పెట్టే కాలవ బయటికి వస్తుంది .
1566,n,మిగతా కో్లు దీనిని పట్టి పీకుతాయి .
1567,any,మెయ్య కోళ్లను వేరుగా పెంచాలి .
1568,m,రాజకీయ బాధ్యతలు ఆమె తప్పించాడు .
1569,n,పత్రికలలో ఆడవారికి మగవారితో బాటు సమాన హోదా కల్పించాలిఅని వార్తలు వస్తున్నాయి .
1570,n,వత్తిడి శరీర వేడిలో హెచ్చుతగ్గులు వస్తాయి .
1571,any,వాటిని కోడి సర్దుబాటు చేసుకోవాలి .
1572,f,దీనికి చాలా శక్తి ఖర్చు అయిపోతుంది .
1573,f,గుడ్లు పెట్టే శక్తి తిరిగిపోతుంది .
1574,,నాటుకోళ్లు గుడ్లు తక్కువ పెట్టడానికి కారణం NULL .
1575,n,వత్తిడికి కారణాలు ఉన్నాయి .
1576,any,వాతావరణం చక్కగా ఉండాలి .
1577,f,ఇంత చేసినా ఆ నీళ్లు చెడిపోవని నమ్మకం లేదు .
1578,any,ప్రకృతి వాతావరణం వాటికి చికాకు కలిగించవచ్చు .
1579,f,ఎండ తీవ్రంగా కాస్తుంది .
1580,f,లేదా చలి ఎక్కువగా ఉంటుంది .
1581,f,వాటి ప్రభావం కోళ్ల పడుతుంది .
1582,f,వత్తిడి ఎక్కువ అవుతుంది .
1583,,అందువల్ల మరుగుదొడ్లు కట్టుకోవడం అన్నిటికంటే మంచిది NULL .
1584,any,మండు వేసవిలో పాకలో చల్లగా ఉండాలి .
1585,n,దీనికి ప్రత్యేకంగా పరికరాలు ఉన్నాయి .
1586,f,వీటిని స్ప్రింకర్లు అంటారు .
1587,any,అమ్మకాలు బాగా జరిగే వీలుండాలి .
1588,f,అయితే ఇది చాలా మందికి ఇష్టం ఉండదు .
1589,any,సరుకు చెడిపోవచ్చు .
1590,any,అలాగని కోళ్ల పాకలు ఊరి మధ్యలో ఉండకూడదు .
1591,,జనావాసాలకు దూరంగా ఉండాలి పట్టణ శివార్లు మంచి స్థలాలు NULL .
1592,,తొందరగా జరిగే పనీ గాదు .
1593,f,రెండు రకాల కోడి పిల్లలను సరఫరా చేస్తారు .
1594,n,పెంపంకంలో సాధారణంగా రెండిటికి ఒకే జాగ్రత్తలు అవసరమవుతాయి .
1595,any,మరేం చెయ్యాలి ?
1596,n,ఉంటే పోట్లాటలు తగవులు ఎక్కువవుతాయి .
1597,n,ఆ పెరుగుదల లేకపోతే అవి పనికిరావు .
1598,n,మేత ఎక్కువ ధర తక్కువ అవుతాయి .
1599,f,ఒక ఉపాయం ఉంది .
1600,f,ఆహార విషయంలో ఒక ముఖ్యవిషయం ఉంది .
1601,f,అన్ని వయసులలోనూ ఒకే మేత పనికిరాదు .
1602,,అయినా కోళ్ల పెంపకమే ఎక్కువ లాభదాయకం NULL .
1603,any,ఒక నీళ్ల తొట్టి కట్టుకోవాలి .
1604,f,కోడి పెంపకం ఒక వినోదంగా ప్రారంభమయింది .
1605,f,ఇది మన దేశంలోనే మొదట జరిగింది .
1606,,కుక్క రాత్రిపూట కాపలా కాసేది .
1607,,ఇది ఉదయాన్నే నిద్ర లేపించేది .
1608,m,క్రమంగా మానవుడు కోడిమాంసం గుడ్డు ఉపయోగం తెలుసుకొన్నాడు .
1609,n,అవి తన ఆహారంలో భాగం అయ్యాయి .
1610,n,మనరాష్ట్రంలో రోజుకి ఒకటిన్నర కోట్ల గుడ్లు ఉత్పత్తి అవుతున్నాయి .
1611,any,సంవత్సరానికి 600 కోట్ల గుడ్లు అనాలి .
1612,any,ఆ తొట్టిలో మడుగునుంచి రోజూ పొద్దున నీళ్లు నింపుకోవాలి .
1613,n,అంటే దేశం ఉత్పత్తిలో నాలుగవవంతు మనరాష్ట్రంలోనే ఉత్పత్తి అవుతున్నాయి కదా .
1614,f,ఇందులో మన రాష్ట్రం ముందుంజ వేసింది .
1615,,ఐతే ప్రపంచంలో మన దేశానిది నాలుగోస్థానం NULL .
1616,,ప్రోటీన్లు 13 శాతం NULL .
1617,,కొవ్వు 13 శాతం NULL .
1618,,కెలొరీ శక్తి ఎక్కువే NULL .
1619,n,ఖనిజ లవణాలు చాలా ఉంటాయి .
1620,,కోడి మాంసంలో ప్రోటీన్లు 26 శాతం NULL .
1621,f,కొవ్వు తక్కువగా ఉంటుంది .
1622,any,అందులో సరిపడా బ్లీచింగు పౌడరు కలపాలి .
1623,n,ఖనిజ లవణాలు పుష్కలంగా ఉంటాయి .
1624,,కానీ .
1625,,ఇది ఒక విశేషం NULL .
1626,,అదే మంచినీళ్లకు ఆధారం NULL .
1627,f,తెల్లలెగ్_హార్న్ అందరి అభిమానాన్ని పొందింది .
1628,,అంటే సుమారు 0.4 స్థలం NULL .
1629,any,మొత్తానికి ఒక పాకలో 250 ఎక్కువ కోళ్లు ఉంచకూడదు .
1630,any,మిగతా పనులకు మడుగు నీళ్లు నేరుగా వాడుకోవచ్చు .
1631,any,25 కోళ్లు ఉంటే 9 లేదా 10 స్థలం కావాలి .
1632,,అంటే 100 చదరపు అడుగులు NULL .
1633,any,కేజ్ విధానంలో 25 కోళ్లను పెంచడానికి 75ద్120 బోను ఉండాలి .
1634,,అంటే గోరువెచ్చని నీరులాంటి వేడి NULL .
1635,f,అంటే 21 తగ్గుతుంది .
1636,,ఇది మామూలుగా ఉండే వాతావరణ చల్లదనం NULL .
1637,n,35 ఎక్కువయితే బల్బుల దూరంగా పోతాయి .
1638,f,పిల్లలు అటూ ఇటూ చెదిరిపోయినా ఇది అడ్డుపడుతుంది .
1639,n,ఆ స్త్రీ చేతులు ఇప్పుడు మళ్లీ అధికారం చూపించనున్నాయి .
1640,f,9 వారాల తరువాత బల్బుల అవసరం ఉండదు .
1641,,కోళ్ల ఆహారం NULL .
1642,f,అన్ని వయసులవాటికి ఒకే మేత పనికిరాదు .
1643,f,మూడో రోజు రెండు నెలలవరకు చిక్_మాష్ ఇస్తారు .
1644,n,ఇందులో 20 శాతం ప్రొటీన్లు ఉంటాయి .
1645,n,ఇందులో 16 శాతం ప్రొటీన్లు ఉంటాయి .
1646,f,బ్రాయిలర్ విషయంలో కొంచెం తేడా ఉంటుంది .
1647,any,ఏడోవారానికి దాని బరువు ఒకటిన్నర కిలోలు ఉండాలి .
1648,,దీనిలో ప్రోటీన్లు తక్కువ NULL .
1649,any,మరి వాళ్లే జాగ్రత్తలు తీసుకోవాలి ?
1650,n,పిండిపదార్థాలు ఎక్కువ ఉంటాయి .
1651,f,ఎనిమిది వారాలకు వాటి బరువు ఎక్కువ అవుతుంది .
1652,n,ఆ తరువాత అవి ఎదగవు .
1653,any,అందువల్ల వాటిని అమ్మేయాలి .
1654,f,లేకపోతే మేత వృధా అవుతుంది .
1655,any,"ఐతే , రోగాల విషయంలో ప్రత్యేక శ్రద్ధ తీసికోవాలి ."
1656,f,లేకపోతే శ్రమ వృధా అవుతుంది .
1657,f,విపరీతమైన నష్టం వస్తుంది .
1658,any,బావిలో క్లోరిన్ కలపొచ్చు .
1659,,మొదటి 15 రోజుల్లో కోడిపిల్లలకి వ్యాధులు రావడానికి అవకాశాలు ఎక్కువ NULL .
1660,f,రాకుండా కాపాడుకొనే శక్తి పిల్లలకి అంతగా ఉండదు .
1661,n,ఇతర కోళ్లకి దూరంగా పోతాయి .
1662,f,చూపు మందగిస్తుంది .
1663,any,ఒకామెకు మెళకువులు నేర్పాలి .
1664,f,ఊపిరి కష్టం అవుతుంది .
1665,n,పిల్లల ఐతే నిలబడలేవు .
1666,n,దోమలు ఈ వ్యాధిని వ్యాప్తి చేస్తాయి .
1667,,క్లోరిన్ బావిలో కలపడం ఆమె పని NULL .
1668,n,నోటిలోనుంచి ఊపిరి పీలుస్తాయి .
1669,n,పెద్దవి సరిగా గుడ్లు పెట్టవు .
1670,n,పిల్లలు చచ్చిపోతాయి .
1671,f,గుడ్ల దిగుబడి తగ్గిపోతుంది .
1672,n,ఎక్కువగా చచ్చిపోతాయి .
1673,f,అయితే ఇది కొంతమేరకే పని చేస్తుంది .
1674,n,మేత తీసుకోవు .
1675,n,తెల్లటి పల్చని విరోచనాలు అవుతాయి .
1676,n,కోళ్లు వణుకుతాయి .
1677,n,ఈ దిగువ నాలుగు బాక్టీరియా వ్యాధులు బాక్టీరియా క్రిముల వస్తాయి .
1678,n,దాణా తీసుకోవు .
1679,n,కోళ్లు ఎక్కువగా చనిపోతాయి .
1680,,ఒక తొట్టిలో నీళ్లు తోడి అందులో క్లోరిన్ కలపడం మరీ మంచిపని NULL .
1681,any,మరి వాళ్లు ఏ జాగ్రత్తలు తీసుకోవాలి ?
1682,n,మేత తినవు .
1683,f,చెడువాసనతో ముక్కు కారుతుంది .
1684,n,కళ్లు అతుక్కొని పోతాయి .
1685,f,మోహం ఉబ్బిపోతుంది .
1686,f,గురక వస్తుంది .
1687,f,ముక్కులో చీము కారుతుంది .
1688,f,ఇతర రోగాలతోబాటు ఇది సులభంగా వస్తుంది .
1689,n,రెక్కలు వాలిపోతాయి .
1690,f,తల్లినుంచి గుడ్లద్వారా ఈ వ్యాధి పిల్లలకి వస్తుంది .
1691,n,తెల్లని విరోచనాలు అవుతాయి .
1692,f,వాటివల్ల ఇది వ్యాప్తి చెందుతుంది .
1693,,ఇవి మంచివి గావు .
1694,f,తీవ్రంగా జ్వరం వస్తుంది .
1695,n,ఆకుపచ్చ విరోచనాలు అవుతాయి .
1696,,దాహం పక్షవాతం ఇతర లక్షణాలు NULL .
1697,n,మందులు వాడితే చచ్చిపోయి రెట్టతో బయటపడతాయి .
1698,f,దీనిని డీవార్మింగ్ అంటారు .
1699,f,చిన్న పిల్లలకి బ్రూడర్ దశలో వస్తుంది .
1700,f,చిన్న కోళ్లలో ఈ జబ్బు వస్తుంది .
1701,n,పిల్లలు ఒకచోట చేరతాయి .
1702,f,మనుషులు అపరిశుభ్రంగా వెళ్లినా వస్తుంది .
1703,n,ఇవికాక శరీరం పేలు మిన్నల్లులు వంటివి పట్టి వాటికి చికాకు చేస్తాయి .
1704,n,పోషణ లోపం తగిన విటమినులు అందక వ్యాధులు వస్తాయి .
1705,f,వీటిని పోషకలోపవ్యాధులు అంటారు .
1706,,ఖనిజ లవణాఅలు లోపించినా అంతే NULL ! ఏదయినా వ్యాధినిరోధక చర్యలు చాలా ముఖ్యం NULL .
1707,any,రోగాలు వచ్చాక అదుపుకార్యక్రమాలు తీసుకోవచ్చు .
1708,any,బావికి బాగా ఎండ తగలాలి .
1709,f,కాని అప్పటికే చాలా నష్టం జరిగిపోతుంది .
1710,,ఇంకా మీ ప్రాంతంలోని బ్యాంక్ను సంప్రదించండి .
1711,n,దీనివల్ల నీళ్లు శుభ్రపడతాయి .
1712,any,బావిని శుభ్రంగా ఉంచుకోవాలి .
1713,,దీనికి మరిన్ని జాగ్రత్తలు అవసరం NULL .
1714,any,బావి ఎక్కడ ఉండాలి ?
1715,f,మారుతున్న వాతావరణం గ్రామంలోని ఆడవాళ్లను ఎక్కువగా కష్టపెడుతోంది .
1716,,మడుగు నీళ్లు శుభ్రంగా ఉంచుకోవడం చాలా కష్టం NULL .
1717,,మెరకలో ఉండటం మరీ మంచిది NULL .
1718,,"తమ గ్రామానికి అవసరమైన వంటచెరకు చెట్లు NULL , పశువులకు గడ్డి పెంచుకోవచ్చు ."
1719,any,దానికి సిమెంటు పూత పూయాలి .
1720,,కాంక్రీటు వరలు మంచిదే NULL .
1721,any,ఆ పగుళ్లకు సిమెంటు పూయాలి .
1722,any,రిపేరులు చెయ్యాలి .
1723,,ఆ మడుగు దగ్గరే ఓ బావి తవ్వించుకోడం మంచిది NULL .
1724,n,అప్పుడు బయటనుంచి వచ్చే నీళ్లు వడకట్టినట్టు శుభ్రంగా వస్తాయి .
1725,,ఇంత జేసినా ఈ నీళ్లు పూర్తిగా శుభ్రంగా ఉంటాయని చెప్పలేం .
1726,any,అందువల్ల మరికొన్ని జాగ్రత్తలు తీసుకోవాలి .
1727,f,విడిపోయేవారి సమాజం పెద్దగా పట్టించుకోవడం లేదు .
1728,any,దీనివల్ల బయటి నీళ్లు బావిలోకి పోవు .
1729,f,విడిగా జీవించాలని కోరుకుంటున్నారు .
1730,f,అయితే విడాకుల భార్య ఎక్కువగా నష్టపోతుంది .
1731,,గవర్నమెంటును అడిగి ఓ చేతి పంపు వేయించుకొంటే మరీ మంచిది NULL .
1732,any,కారణం ఆమెకు ఆర్థికపరమైన స్వతంత్రం లేకపోవడం .
1733,any,కింది వర్గంలో భార్యా భర్తలు ఇద్దరూ కూలి చేసుకొనే బతుకుతూ ఉంటారు .
1734,,ఇద్దరి సంపాదనా దాదాపు సమానమే NULL .
1735,n,అలాంటివారు విడిపోయినా ఆర్థికపరమైన ఇబ్బందులు వారిని బాధించవు .
1736,f,పై వర్గంలో వారికి డబ్బు సమస్య రాదు .
1737,f,ఇద్దరికీ డబ్బు వెసలుబాటు ఉంటుంది .
1738,m,అని నేను అంటే నా మాట వినడు .
1739,any,రాజుగారికి దిక్కు తోచలేదు . .
1740,,కానీ ఇది అంత తొందరలో జరిగే పనేనా ?
1741,,వీరికి సమస్యలు ఎక్కువ NULL .
1742,,ఈ సమస్యలలో చాలా ముఖ్యమైనది పిల్లల పెంపకం NULL .
1743,any,తల్లిదండ్రులు విడిపోతే పిల్లల బాధ్యత ఎవరు చూసుకోవాలి ?
1744,,కారం గడుక గంజి అంబలి NULL .
1745,any,కనీసం పిల్లలు మానసికంగా ఎదిగి స్థిరపడేవరకయినా తల్లిదండ్రులు కలసి ఉండాలి .
1746,f,మనదేశంలో హిందూ వివాహ చట్టం క్రింద 1955వ సంవత్సరంలో విడాకులను చట్టబద్ధం చేశారు .
1747,f,వాళ్లయ్యతో కొంతమంది బడిలో చేరారు .
1748,f,మూడునాలుగేళ్ళలో అందరూ మానేశారు .
1749,,ఇంటి చాకిరీతో వాళ్లకు సరిపొయ్యేది .
1750,any,కొంతమందిన ఐతే ఇల్లు దాటి రానివ్వడంలేదు .
1751,f,గడప దాటితే ఆడిపిల్లలు చెడిపోతారట .
1752,,అందరం కలిసి ఆడుకొనేవాళ్లం .
1753,,చెట్లు ఎక్కి చింతచిగురు కోసేవాళ్లం .
1754,,కొమ్మలమీద ఉయ్యాల ఊగేవాళ్లం .
1755,,ఐతే వాళ్లకంటే నేనే మేలు NULL .
1756,f,భయంతో వణికిపోయింది .
1757,,ఆడుకొంటాను .
1758,,పిచ్చి పాటలు పాడుకొంటాను .
1759,,మేము పేదవాళ్లం NULL .
1760,f,గడప దాటకుంటే మాకు ఎలా పూట గడుస్తుంది ?
1761,f,సినిమాలకు పోతున్నారు .
1762,f,నడిరాత్రికి ఇంటికి వస్తున్నారు .
1763,,మరి వాళ్లు చెడిపోరా ?
1764,f,లోలోపలే కన్నీళ్లు మింగేసింది .
1765,any,అది నాకు అర్థం కావడంలేదు .
1766,,నేను పెద్దమనిషిని అయ్యాను .
1767,,కొత్త పైటా పావడా కొనిచ్చారు .
1768,f,అమ్మలక్కలు వచ్చారు .
1769,f,అవీఇవీ తినిపించారు .
1770,f,అప్పటినుంచీ మా అమ్మకు దిగులు పట్టుకుంది .
1771,f,మా నాయనను తొందరపెట్టసాగింది .
1772,f,పెళ్లిసంబంధాలు వెతకమని పోరుపెట్టసాగింది .
1773,f,నన్ను గుండెలకు అదుముకొనింది .
1774,f,తొందరగా వదిలించుకోవాలని చూస్తున్నారు .
1775,m,మా అక్కల పెళ్లిళ్లకు మా నాయన ఎకరాపొలం అమ్మాడు .
1776,m,నాకోసం మిగతాఎకరం అమ్మాలని చూస్తున్నాడు .
1777,f,నాకు పెళ్లి భయం పట్టుకొనింది .
1778,,మా ఎదురింటి సుజాత నాకంటె నాలుగేళ్లు పెద్ద NULL .
1779,f,దానికి రెండేళ్లముందు పెళ్లయింది .
1780,f,మనిషి చచ్చి బతికింది .
1781,,ఇప్పుడు దాని బిడ్డకు ఒకటేరోగాలు NULL .
1782,f,నేను పుట్టానని మా నాయనకు తెలిసింది .
1783,f,వాడితో ఏగలేక మనిషి ఎముకల గూడులాగా మారింది .
1784,f,మా పెద్దనాయన కూతురు గౌరికి పోయిన ఏడాది పెళ్లి చేశారు .
1785,,ఇల్లు గుల్ల చేసుకొని అప్పులపాలయ్యారు .
1786,m,మొగుడు చూడడానికి బాగానే ఉంటాడు .
1787,f,పుట్టెడు శోకంతో ఆ పిల్ల వచ్చేసింది .
1788,f,ఒకసారి బావిలో దూకి చావడానికి పూనుకొనింది .
1789,f,అందుకే పెళ్లంటే నాకు భయంగా ఉంది .
1790,f,ఇలా ఉండగా అక్షరదీపం వచ్చింది .
1791,f,ఊళ్లో నాటకాలు వేశారు .
1792,any,అయినా నన్ను చూడడానికి రాలేదు .
1793,f,వాటిని ఆడవాళ్లు విరగబడి చూచారు .
1794,,అవి ఎంత బాగున్నాయో చెప్పలేను .
1795,f,అచ్చం మా బతుకుల్నే చూపించారు .
1796,f,ఇల్లాలు చదివితే ఇల్లి అంతా చదివినట్టే అని చెప్పారు .
1797,f,నాలుగు అక్షరాలు నేర్పించేదిగదా అనిపించింది .
1798,f,తరువాత ఊళ్లో రాత్రి బడులు పెట్టారు .
1799,f,మా టీచరమ్మ మా ఇంటికి వచ్చింది .
1800,f,మా తమ్ముడిని వాలంటీరుగా చేరమని అడిగింది .
1801,m,వాడు సరే అన్నాడు .
1802,f,మా ఇంటిముందరే లైటు వేశారు .
1803,f,అందరికీ పలక బలపాలు వాచకాలు ఇచ్చారు .
1804,f,ఊరంతా చదువుల సంతలాగా మారిపోయింది .
1805,,నేనూ రాత్రి బడికి పోతానని మా అమ్మను అడిగాను .
1806,any,ఆమె కాదనలేదు .
1807,f,మా తమ్ముడు చదువు చెప్పడం మా నాయనకు పెద్ద గొప్పగా అనిపించింది .
1808,f,రాత్రి బడుల్లో ఆడవాళ్లు విపరీతంగా చేరారు .
1809,f,మధ్యలో బడి మానేసినవాళ్లుకూడా చేరారు .
1810,f,బిడ్డతల్లులుకూడా పలకాబలపం పట్టారు .
1811,any,ఎందుకో తెలుసా ?
1812,f,లోకం మారిపోయింది అంటూ అందరూ అనుకోసాగారు .
1813,,పగలు తీరిక ఉన్నప్పుడు ఇంట్లో కూడా చెప్పించుకొన్నాను .
1814,f,నాలో పట్టుదల పెరిగింది .
1815,n,చదువులో మాకు చాలా సంగతులు తెలిశాయి .
1816,any,లోకం తెలిసే వయసు రావాలి .
1817,any,పిల్లలను కనడానికి శక్తి రావాలి .
1818,,కట్నం ఇవ్వడం నేరం NULL .
1819,f,తీసుకోవడం అని ఒక పాఠంలో ఉంది .
1820,f,మగవాళ్లలాగా పొలం పనులు చేస్తున్నారు .
1821,f,సంసారాలు నడుపుతున్నారు .
1822,f,టవున్లలో ఆడవాళ్లు సైకిళ్లు తొక్కుతున్నారు .
1823,f,కార్లు నడుపుతున్నారు .
1824,f,ఒకప్పుడు ఆడవాళ్లు రాజ్యాలు ఏలారు .
1825,f,యుద్ధాలు చేశారు .
1826,f,ఇప్పుడుకూడా మిలటరీలో ఆడవాళ్లు ఉన్నారు .
1827,f,పోలీసుల్లో ఆడవాళ్లు ఉన్నారు .
1828,,ఆడామగా పనిలో సమానం NULL .
1829,,తెలివిలో సమానం NULL .
1830,,పైగా బిడ్డల్ని కనేది తల్లి NULL .
1831,,పెంచేది తల్లి NULL .
1832,f,ఆమె లేకుంటే లోకమే లేదు .
1833,f,మరి ఆడపిల్లను తక్కువగా ఎందుకు చూస్తారు ?
1834,f,మగపిల్లలలాగా ఎందుకు చదివించరు .
1835,f,పరాయిదాన్నిలా ఎందుకు లెక్క వేస్తారు ?
1836,,ఇవన్నీ మేము మాట్లాడుకొన్నాము .
1837,,అందులో ఇవన్నీ వచ్చేవి .
1838,,ఆ కోపంతో మా అమ్మమీద మండిపడేవాడు .
1839,,నేను ఆడపిల్లను NULL .
1840,,మాలో ఎన్నో ఆలోచనలు రేగేవి .
1841,f,మాకు కొత్త లోకం కనిపించసాగింది .
1842,n,ఆరు నెలలు గడిచాయి .
1843,,నేను ఇప్పుడు బాగా చదవగలను .
1844,n,చాలా సంగతులు నాకు తెలిసాయి .
1845,,ఎవరి కన్నీళ్లు వాళ్లు మింగేవాళ్లం .
1846,,ఆడవాళ్లం ఒకచోట రోజూ చేరాం .
1847,,మా కష్టాలు ఒకరితోఒకరం చెప్పుకొన్నాం .
1848,,కలిసి మాట్లాడుకొన్నాము .
1849,,నామీద మండిపడేవాడు .
1850,f,మాలాగా జిల్లాఅంతా లక్షలు ఆదిమంది చదువుకొన్నారట .
1851,,చదువుకొన్న వాళ్లలో ఆడవాళ్లే ఎక్కువ NULL .
1852,,చదువుకొన్న ఆడవాళ్లు చాలా ఊళ్లలో సారాయిఅంగళ్లు మూసివేయించారట .
1853,,కొన్ని చోట్ల మగవాళ్లకు సమానంగా కూలి సాధించకొన్నారట .
1854,n,ఇవన్నీ మాకు సెంటర్లలో తెలిశాయి .
1855,f,ఇప్పుడు మా ఊళ్లో జనచైతన్యకేంద్రాలు పెట్టారు .
1856,n,వాటిలో ఎన్నో మంచి విషయాలు ఉన్నాయి .
1857,f,వారంవాషం ఎన్నో సంగతులు చెబుతున్నారు .
1858,f,పాటలు పాడిస్తున్నారు .
1859,,పాపం ఇందులో మా అమ్మ తప్పేముంది ?
1860,f,పెద్దలచేత కొత్త విషయాలు చెప్పిస్తున్నారు .
1861,,మేము ఇప్పుడు పేపరుకూడా చదువుతున్నాం .
1862,f,ఒక జిల్లాలో రాళ్లు కొట్టే ఆడవాళ్లు సొసైటీలు పెట్టుకొన్నారట .
1863,f,ఒకరికింద పని చెయ్యడం మానుకొన్నారట .
1864,,ఇవన్నీ మేము పేపర్లో చదివి తెలుసుకొన్నాం .
1865,m,ఈమధ్య మా ఊరికి కలెక్టరు వచ్చాడు .
1866,,ఆయనకు అందరం కలిసి అర్జీ పెట్టుకొన్నాం .
1867,,ఊరికి కొళాయిలు కావాలని అడిగాం .
1868,m,ఆయన వీధికు ఒక బోరింగు వేయిస్తానని చెప్పాడు .
1869,,అంత పెద్ద అధికారిని చూడడం నాకు అదే మొదటిసారి
1870,,నా తప్పు ఏముంది ?
1871,,ఇప్పుడు ఏ అధికారి వచ్చినా మాకు కావలసినవి అడుగుతున్నాం .
1872,,ఏ అన్యాయం జరిగినా కలిసికట్టుగా ఎదిరిస్తున్నాం .
1873,f,ఇప్పుడు నేను ఒంటరిదాన్ని కాదు .
1874,f,లోకం తెలియని అమాయకురాలిని కాదు .
1875,f,మా ఊళ్లో ఆడవాళ్లు ఎవ్వరూ ఒప్పుకోరు .
1876,n,నాకు మూడుఏళ్ళు వచ్చాయి .
1877,any,మరోసంగతి మీకు తెలుసా ?
1878,,మన దేశంలో మగవాళ్లకంటే జనాభాలో ఆడవాళ్లు తక్కువ NULL .
1879,f,మగవాళ్లకంటే ఆడవాళ్లు ఎక్కువ మంది చనిపోతున్నారు .
1880,f,అయిదేళ్లలోపు ఆడపిల్లలు మరీఎక్కువగా చనిపోతున్నారు .
1881,f,బిడ్డల్ని కనేటప్పుడు ఎంతోమంది తల్లులు చనిపోతున్నారు .
1882,any,ప్రపంచంలో ఎక్కడైనా ఇంతే అనుకోనేరు .
1883,f,చాలా దేశాల్లో ఈ పరిస్థితి లేదు .
1884,any,మన దేశంలోనూ కేరళలో ఇట్లా జరగడం లేదు .
1885,any,అన్నింటా ముందున్న దేశాల్లోనూ ఇట్లా జరగడం లేదు .
1886,f,మళ్ళీ మా అమ్మ పురుడు పోసుకొనింది .
1887,,అక్కడ జనాభాలో ఆడవాళ్లూ మగవాళ్లూ సమానం NULL .
1888,f,మరి ఆడవాళ్లు ఎందుకు మాటిమాటికీ రోగాల పాలవుతున్నారు ?
1889,f,ఆడవాళ్లు ఎందుకు ఎక్కువగా చనిపోతున్నారు ?
1890,f,ఎందుకు అంటారు ?
1891,,ఆడవాళ్లకు పుష్టికరమైన తిండి దొరకడం తక్కువ NULL .
1892,f,ఆడపిల్లలుకూడా అందరూ తినగా చివర తింటుంటారు .
1893,f,అప్పుడప్పుడూ వాళ్లు ఆకలితోనే పడుకొంటారు .
1894,,అంతే కాదు ఆడవాళ్లకు చాకిరీ ఎక్కువ NULL .
1895,n,ఇంకో కారణం ఆడవాళ్లు ఉండే చోట్లు ఆరోగ్యానికి మంచివి కావు .
